CV
3.092
3.092
2.737
2.739
2.739
2.739
2.739
2.739
2.740
2.740
2.740
2.740
2.739
2.739
2.740
3.093
3.090
3.090
3.090
3.091
3.091
3.091
3.092
3.089
3.090
3.089
3.089
3.089
3.088
3.089
3.089
3.089
3.090
3.090
3.091
3.091
3.091
3.091
3.092
3.093
3.093
3.094
3.094
3.094
3.094
3.094
3.094
3.094
3.094
3.095
3.095
3.095
3.095
3.095
3.096
3.096
3.097
3.097
3.096
3.097
3.097
3.097
3.098
3.098
3.098
3.098
3.098
3.098
2.776
2.782
2.783
2.783
2.784
2.784
2.785
2.786
2.786
2.787
2.787
2.786
2.787
3.093
3.095
3.094
3.094
3.094
3.094
3.094
3.093
3.094
2.777
2.783
2.785
2.785
2.786
2.787
2.787
2.787
2.783
2.783
2.783
2.784
2.784
3.098
3.095
3.095
3.096
3.095
3.096
3.096
3.095
3.095
2.779
2.784
2.785
2.785
2.787
2.788
2.787
2.787
2.787
2.787
2.787
2.786
2.786
3.100
3.098
3.097
3.098
3.098
3.098
3.098
3.097
3.096
2.773
2.783
2.785
2.786
2.786
2.786
2.787
2.787
2.787
2.787
2.787
2.787
2.786
3.097
3.098
3.099
3.099
3.099
3.099
3.100
3.100
3.102
2.776
2.785
2.790
2.792
2.792
2.792
2.791
2.791
2.791
2.792
2.793
2.793
2.794
3.099
3.097
3.098
3.098
3.098
3.097
3.098
3.098
3.098
3.098
3.098
3.099
3.098
3.098
3.098
3.098
3.098
3.098
3.099
3.099
3.098
3.098
3.098
3.098
3.099
3.099
3.099
3.099
3.099
3.099
3.101
3.101
3.101
3.102
3.102
3.103
3.103
3.103
3.103
3.104
3.104
3.103
3.103
3.101
3.099
3.100
3.101
3.101
3.102
3.102
3.102
3.102
3.101
2.791
2.788
2.788
2.789
2.790
2.790
2.789
2.791
2.788
2.790
2.792
2.792
2.791
3.063
3.063
3.063
3.063
3.063
3.063
3.063
3.063
3.063
3.063
3.063
3.063
3.063
3.063
3.063
3.063
3.064
3.063
3.063
3.064
3.064
3.064
3.063
3.063
3.063
3.064
3.064
3.064
3.064
3.064
3.064
3.064
3.065
3.065
3.065
3.064
3.064
3.064
3.065
3.065
3.065
3.065
3.064
3.064
3.064
3.064
3.063
3.065
3.065
3.065
3.065
3.065
3.065
3.065
3.065
3.065
3.065
3.065
3.065
3.067
3.064
3.065
3.065
3.065
3.066
3.066
3.067
3.066
3.066
3.066
3.066
3.066
3.066
3.066
3.066
3.066
3.066
3.066
3.067
3.067
3.065
3.064
3.065
3.065
3.065
3.066
3.066
3.066
3.066
3.066
3.065
3.066
3.066
3.066
3.066
3.066
2.826
2.826
2.825
2.825
2.826
2.826
2.827
2.826
2.827
2.826
2.827
2.826
2.826
2.827
2.827
2.827
2.827
2.827
2.826
2.826
2.826
2.827
2.828
3.060
3.063
3.063
3.063
3.063
3.063
3.064
3.063
3.063
3.064
3.063
3.063
3.062
3.062
3.062
3.062
3.063
3.063
3.063
3.062
3.062
3.062
2.822
2.825
2.827
2.828
2.829
2.829
2.829
2.829
2.829
2.830
2.831
2.831
2.830
3.063
3.063
3.063
3.063
3.062
3.063
