DOL,CD,FI3312A
54.208,6.015,29.368
54.250,6.014,30.036
54.292,6.014,30.083
54.375,6.014,29.394
54.417,6.013,30.137
54.458,6.014,29.352
54.500,6.015,29.317
54.542,6.014,30.091
54.583,6.014,29.554
54.625,6.015,30.157
54.667,6.015,29.971
54.708,6.015,29.886
54.750,6.015,30.083
54.792,6.016,29.718
54.833,6.014,30.002
54.875,6.015,29.432
54.958,6.014,30.139
55.000,6.015,29.252
55.042,6.013,29.130
55.083,6.014,29.922
55.125,6.012,30.128
55.167,6.012,29.485
55.208,6.013,30.178
55.250,6.013,29.420
55.292,6.013,30.309
55.375,6.011,30.024
55.417,6.014,30.137
55.458,6.014,29.300
55.500,6.014,29.674
55.542,6.014,29.358
55.583,6.016,30.147
55.625,6.014,30.159
55.667,6.015,29.370
55.708,6.014,30.269
55.750,6.015,29.871
55.792,6.015,29.548
55.833,6.014,30.158
55.875,6.014,29.328
55.958,6.015,30.131
56.000,6.013,29.833
56.042,6.013,30.141
56.083,6.013,29.857
56.125,6.014,30.056
56.167,6.013,29.727
56.208,6.013,29.751
56.250,6.015,29.966
56.292,6.013,29.902
56.375,6.014,30.355
56.417,6.014,29.727
56.458,6.014,30.304
56.500,6.015,30.115
56.542,6.014,29.546
56.583,6.014,30.084
56.625,6.015,29.478
56.667,6.015,29.930
56.708,6.015,30.561
56.750,6.015,29.817
56.792,6.014,30.413
56.833,6.014,30.462
56.875,6.015,30.020
56.958,6.013,29.532
57.000,6.014,29.401
57.042,6.015,30.183
57.083,6.014,30.167
57.125,6.013,29.604
57.167,6.013,29.443
57.208,6.014,30.160
57.250,6.014,29.892
57.292,6.014,30.119
57.375,6.014,30.416
57.417,6.014,29.509
57.458,6.014,29.570
57.500,6.015,29.924
57.542,6.015,29.626
57.583,6.014,29.536
57.625,6.014,30.359
57.667,6.013,30.256
57.708,6.014,30.053
57.750,6.014,29.434
57.792,6.014,30.306
57.833,6.014,29.465
57.875,6.012,30.205
57.958,6.013,30.221
58.000,6.013,29.897
58.042,6.013,30.066
58.083,6.013,30.125
58.125,6.012,29.750
58.167,6.011,29.848
58.208,6.012,29.591
58.250,6.013,30.190
58.292,6.012,30.107
58.375,6.014,30.262
58.417,6.014,29.357
58.458,6.014,30.109
58.500,6.014,30.121
58.542,6.016,29.440
58.583,6.015,29.766
58.625,6.015,29.487
58.667,6.017,29.787
58.708,6.017,29.516
58.750,6.016,30.173
58.792,6.016,30.088
58.833,6.014,30.024
58.875,6.016,29.593
58.958,6.016,29.792
59.000,6.016,29.444
59.042,6.016,29.359
59.083,6.016,29.976
59.125,6.013,29.651
59.167,6.014,29.961
59.208,6.014,29.885
59.250,6.014,29.815
59.292,6.013,29.754
59.375,6.014,29.686
59.417,6.016,30.075
59.458,6.015,29.597
59.500,6.016,30.206
59.542,6.016,29.232
59.583,6.016,30.167
59.625,6.016,30.036
59.667,6.015,29.333
59.708,6.015,29.302
59.750,6.016,30.319
59.792,6.015,29.724
59.833,6.015,30.046
59.875,6.015,29.847
59.958,6.015,29.840
60.000,6.014,29.886
60.042,6.013,29.200
60.083,6.011,29.031
60.125,6.012,29.960
60.167,6.013,29.645
60.208,6.013,29.690
60.250,6.014,29.428
60.292,6.013,29.396
60.375,6.014,29.292
60.417,6.015,29.773
60.458,6.015,29.510
60.500,6.015,29.980
60.542,6.014,29.747
60.583,6.016,29.397
60.625,6.015,29.700
60.667,6.016,29.662
60.708,6.017,29.278
60.750,6.015,29.684
60.792,6.015,30.047
60.833,6.015,29.087
60.875,6.015,29.135
60.958,6.013,29.744
61.000,6.014,29.906
61.042,6.015,29.686
61.083,6.015,30.221
61.125,6.015,29.840
61.167,6.016,29.422
61.208,6.014,29.358
61.250,6.015,29.937
61.292,6.016,29.097
61.375,6.015,29.928
61.417,6.015,29.485
61.458,6.017,29.458
61.500,6.017,29.273
61.542,6.017,30.228
61.583,6.016,30.097
61.625,6.016,29.586
61.667,6.014,29.285
61.708,6.016,29.465
61.750,6.014,29.766
61.792,6.014,29.647
61.833,6.015,29.692
61.875,6.015,29.331
61.958,6.014,29.684
62.000,6.015,30.100
62.042,6.015,29.393
62.083,6.015,29.495
62.125,6.014,29.024
62.167,6.015,29.497
62.208,6.015,29.891
62.250,6.015,29.638
62.292,6.013,29.790
62.375,6.012,29.723
62.417,6.014,29.860
62.458,6.012,29.797
62.500,6.013,29.986
62.542,6.015,29.462
62.583,6.013,29.463
62.625,6.014,29.246
62.667,6.013,30.064
62.708,6.014,29.705
62.750,6.012,29.084
62.792,6.014,30.386
62.833,6.011,30.255
62.875,6.014,30.202
62.958,6.014,29.672
63.000,6.013,30.368
63.042,6.014,30.480
63.083,6.014,30.394
63.125,6.014,30.282
63.167,6.014,30.486
63.208,6.014,30.366
63.250,6.014,30.054
63.292,6.012,29.650
63.375,4.247,24.899
63.417,2.451,13.575
63.458,2.452,13.596
63.500,2.451,13.565
63.542,2.451,13.570
63.583,2.452,13.604
63.625,2.453,13.641
63.667,2.453,13.611
63.708,2.452,13.601
63.750,2.452,13.579
63.792,2.451,13.523
63.833,2.451,13.450
63.875,2.452,13.436
63.958,6.010,30.046
64.000,6.009,29.862
64.042,6.010,29.112
64.083,6.010,29.907
64.125,6.009,29.257
64.167,6.009,29.704
64.208,6.009,29.385
64.250,6.009,29.394
64.292,6.009,29.126
64.375,2.756,14.648
64.417,2.756,14.652
64.458,2.757,14.611
64.500,2.756,14.630
64.542,2.757,14.745
64.583,2.757,14.756
64.625,2.758,14.864
64.667,2.757,14.896
64.708,2.757,14.890
64.750,2.758,14.939
64.792,2.757,14.896
64.833,2.757,14.810
64.875,2.756,14.856
64.958,6.010,29.593
65.000,6.008,29.890
65.042,6.009,29.655
65.083,6.008,29.677
65.125,6.008,29.913
65.167,6.007,29.544
65.208,6.008,29.802
65.250,6.008,29.365
65.292,6.008,29.179
65.375,6.008,29.847
65.417,6.010,29.737
65.458,6.011,29.710
65.500,6.012,29.958
65.542,6.012,29.954
65.583,6.013,29.838
65.625,6.013,29.820
65.667,6.011,29.740
65.708,6.011,30.047
65.750,6.013,29.578
65.792,6.012,30.330
65.833,6.012,29.919
65.875,6.012,29.878
65.958,6.011,29.298
66.000,6.010,29.932
66.042,6.012,29.992
66.083,6.010,29.697
66.125,6.010,29.621
66.167,6.009,29.819
66.208,6.009,29.833
66.250,6.010,29.841
66.292,6.011,29.270
66.375,2.726,14.908
66.417,2.726,14.853
66.458,2.726,14.866
66.500,2.727,14.925
66.542,2.727,14.974
66.583,2.726,14.990
66.625,2.726,14.968
66.667,3.309,17.416
66.708,3.309,17.036
66.750,3.308,17.223
66.792,3.307,17.263
66.833,3.307,17.287
66.875,3.308,17.283
66.958,6.009,29.013
67.000,6.008,29.796
67.042,6.009,29.725
67.083,6.010,29.853
67.125,6.012,29.838
67.167,6.010,29.836
67.208,6.010,29.151
67.250,6.011,29.851
67.292,6.010,28.912
67.375,3.282,16.295
67.417,3.282,16.379
67.458,3.283,16.306
67.500,3.282,16.318
67.542,3.282,16.300
67.583,3.282,16.288
67.625,3.281,16.286
67.667,3.281,16.447
67.708,3.280,17.120
67.750,3.280,17.149
67.792,2.759,14.970
67.833,2.758,14.979
67.875,2.759,15.018
67.958,6.012,28.846
68.000,6.012,29.458
68.042,6.012,29.470
68.083,6.013,29.238
68.125,6.011,29.080
68.167,6.010,29.110
68.208,6.011,28.754
68.250,6.012,29.297
68.292,6.013,29.117
68.375,6.012,28.928
68.417,6.015,28.748
68.458,6.016,28.985
68.500,6.016,29.359
68.542,6.015,29.265
68.583,6.014,28.689
68.625,6.012,29.108
68.667,6.012,28.462
68.708,6.015,29.588
68.750,6.015,28.985
68.792,6.016,29.468
68.833,6.014,29.386
68.875,6.014,28.941
68.958,6.014,29.471
69.000,6.012,29.353
69.042,6.011,28.713
69.083,6.012,29.206
69.125,6.010,29.110
69.167,6.010,29.366
69.208,6.012,29.399
69.250,6.011,29.392
69.292,6.010,28.658
69.375,6.014,28.925
69.417,6.014,28.963
69.458,6.014,29.660
69.500,6.015,29.422
69.542,6.016,29.505
69.583,6.016,28.956
69.625,6.016,29.627
69.667,6.016,29.189
69.708,6.015,29.485
69.750,6.015,29.506
69.792,6.016,29.055
69.833,6.015,29.263
69.875,6.015,28.991
69.958,6.013,29.587
70.000,6.014,29.233
70.042,6.014,29.473
70.083,6.015,29.401
70.125,6.013,28.807
70.167,6.014,29.373
70.208,6.013,28.874
70.250,6.013,28.734
70.292,6.013,29.253
70.375,3.039,17.906
70.417,2.456,14.133
70.458,2.455,14.140
70.500,2.455,14.120
70.542,2.455,14.181
70.583,2.455,14.159
70.625,2.454,14.156
70.667,2.454,14.120
70.708,2.454,14.125
70.750,2.452,14.059
70.792,2.453,14.064
70.833,2.452,13.981
70.875,2.453,14.051
70.958,6.012,29.036
71.000,6.012,28.892
71.042,6.014,28.839
71.083,6.013,29.203
71.125,6.013,28.615
71.167,6.012,28.883
71.208,6.012,28.343
71.250,6.011,29.576
71.292,6.012,28.744
71.375,2.728,15.047
71.417,2.453,13.586
71.458,2.453,13.569
71.500,2.452,13.470
71.542,2.453,13.535
71.583,2.452,13.533
71.625,2.452,13.539
71.667,2.452,13.634
71.708,2.453,13.584
71.750,2.453,13.553
71.792,2.452,13.550
71.833,2.452,13.519
71.875,2.452,13.526
71.958,6.013,28.553
72.000,6.012,28.266
72.042,6.013,28.294
72.083,6.011,28.295
72.125,6.011,28.459
72.167,6.011,28.138
72.208,6.012,28.076
72.250,6.011,28.513
72.292,6.012,28.059
72.375,3.219,15.995
72.417,2.454,14.876
72.458,2.454,14.866
72.500,2.454,14.756
72.542,2.453,14.746
72.583,2.453,14.767
72.625,2.453,14.763
72.667,2.453,14.716
72.708,2.453,14.719
72.750,2.453,14.703
72.792,2.454,14.746
72.833,2.452,14.744
72.875,2.452,14.729
72.958,6.011,29.574
73.000,6.013,29.067
73.042,6.012,29.714
73.083,6.012,29.645
73.125,6.012,29.616
73.167,6.012,29.706
73.208,6.013,29.595
73.250,6.012,29.585
73.292,6.013,29.157
73.375,2.454,14.140
73.417,2.454,14.725
73.458,2.454,14.742
73.500,2.454,14.749
73.542,2.452,14.714
73.583,2.453,14.826
73.625,2.453,14.815
73.667,2.453,14.941
73.708,2.453,14.947
73.750,2.452,14.950
73.792,2.452,14.950
73.833,2.453,14.965
73.875,2.452,14.862
73.958,6.012,29.458
74.000,6.013,29.840
74.042,6.013,29.958
74.083,6.011,29.945
74.125,6.011,29.803
74.167,6.011,29.892
74.208,6.011,29.909
74.250,6.012,29.595
74.292,6.011,29.871
74.375,2.453,14.148
74.417,2.453,14.190
74.458,2.454,14.205
74.500,2.454,14.232
74.542,2.454,14.219
74.583,2.454,14.217
74.625,2.454,14.302
74.667,2.453,14.411
74.708,2.454,14.373
74.750,2.454,14.347
74.792,2.453,14.356
74.833,2.453,14.355
74.875,2.453,14.341
74.958,6.012,29.507
75.000,6.013,29.496
75.042,6.014,29.362
75.083,6.012,29.454
75.125,6.012,29.401
75.167,6.011,29.358
75.208,6.012,29.678
75.250,6.013,29.431
75.292,6.011,29.356
75.375,6.013,29.371
75.417,6.013,29.128
75.458,6.014,29.373
75.500,6.014,28.808
75.542,6.014,29.428
75.583,6.015,29.253
75.625,6.015,29.325
75.667,6.016,29.400
75.708,6.014,29.284
75.750,6.016,29.140
75.792,6.016,29.128
75.833,6.016,29.293
75.875,6.016,29.258
75.958,6.015,29.266
76.000,6.015,29.403
76.042,6.015,29.318
76.083,6.014,29.176
76.125,6.014,29.158
76.167,6.014,29.310
76.208,6.014,29.050
76.250,6.014,29.324
76.292,6.013,29.275
76.375,6.014,29.296
76.417,6.013,29.332
76.458,6.014,28.663
76.500,6.014,29.205
76.542,6.016,29.254
76.583,6.014,28.961
76.625,6.014,29.308
76.667,6.015,29.236
76.708,6.014,29.191
76.750,6.015,29.380
76.792,6.014,29.355
76.833,6.014,28.771
76.875,6.014,28.914
76.958,6.014,29.158
77.000,6.012,29.320
77.042,6.014,29.184
77.083,6.013,29.215
77.125,6.014,29.122
77.167,6.012,28.805
77.208,6.014,29.359
77.250,6.012,29.373
77.292,6.012,29.400
77.375,2.761,16.997
77.417,2.760,14.975
77.458,2.761,15.119
77.500,2.761,15.007
77.542,2.759,14.974
77.583,2.758,15.008
77.625,2.758,15.044
77.667,2.759,15.100
77.708,2.758,15.028
77.750,2.759,15.158
77.792,2.759,15.207
77.833,2.758,15.164
77.875,2.759,15.059
77.958,6.012,29.122
78.000,6.014,28.586
78.042,6.012,28.648
78.083,6.011,28.755
78.125,6.011,28.711
78.167,6.011,28.745
78.208,6.013,28.576
78.250,6.010,28.486
78.292,6.011,28.835
78.375,2.759,15.360
78.417,2.759,15.358
78.458,2.759,15.220
78.500,2.759,15.290
78.542,2.760,15.341
78.583,2.759,15.291
78.625,2.759,15.352
78.667,2.760,15.365
78.708,2.760,15.354
78.750,2.760,15.348
78.792,2.759,15.317
78.833,2.759,15.259
78.875,2.759,15.216
78.958,6.011,28.493
79.000,6.009,28.338
79.042,6.009,28.121
79.083,6.010,28.580
79.125,6.011,28.648
79.167,6.011,28.733
79.208,6.011,28.424
79.250,6.010,28.593
79.292,6.010,28.635
79.375,2.759,14.607
79.417,2.759,14.458
79.458,2.759,14.443
79.500,2.759,14.447
79.542,2.759,14.460
79.583,2.759,14.456
79.625,2.759,14.453
79.667,2.759,14.449
79.708,2.759,14.453
79.750,2.759,14.456
79.792,2.758,14.449
79.833,2.758,14.455
79.875,2.758,14.446
79.958,6.011,28.836
80.000,6.009,29.203
80.042,6.010,29.385
80.083,6.009,29.082
80.125,6.009,29.082
80.167,6.011,29.338
80.208,6.011,29.306
80.250,6.013,29.197
80.292,6.012,29.233
80.375,2.758,15.726
80.417,2.758,15.395
80.458,2.758,15.436
80.500,2.758,15.438
80.542,2.758,15.489
80.583,2.759,15.515
80.625,2.759,15.519
80.667,2.758,15.767
80.708,2.758,15.528
80.750,2.758,15.488
80.792,2.758,15.456
80.833,2.758,15.373
80.875,2.758,15.415
80.958,6.012,29.913
81.000,6.011,29.547
81.042,6.013,29.990
81.083,6.012,29.145
81.125,6.013,29.881
81.167,6.012,29.768
81.208,6.012,29.842
81.250,6.012,29.193
81.292,6.013,29.922
81.375,2.759,14.777
81.417,2.759,14.826
81.458,2.759,14.816
81.500,2.758,14.827
81.542,2.758,14.855
81.583,2.758,14.691
81.625,2.757,14.789
81.667,2.757,14.812
81.708,2.758,14.833
81.750,2.757,14.841
81.792,2.758,14.859
81.833,2.757,14.876
81.875,2.758,14.898
81.958,6.010,29.703
82.000,6.011,29.742
82.042,6.011,29.478
82.083,6.012,29.626
82.125,6.012,29.326
82.167,6.011,29.132
82.208,6.011,29.532
82.250,6.011,29.581
82.292,6.012,29.151
82.375,6.011,29.599
82.417,6.012,29.126
82.458,6.011,28.904
82.500,6.012,28.855
82.542,6.010,29.493
82.583,6.010,29.152
82.625,6.011,29.593
82.667,6.012,29.009
82.708,6.011,29.584
82.750,6.011,28.937
82.792,6.010,29.521
82.833,6.010,29.187
82.875,6.011,29.222
82.958,6.012,29.438
83.000,6.009,29.384
83.042,6.010,29.584
83.083,6.011,29.631
83.125,6.010,29.543
83.167,6.013,29.564
83.208,6.010,29.691
83.250,6.011,29.693
83.292,6.011,29.392
83.375,6.013,29.625
83.417,6.012,29.427
83.458,6.012,29.066
83.500,6.012,29.373
83.542,6.012,29.129
83.583,6.011,29.512
83.625,6.011,29.284
83.667,6.011,29.295
83.708,6.011,29.332
83.750,6.012,29.097
83.792,6.010,28.840
83.833,6.010,29.529
83.875,6.012,29.506
83.958,6.011,29.516
84.000,6.011,29.584
84.042,6.012,29.460
84.083,6.011,29.287
84.125,6.011,29.243
84.167,6.011,29.669
84.208,6.011,29.573
84.250,6.011,29.586
84.292,6.011,29.626
84.375,6.012,29.103
84.417,6.008,29.264
84.458,6.013,29.102
84.500,6.014,29.386
84.542,6.013,29.194
84.583,6.014,29.375
84.625,6.015,29.404
84.667,6.013,29.394
84.708,6.014,29.477
84.750,6.013,29.522
84.792,6.015,29.373
84.833,6.014,29.281
84.875,6.014,29.223
84.958,6.013,28.086
85.000,6.013,28.395
85.042,6.013,28.323
85.083,6.012,28.397
85.125,6.012,28.101
85.167,6.011,28.388
85.208,6.012,28.341
85.250,6.011,28.156
85.292,6.013,27.989
85.375,6.013,28.179
85.417,6.015,28.515
85.458,6.015,28.513
85.500,6.014,28.523
85.542,6.014,28.493
85.583,6.014,27.904
85.625,6.015,28.185
85.667,6.015,28.416
85.708,6.015,28.516
85.750,6.014,28.054
85.792,6.013,28.167
85.833,6.013,28.100
85.875,6.011,28.115
85.958,6.012,28.528
86.000,6.010,28.468
86.042,6.012,28.203
86.083,6.011,28.402
86.125,6.012,28.600
86.167,6.012,28.614
86.208,6.012,28.595
86.250,6.012,28.120
86.292,6.012,28.650
86.375,6.013,28.270
86.417,6.014,28.707
86.458,6.014,28.677
86.500,6.015,28.455
86.542,6.015,28.650
86.583,6.015,28.349
86.625,6.015,28.671
86.667,6.015,28.704
86.708,6.014,28.786
86.750,6.016,28.604
86.792,6.015,28.652
86.833,6.015,28.461
86.875,6.015,28.583
86.958,6.014,28.562
87.000,6.014,28.743
87.042,6.012,28.665
87.083,6.012,28.666
87.125,6.012,28.585
87.167,6.012,29.033
87.208,6.012,28.789
87.250,6.010,28.450
87.292,6.011,28.609
87.375,6.012,29.433
87.417,6.015,29.514
87.458,6.014,29.501
87.500,6.014,29.460
87.542,6.013,29.415
87.583,6.014,29.635
87.625,6.014,29.948
87.667,6.013,30.195
87.708,6.015,29.953
87.750,6.014,30.212
87.792,6.014,30.106
87.833,6.013,29.896
87.875,6.014,29.966
87.958,6.011,31.006
88.000,6.012,29.030
88.042,6.012,29.237
88.083,6.012,29.244
88.125,6.013,29.288
88.167,6.012,29.237
88.208,6.012,29.048
88.250,6.012,29.466
88.292,6.012,29.016
88.375,6.014,28.305
88.417,6.014,27.923
88.458,6.014,28.045
88.500,6.015,28.619
88.542,6.015,28.579
88.583,6.015,28.041
88.625,6.016,27.898
88.667,6.015,29.400
88.708,6.015,29.336
88.750,6.015,29.100
88.792,6.013,29.316
88.833,6.014,29.322
88.875,6.013,29.395
88.958,6.013,29.470
89.000,6.013,29.550
89.042,6.012,29.444
89.083,6.013,29.039
89.125,6.013,29.190
89.167,6.012,29.352
89.208,6.011,29.373
89.250,6.012,29.128
89.292,6.012,29.037
89.375,6.012,29.320
89.417,6.013,29.276
89.458,6.012,28.651
89.500,6.014,29.237
89.542,6.014,29.292
89.583,6.016,28.677
89.625,6.014,29.333
89.667,6.014,28.882
89.708,6.014,29.338
89.750,6.013,29.342
89.792,6.015,29.156
89.833,6.014,28.576
89.875,6.016,28.634
89.958,6.012,29.395
90.000,6.013,29.094
90.042,6.014,28.587
90.083,6.012,29.359
90.125,6.012,28.886
90.167,6.012,29.287
90.208,6.012,28.667
90.250,6.012,28.706
90.292,6.014,29.265
90.375,6.012,29.301
90.417,6.011,29.380
90.458,6.016,28.918
90.500,4.264,20.727
90.542,4.263,20.293
90.583,4.262,20.481
90.625,4.263,21.331
90.667,6.014,29.175
90.708,6.013,29.724
90.750,6.013,29.665
90.792,6.014,29.207
90.833,6.015,29.868
90.875,6.014,29.787
90.958,6.013,29.884
91.000,6.013,29.759
91.042,6.013,29.831
91.083,6.013,29.859
91.125,6.013,29.794
91.167,6.011,29.795
91.208,6.012,29.449
91.250,6.012,29.849
91.292,6.012,29.704
91.375,6.013,29.173
91.417,6.012,29.391
91.458,6.013,29.193
91.500,6.014,29.245
91.542,6.015,29.246
91.583,6.014,29.353
91.625,6.015,29.414
91.667,6.014,29.311
91.708,6.015,29.181
91.750,6.014,29.141
91.792,6.013,29.271
91.833,6.014,29.284
91.875,6.013,29.123
91.958,6.014,28.661
92.000,6.013,28.879
92.042,6.013,28.942
92.083,6.011,28.575
92.125,6.013,28.747
92.167,6.012,28.919
92.208,6.015,28.948
92.250,6.013,28.230
92.292,6.012,28.835
92.375,2.760,15.743
92.417,2.759,15.759
92.458,2.759,15.752
92.500,2.760,15.770
92.542,2.760,15.761
92.583,2.760,15.760
92.625,2.759,15.808
92.667,2.759,15.850
92.708,2.759,15.794
92.750,2.758,15.723
92.792,2.758,15.770
92.833,2.759,15.753
92.875,2.759,15.737
92.958,6.043,28.861
93.000,6.013,28.924
93.042,6.012,29.393
93.083,6.012,28.851
93.125,6.012,29.200
93.167,6.012,29.112
93.208,6.012,29.523
93.250,6.015,29.369
93.292,6.014,28.738
93.375,2.760,14.824
93.417,2.760,15.011
93.458,2.760,14.802
93.500,2.761,14.746
93.542,2.761,14.797
93.583,2.761,14.829
93.625,2.760,14.826
93.667,2.760,14.813
93.708,2.759,14.859
93.750,2.758,14.734
93.792,2.758,14.725
93.833,2.758,14.714
93.875,2.758,14.714
93.958,6.043,29.163
94.000,6.010,29.105
94.042,6.012,29.057
94.083,6.011,29.287
94.125,6.013,29.169
94.167,6.012,29.019
94.208,6.014,29.083
94.250,6.013,29.061
94.292,6.014,29.081
94.375,2.760,14.950
94.417,2.759,15.017
94.458,2.760,15.006
94.500,2.760,15.010
94.542,2.760,15.013
94.583,2.760,14.995
94.625,2.759,15.005
94.667,2.760,14.993
94.708,2.760,14.951
94.750,2.760,14.930
94.792,2.759,14.921
94.833,2.758,14.887
94.875,2.759,14.900
94.958,6.012,29.555
95.000,6.013,29.521
95.042,6.012,29.404
95.083,6.013,29.304
95.125,6.012,29.390
95.167,6.013,28.959
95.208,6.012,28.672
95.250,6.013,29.463
95.292,6.013,29.043
95.375,6.013,29.505
95.417,6.013,29.458
95.458,6.014,28.891
95.500,6.014,29.507
95.542,6.015,29.165
95.583,6.014,29.447
95.625,6.016,29.561
95.667,6.015,29.600
95.708,6.016,29.459
95.750,6.015,29.293
95.792,6.016,29.241
95.833,6.013,29.546
95.875,6.014,29.707
95.958,6.014,29.137
96.000,6.013,29.540
96.042,6.015,29.434
96.083,6.013,29.360
96.125,6.014,28.836
96.167,6.013,28.981
96.208,6.012,29.591
96.250,6.014,29.429
96.292,6.014,29.394
96.375,6.014,29.602
96.417,6.013,29.729
96.458,6.014,29.359
96.500,6.014,29.266
96.542,6.014,29.590
96.583,6.013,29.573
96.625,6.014,29.298
96.667,6.013,29.281
96.708,6.014,28.966
96.750,6.015,29.475
96.792,6.015,29.472
96.833,6.015,29.537
96.875,6.015,28.985
96.958,6.012,29.486
97.000,6.013,28.676
97.042,6.013,29.243
97.083,6.012,29.182
97.125,6.011,29.555
97.167,6.014,29.565
97.208,6.012,29.519
97.250,6.012,29.500
97.292,6.012,29.473
97.375,6.012,29.289
97.417,6.014,29.491
97.458,6.014,29.645
97.500,6.013,28.796
97.542,6.013,29.584
97.583,6.013,29.598
97.625,6.014,29.119
97.667,6.015,28.959
97.708,6.014,29.044
97.750,6.012,29.591
97.792,6.014,29.553
97.833,6.014,28.950
97.875,6.013,28.736
97.958,6.012,29.369
98.000,6.014,29.455
98.042,6.013,28.621
98.083,6.014,29.476
98.125,6.013,29.247
98.167,6.014,29.526
98.208,6.012,29.496
98.250,6.013,29.504
98.292,6.011,28.972
98.375,3.678,20.037
98.417,3.676,20.031
98.458,3.065,15.490
98.500,3.064,15.490
98.542,3.064,15.485
98.583,3.065,15.550
98.625,3.065,15.605
98.667,3.066,15.691
98.708,3.065,15.632
98.750,3.066,15.600
98.792,3.065,15.593
98.833,3.064,15.595
98.875,6.010,29.370
98.958,6.009,29.515
99.000,6.010,29.566
99.042,6.010,29.576
99.083,6.009,29.624
99.125,6.009,29.631
99.167,6.010,29.675
99.208,6.011,29.459
99.250,6.010,29.355
99.292,6.010,29.451
99.375,3.064,15.361
99.417,3.064,15.373
99.458,3.064,15.366
99.500,3.064,15.363
99.542,3.064,15.347
99.583,3.064,15.400
99.625,3.065,15.420
99.667,3.064,15.470
99.708,3.065,15.476
99.750,3.064,15.448
99.792,3.062,15.427
99.833,3.063,15.419
99.875,3.063,15.437
99.958,6.011,29.516
100.000,6.010,29.535
100.042,6.010,29.453
100.083,6.010,29.133
100.125,6.011,29.442
100.167,6.011,29.435
100.208,6.010,29.463
100.250,6.012,29.422
100.292,6.011,29.389
100.375,3.063,15.139
100.417,3.064,15.132
100.458,3.064,15.135
100.500,3.064,15.149
100.542,3.063,15.135
100.583,3.064,15.213
100.625,3.064,15.235
100.667,3.064,15.236
100.708,3.065,15.241
100.750,3.064,15.238
100.792,3.065,15.234
100.833,3.063,15.240
100.875,3.063,15.239
100.958,6.011,29.409
101.000,6.011,28.893
101.042,6.013,29.468
101.083,6.012,28.813
101.125,6.013,29.340
101.167,6.012,29.382
101.208,6.012,29.319
101.250,6.012,29.370
101.292,6.014,29.367
101.375,2.455,13.737
101.417,2.453,13.924
101.458,2.454,13.908
101.500,2.453,13.912
101.542,2.454,13.942
101.583,2.455,13.942
101.625,2.454,13.961
101.667,2.454,14.016
101.708,2.455,14.021
101.750,2.452,14.010
101.792,2.452,14.020
101.833,2.452,14.022
101.875,2.452,14.024
101.958,6.011,28.792
102.000,6.011,28.326
102.042,6.012,28.320
102.083,6.013,28.244
102.125,6.012,28.301
102.167,6.012,28.882
102.208,6.013,28.200
102.250,6.011,28.155
102.292,6.012,28.585
102.375,2.454,14.631
102.417,2.454,14.441
102.458,2.453,14.414
102.500,2.453,14.349
102.542,2.453,14.351
102.583,2.453,14.361
102.625,2.453,14.349
102.667,2.453,14.356
102.708,2.454,14.351
102.750,2.453,14.336
102.792,2.453,14.300
102.833,2.452,14.282
102.875,2.453,14.272
102.958,6.011,29.207
103.000,6.013,28.921
103.042,6.011,28.580
103.083,6.011,29.056
103.125,6.012,28.982
103.167,6.014,29.035
103.208,6.012,28.447
103.250,6.012,28.756
103.292,6.015,28.667
103.375,6.014,28.896
103.417,6.013,29.042
103.458,6.014,29.089
103.500,6.014,28.965
103.542,6.013,28.976
103.583,6.015,29.098
103.625,6.013,28.974
103.667,6.014,28.919
103.708,6.014,29.126
103.750,6.014,29.000
103.792,6.015,29.034
103.833,6.015,28.559
103.875,6.015,28.939
103.958,6.014,28.961
104.000,6.014,28.960
104.042,6.014,28.979
104.083,6.014,28.998
104.125,6.013,28.975
104.167,6.014,28.918
104.208,6.012,28.921
104.250,6.014,28.982
104.292,6.013,29.019
104.375,6.014,29.028
104.417,6.014,29.015
104.458,6.014,28.930
104.500,6.015,29.017
104.542,6.015,28.488
104.583,6.015,28.988
104.625,6.015,28.940
104.667,6.016,28.885
104.708,6.016,28.781
104.750,6.016,28.889
104.792,6.015,28.939
104.833,6.014,28.842
104.875,6.015,28.927
104.958,6.013,28.374
105.000,6.013,28.844
105.042,6.014,28.838
105.083,6.015,28.736
105.125,6.014,28.585
105.167,6.015,28.597
105.208,6.013,28.570
105.250,6.010,28.688
105.292,6.011,28.761
105.375,2.455,14.903
105.417,2.453,14.892
105.458,2.453,14.889
105.500,2.454,14.924
105.542,2.454,14.886
105.583,2.454,14.913
105.625,2.454,14.894
105.667,2.454,14.919
105.708,2.454,14.910
105.750,2.453,14.880
105.792,2.454,14.876
105.833,2.454,14.869
105.875,2.454,14.874
105.958,6.014,29.258
106.000,6.012,29.156
106.042,6.013,29.519
106.083,6.014,28.979
106.125,6.013,29.366
106.167,6.013,29.086
106.208,6.014,29.492
106.250,6.015,29.246
106.292,6.015,28.911
106.375,2.454,14.680
106.417,2.454,14.518
106.458,2.454,14.536
106.500,2.454,14.551
106.542,2.455,14.551
106.583,2.454,14.545
106.625,2.454,14.554
106.667,2.454,14.561
106.708,2.454,14.542
106.750,2.454,14.553
106.792,2.453,14.543
106.833,2.454,15.010
106.875,2.455,15.045
106.958,6.012,29.469
107.000,6.012,29.695
107.042,6.012,29.588
107.083,6.013,29.737
107.125,6.014,29.534
