DOL,CD
80.792,2.758
80.833,2.758
80.875,2.758
80.958,6.012
81.000,6.011
81.042,6.013
81.083,6.012
81.125,6.013
81.167,6.012
81.208,6.012
81.250,6.012
81.292,6.013
81.375,2.759
81.417,2.759
81.458,2.759
81.500,2.758
81.542,2.758
81.583,2.758
81.625,2.757
81.667,2.757
81.708,2.758
81.750,2.757
81.792,2.758
81.833,2.757
81.875,2.758
81.958,6.010
82.000,6.011
82.042,6.011
82.083,6.012
82.125,6.012
82.167,6.011
82.208,6.011
82.250,6.011
82.292,6.012
82.375,6.011
82.417,6.012
82.458,6.011
82.500,6.012
82.542,6.010
82.583,6.010
82.625,6.011
82.667,6.012
82.708,6.011
82.750,6.011
82.792,6.010
82.833,6.010
82.875,6.011
82.958,6.012
83.000,6.009
83.042,6.010
83.083,6.011
83.125,6.010
83.167,6.013
83.208,6.010
83.250,6.011
83.292,6.011
83.375,6.013
83.417,6.012
83.458,6.012
83.500,6.012
83.542,6.012
83.583,6.011
83.625,6.011
83.667,6.011
83.708,6.011
83.750,6.012
83.792,6.010
83.833,6.010
83.875,6.012
83.958,6.011
84.000,6.011
84.042,6.012
84.083,6.011
84.125,6.011
84.167,6.011
84.208,6.011
84.250,6.011
84.292,6.011
84.375,6.012
84.417,6.008
84.458,6.013
84.500,6.014
84.542,6.013
84.583,6.014
84.625,6.015
84.667,6.013
84.708,6.014
84.750,6.013
84.792,6.015
84.833,6.014
84.875,6.014
84.958,6.013
85.000,6.013
85.042,6.013
85.083,6.012
85.125,6.012
85.167,6.011
85.208,6.012
85.250,6.011
85.292,6.013
85.375,6.013
85.417,6.015
85.458,6.015
85.500,6.014
85.542,6.014
85.583,6.014
85.625,6.015
85.667,6.015
85.708,6.015
85.750,6.014
85.792,6.013
85.833,6.013
85.875,6.011
85.958,6.012
86.000,6.010
86.042,6.012
86.083,6.011
86.125,6.012
86.167,6.012
86.208,6.012
86.250,6.012
86.292,6.012
86.375,6.013
86.417,6.014
86.458,6.014
86.500,6.015
86.542,6.015
86.583,6.015
86.625,6.015
86.667,6.015
86.708,6.014
86.750,6.016
86.792,6.015
86.833,6.015
86.875,6.015
86.958,6.014
87.000,6.014
87.042,6.012
87.083,6.012
87.125,6.012
87.167,6.012
87.208,6.012
87.250,6.010
87.292,6.011
87.375,6.012
87.417,6.015
87.458,6.014
87.500,6.014
87.542,6.013
87.583,6.014
87.625,6.014
87.667,6.013
87.708,6.015
87.750,6.014
87.792,6.014
87.833,6.013
87.875,6.014
87.958,6.011
88.000,6.012
88.042,6.012
88.083,6.012
88.125,6.013
88.167,6.012
88.208,6.012
88.250,6.012
88.292,6.012
88.375,6.014
88.417,6.014
88.458,6.014
88.500,6.015
88.542,6.015
88.583,6.015
88.625,6.016
88.667,6.015
88.708,6.015
88.750,6.015
88.792,6.013
88.833,6.014
88.875,6.013
88.958,6.013
89.000,6.013
89.042,6.012
89.083,6.013
89.125,6.013
89.167,6.012
89.208,6.011
89.250,6.012
89.292,6.012
89.375,6.012
89.417,6.013
89.458,6.012
89.500,6.014
89.542,6.014
89.583,6.016
89.625,6.014
89.667,6.014
89.708,6.014
89.750,6.013
89.792,6.015
89.833,6.014
89.875,6.016
89.958,6.012
90.000,6.013
90.042,6.014
90.083,6.012
90.125,6.012
90.167,6.012
90.208,6.012
90.250,6.012
90.292,6.014
90.375,6.012
90.417,6.011
90.458,6.016
90.500,4.264
90.542,4.263
90.583,4.262
90.625,4.263
90.667,6.014
90.708,6.013
90.750,6.013
90.792,6.014
90.833,6.015
90.875,6.014
90.958,6.013
91.000,6.013
91.042,6.013
91.083,6.013
91.125,6.013
91.167,6.011
91.208,6.012
91.250,6.012
91.292,6.012
91.375,6.013
91.417,6.012
91.458,6.013
91.500,6.014
91.542,6.015
91.583,6.014
91.625,6.015
91.667,6.014
91.708,6.015
91.750,6.014
91.792,6.013
91.833,6.014
91.875,6.013
91.958,6.014
92.000,6.013
92.042,6.013
92.083,6.011
92.125,6.013
92.167,6.012
92.208,6.015
92.250,6.013
92.292,6.012
92.375,2.760
92.417,2.759
92.458,2.759
92.500,2.760
92.542,2.760
92.583,2.760
92.625,2.759
92.667,2.759
92.708,2.759
92.750,2.758
92.792,2.758
92.833,2.759
92.875,2.759
92.958,6.043
93.000,6.013
93.042,6.012
93.083,6.012
93.125,6.012
93.167,6.012
93.208,6.012
93.250,6.015
93.292,6.014
93.375,2.760
93.417,2.760
93.458,2.760
93.500,2.761
93.542,2.761
93.583,2.761
93.625,2.760
93.667,2.760
93.708,2.759
93.750,2.758
93.792,2.758
93.833,2.758
93.875,2.758
93.958,6.043
94.000,6.010
94.042,6.012
94.083,6.011
94.125,6.013
94.167,6.012
94.208,6.014
94.250,6.013
94.292,6.014
94.375,2.760
94.417,2.759
94.458,2.760
94.500,2.760
94.542,2.760
94.583,2.760
94.625,2.759
94.667,2.760
94.708,2.760
94.750,2.760
94.792,2.759
94.833,2.758
94.875,2.759
94.958,6.012
95.000,6.013
95.042,6.012
95.083,6.013
95.125,6.012
95.167,6.013
95.208,6.012
95.250,6.013
95.292,6.013
95.375,6.013
95.417,6.013
95.458,6.014
95.500,6.014
95.542,6.015
95.583,6.014
95.625,6.016
95.667,6.015
95.708,6.016
95.750,6.015
95.792,6.016
95.833,6.013
95.875,6.014
95.958,6.014
96.000,6.013
96.042,6.015
96.083,6.013
96.125,6.014
96.167,6.013
96.208,6.012
96.250,6.014
96.292,6.014
96.375,6.014
96.417,6.013
96.458,6.014
96.500,6.014
96.542,6.014
96.583,6.013
96.625,6.014
96.667,6.013
96.708,6.014
96.750,6.015
96.792,6.015
96.833,6.015
96.875,6.015
96.958,6.012
97.000,6.013
97.042,6.013
97.083,6.012
97.125,6.011
97.167,6.014
97.208,6.012
97.250,6.012
97.292,6.012
97.375,6.012
97.417,6.014
97.458,6.014
97.500,6.013
97.542,6.013
97.583,6.013
97.625,6.014
97.667,6.015
97.708,6.014
97.750,6.012
97.792,6.014
97.833,6.014
97.875,6.013
97.958,6.012
98.000,6.014
98.042,6.013
98.083,6.014
98.125,6.013
98.167,6.014
98.208,6.012
98.250,6.013
98.292,6.011
98.375,3.678
98.417,3.676
98.458,3.065
98.500,3.064
98.542,3.064
98.583,3.065
98.625,3.065
98.667,3.066
98.708,3.065
98.750,3.066
98.792,3.065
98.833,3.064
98.875,6.010
98.958,6.009
99.000,6.010
99.042,6.010
99.083,6.009
99.125,6.009
99.167,6.010
99.208,6.011
99.250,6.010
99.292,6.010
99.375,3.064
99.417,3.064
99.458,3.064
99.500,3.064
99.542,3.064
99.583,3.064
99.625,3.065
99.667,3.064
99.708,3.065
99.750,3.064
99.792,3.062
99.833,3.063
99.875,3.063
99.958,6.011
100.000,6.010
100.042,6.010
100.083,6.010
100.125,6.011
100.167,6.011
100.208,6.010
100.250,6.012
100.292,6.011
100.375,3.063
100.417,3.064
100.458,3.064
100.500,3.064
100.542,3.063
100.583,3.064
100.625,3.064
100.667,3.064
100.708,3.065
100.750,3.064
100.792,3.065
100.833,3.063
100.875,3.063
100.958,6.011
101.000,6.011
101.042,6.013
101.083,6.012
101.125,6.013
101.167,6.012
101.208,6.012
101.250,6.012
101.292,6.014
101.375,2.455
101.417,2.453
101.458,2.454
101.500,2.453
101.542,2.454
101.583,2.455
101.625,2.454
101.667,2.454
101.708,2.455
101.750,2.452
101.792,2.452
101.833,2.452
101.875,2.452
101.958,6.011
102.000,6.011
102.042,6.012
102.083,6.013
102.125,6.012
102.167,6.012
102.208,6.013
102.250,6.011
102.292,6.012
102.375,2.454
102.417,2.454
102.458,2.453
102.500,2.453
102.542,2.453
102.583,2.453
102.625,2.453
102.667,2.453
102.708,2.454
102.750,2.453
102.792,2.453
102.833,2.452
102.875,2.453
102.958,6.011
103.000,6.013
103.042,6.011
103.083,6.011
103.125,6.012
103.167,6.014
103.208,6.012
103.250,6.012
103.292,6.015
103.375,6.014
103.417,6.013
103.458,6.014
103.500,6.014
103.542,6.013
103.583,6.015
103.625,6.013
103.667,6.014
103.708,6.014
103.750,6.014
103.792,6.015
103.833,6.015
103.875,6.015
103.958,6.014
104.000,6.014
104.042,6.014
104.083,6.014
104.125,6.013
104.167,6.014
104.208,6.012
104.250,6.014
104.292,6.013
104.375,6.014
104.417,6.014
104.458,6.014
104.500,6.015
104.542,6.015
104.583,6.015
104.625,6.015
104.667,6.016
104.708,6.016
104.750,6.016
104.792,6.015
104.833,6.014
104.875,6.015
104.958,6.013
105.000,6.013
105.042,6.014
105.083,6.015
105.125,6.014
105.167,6.015
105.208,6.013
105.250,6.010
105.292,6.011
105.375,2.455
105.417,2.453
105.458,2.453
105.500,2.454
105.542,2.454
105.583,2.454
105.625,2.454
105.667,2.454
105.708,2.454
105.750,2.453
105.792,2.454
105.833,2.454
105.875,2.454
105.958,6.014
106.000,6.012
106.042,6.013
106.083,6.014
106.125,6.013
106.167,6.013
106.208,6.014
106.250,6.015
106.292,6.015
106.375,2.454
106.417,2.454
106.458,2.454
106.500,2.454
106.542,2.455
106.583,2.454
106.625,2.454
106.667,2.454
106.708,2.454
106.750,2.454
106.792,2.453
106.833,2.454
106.875,2.455
106.958,6.012
107.000,6.012
107.042,6.012
107.083,6.013
107.125,6.014
107.167,6.011
107.208,6.012
107.250,6.012
107.292,6.013
107.375,2.454
107.417,2.454
107.458,2.454
107.500,2.453
107.542,2.454
107.583,2.454
107.625,2.454
107.667,2.454
107.708,2.453
107.750,2.453
107.792,2.453
107.833,2.453
107.875,2.453
107.958,6.011
108.000,6.013
108.042,6.013
108.083,6.014
108.125,6.014
108.167,6.014
108.208,6.014
108.250,6.014
108.292,6.013
108.375,2.454
108.417,2.454
108.458,2.454
108.500,2.454
108.542,2.453
108.583,2.454
108.625,2.453
108.667,2.454
108.708,2.454
108.750,2.453
108.792,2.453
108.833,2.454
108.875,2.453
108.958,6.012
109.000,6.012
109.042,6.014
109.083,6.014
109.125,6.013
109.167,6.013
109.208,6.015
109.250,6.015
109.292,6.013
109.375,2.454
109.417,2.455
109.458,2.454
109.500,2.455
109.542,2.454
109.583,2.454
109.625,2.454
109.667,2.454
109.708,2.453
109.750,2.453
109.792,2.453
109.833,2.453
109.875,2.454
109.958,6.013
110.000,6.013
110.042,6.015
110.083,6.015
110.125,6.014
110.167,6.015
110.208,6.014
110.250,6.014
110.292,6.016
110.375,6.015
110.417,6.016
110.458,6.014
110.500,6.016
110.542,6.017
110.583,6.018
110.625,6.017
110.667,6.019
110.708,6.017
110.750,6.018
110.792,6.016
110.833,6.016
110.875,6.015
110.958,6.017
111.000,6.014
111.042,6.014
111.083,6.012
111.125,6.015
111.167,6.013
111.208,6.012
111.250,6.013
111.292,6.014
111.375,6.014
111.417,6.015
111.458,6.016
111.500,6.017
111.542,6.018
111.583,6.016
111.625,6.015
111.667,6.017
111.708,6.018
111.750,6.019
111.792,6.016
111.833,6.014
111.875,6.014
111.958,6.015
112.000,6.014
112.042,6.015
112.083,6.015
112.125,6.015
112.167,6.014
112.208,6.014
112.250,6.014
112.292,6.014
112.375,2.760
112.417,2.760
112.458,2.761
112.500,2.760
112.542,2.761
112.583,2.760
112.625,2.760
112.667,2.760
112.708,2.760
112.750,2.760
112.792,2.759
112.833,2.759
112.875,2.759
112.958,6.013
113.000,6.014
113.042,6.014
113.083,6.012
113.125,6.013
113.167,6.012
113.208,6.011
113.250,6.012
113.292,6.012
113.375,2.760
113.417,2.759
113.458,2.759
113.500,2.759
113.542,2.759
113.583,2.759
113.625,2.758
113.667,2.759
113.708,2.759
113.750,2.759
113.792,2.758
113.833,2.759
113.875,2.759
113.958,6.010
114.000,6.011
114.042,6.012
114.083,6.013
114.125,6.013
114.167,6.013
114.208,6.015
114.250,6.015
114.292,6.014
114.375,2.760
114.417,2.760
114.458,2.760
114.500,2.761
114.542,2.760
114.583,2.760
114.625,2.759
114.667,2.758
114.708,2.757
114.750,2.757
114.792,2.757
114.833,2.758
114.875,2.758
114.958,6.011
115.000,6.013
115.042,6.014
115.083,6.014
115.125,6.013
115.167,6.013
115.208,6.014
115.250,6.014
115.292,6.014
115.375,2.760
115.417,2.758
115.458,2.758
115.500,2.757
115.542,2.758
115.583,2.757
115.625,2.758
115.667,2.758
115.708,2.758
115.750,2.758
115.792,2.759
115.833,2.758
115.875,2.759
115.958,6.013
116.000,6.012
116.042,6.013
116.083,6.014
116.125,6.013
116.167,6.013
116.208,6.015
116.250,6.014
116.292,6.011
116.375,2.758
116.417,2.757
116.458,2.756
116.500,2.755
116.542,2.756
116.583,2.757
116.625,2.757
116.667,2.757
116.708,2.757
116.750,2.756
116.792,2.758
116.833,2.757
116.875,2.757
116.958,6.010
117.000,6.012
117.042,6.013
117.083,6.013
117.125,6.012
117.167,6.012
117.208,6.011
117.250,6.011
117.292,6.012
117.375,6.014
117.417,6.013
117.458,6.013
117.500,6.015
117.542,6.014
117.583,6.014
117.625,6.016
117.667,6.015
117.708,6.014
117.750,6.016
117.792,6.014
117.833,6.013
117.875,6.014
117.958,6.012
118.000,6.014
118.042,6.013
118.083,6.014
118.125,6.013
118.167,6.012
118.208,6.012
118.250,6.011
118.292,6.014
118.375,6.014
118.417,6.014
118.458,6.015
118.500,6.015
118.542,6.013
118.583,6.015
118.625,6.012
118.667,6.013
118.708,6.013
118.750,6.014
118.792,6.014
118.833,6.014
118.875,6.014
118.958,6.015
119.000,6.014
119.042,6.013
119.083,6.014
119.125,6.013
119.167,6.013
119.208,6.012
119.250,6.013
119.292,6.014
119.375,2.760
119.417,2.760
119.458,2.759
119.500,2.759
119.542,2.759
119.583,2.758
119.625,2.759
119.667,2.759
119.708,2.758
119.750,2.758
119.792,2.759
119.833,2.758
119.875,2.759
119.958,5.490
120.000,5.491
120.042,5.491
120.083,5.491
120.125,5.490
120.167,5.490
120.208,5.491
120.250,5.489
120.292,5.490
120.375,5.490
120.417,5.490
120.458,5.490
120.500,5.491
120.542,5.491
120.583,5.493
120.625,5.492
120.667,5.493
120.708,5.492
120.750,5.492
120.792,5.491
120.833,5.491
120.875,5.491
120.958,5.493
121.000,5.491
121.042,5.491
121.083,5.490
121.125,5.490
121.167,5.489
121.208,5.490
121.250,5.489
121.292,5.490
121.375,5.490
121.417,5.490
121.458,5.492
121.500,5.492
121.542,5.493
121.583,5.494
121.625,5.493
121.667,5.493
121.708,5.492
121.750,5.492
121.792,5.492
121.833,5.493
121.875,5.491
121.958,5.493
122.000,5.493
122.042,5.491
122.083,5.492
122.125,5.492
122.167,5.490
122.208,5.491
122.250,5.491
122.292,5.491
122.375,5.491
122.417,5.491
122.458,5.493
122.500,5.492
122.542,5.497
122.583,5.493
122.625,5.492
122.667,5.492
122.708,5.492
122.750,5.493
122.792,5.492
122.833,5.490
122.875,5.491
122.958,5.490
123.000,5.489
123.042,5.490
123.083,5.489
123.125,5.488
123.167,5.490
123.208,5.491
123.250,5.490
123.292,5.490
123.375,5.490
123.417,5.490
123.458,5.490
123.500,5.491
123.542,5.493
123.583,5.491
123.625,5.493
123.667,5.492
123.708,5.491
123.750,5.490
123.792,5.489
123.833,5.488
123.875,5.488
123.958,5.490
124.000,5.490
124.042,5.490
124.083,5.489
124.125,5.490
124.167,5.491
124.208,5.491
124.250,5.489
124.292,3.065
124.375,3.065
124.417,3.066
124.458,3.065
124.500,3.065
124.542,3.065
124.583,3.066
124.625,3.064
124.667,3.064
124.708,3.063
124.750,3.064
124.792,3.064
124.833,3.065
124.875,3.064
124.958,3.064
125.000,3.064
125.042,3.065
125.083,3.062
125.125,3.063
125.167,3.064
125.208,3.065
125.250,3.063
125.292,3.065
125.375,5.491
125.417,5.490
125.458,5.492
125.500,5.491
125.542,5.491
125.583,5.493
125.625,5.492
125.667,5.491
125.708,5.491
125.750,5.491
125.792,5.489
125.833,5.491
125.875,5.491
125.958,5.491
126.000,5.489
126.042,5.491
126.083,5.489
126.125,5.490
126.167,5.489
126.208,5.490
126.250,5.490
126.292,5.490
126.375,3.064
126.417,3.064
126.458,3.064
126.500,3.064
126.542,3.064
126.583,3.063
126.625,3.062
126.667,3.064
126.708,3.063
126.750,3.063
126.792,3.063
126.833,3.062
126.875,3.062
126.958,5.487
127.000,5.488
127.042,5.489
127.083,5.489
127.125,5.489
127.167,5.489
127.208,5.490
127.250,5.489
127.292,5.491
127.375,3.064
127.417,3.065
127.458,3.065
127.500,3.064
127.542,3.064
127.583,3.064
127.625,3.064
127.667,3.065
127.708,3.064
127.750,3.064
127.792,3.063
127.833,3.063
127.875,3.065
127.958,5.486
128.000,5.488
128.042,5.489
128.083,5.490
128.125,5.489
128.167,5.488
128.208,5.489
128.250,5.488
128.292,5.490
128.375,3.064
128.417,3.064
128.458,3.064
128.500,3.064
128.542,3.064
128.583,3.064
128.625,3.065
128.667,3.063
128.708,3.065
128.750,3.065
128.792,3.065
128.833,3.064
128.875,3.064
128.958,5.491
129.000,5.490
129.042,5.491
129.083,5.491
129.125,5.490
129.167,5.490
129.208,5.490
129.250,5.491
129.292,5.490
129.375,2.759
129.417,2.759
129.458,2.759
129.500,2.760
129.542,2.759
129.583,2.759
129.625,2.760
129.667,2.759
129.708,2.759
129.750,2.759
129.792,2.759
129.833,2.758
129.875,2.758
129.958,5.490
130.000,5.489
130.042,5.490
130.083,5.490
130.125,5.490
130.167,5.489
130.208,5.489
130.250,5.490
130.292,5.491
130.375,3.065
130.417,3.066
130.458,3.065
130.500,3.064
130.542,3.065
130.583,3.064
130.625,3.064
130.667,3.064
130.708,3.064
130.750,3.062
130.792,3.062
130.833,3.061
130.875,3.062
130.958,5.489
131.000,5.490
131.042,5.489
131.083,5.488
131.125,5.488
131.167,5.487
131.208,5.488
131.250,5.488
131.292,5.490
131.375,5.491
131.417,5.490
131.458,5.490
131.500,5.489
131.542,5.489
131.583,5.489
131.625,5.490
131.667,5.487
131.708,5.488
131.750,5.486
131.792,5.486
131.833,5.487
131.875,5.487
131.958,5.488
132.000,5.487
132.042,5.487
132.083,5.488
132.125,5.487
132.167,5.487
132.208,5.488
132.250,5.486
132.292,5.487
132.375,5.487
132.417,5.487
132.458,5.489
132.500,5.488
132.542,5.489
132.583,5.488
132.625,5.490
132.667,5.489
132.708,5.491
132.750,5.491
132.792,5.489
132.833,5.490
132.875,5.492
132.958,5.489
133.000,5.490
133.042,5.490
133.083,5.490
133.125,5.488
133.167,5.489
133.208,5.491
133.250,5.489
133.292,5.489
133.375,3.065
133.417,3.062
133.458,3.064
133.500,3.064
133.542,3.065
133.583,3.065
133.625,3.064
133.667,3.064
133.708,3.063
133.750,3.062
133.792,3.062
133.833,3.062
133.875,3.062
133.958,6.009
134.000,6.010
134.042,6.013
134.083,6.012
134.125,6.011
134.167,6.009
134.208,6.010
134.250,6.011
134.292,6.012
134.375,3.062
134.417,3.063
134.458,3.063
134.500,3.065
134.542,3.065
134.583,3.064
134.625,3.065
134.667,3.065
134.708,3.064
134.750,3.065
134.792,3.064
134.833,3.063
134.875,3.063
134.958,6.009
135.000,6.009
135.042,6.009
135.083,6.009
135.125,6.008
135.167,6.010
135.208,6.010
135.250,6.009
135.292,6.009
135.375,6.011
135.417,6.010
135.458,6.011
135.500,6.013
135.542,6.013
135.583,6.013
135.625,6.014
135.667,6.015
135.708,6.013
135.750,6.011
135.792,6.012
135.833,6.012
135.875,6.011
135.958,6.013
136.000,6.011
136.042,6.012
136.083,6.011
136.125,6.011
136.167,6.011
136.208,6.011
136.250,6.011
136.292,6.011
136.375,6.011
136.417,6.012
136.458,6.013
136.500,6.014
136.542,6.015
136.583,6.017
136.625,6.017
136.667,6.015
136.708,6.013
136.750,6.013
136.792,6.013
136.833,6.012
136.875,6.010
136.958,6.013
137.000,6.013
137.042,6.012
137.083,6.012
137.125,6.012
137.167,6.012
137.208,6.012
137.250,6.010
137.292,6.011
137.375,6.012
137.417,2.758
137.458,2.758
137.500,2.758
137.542,2.758
137.583,2.758
137.625,2.758
137.667,2.758
137.708,2.758
137.750,2.757
137.792,2.757
137.833,2.757
137.875,2.757
137.958,6.011
138.000,6.013
138.042,6.014
138.083,6.013
138.125,6.012
138.167,6.012
138.208,6.012
138.250,6.012
138.292,6.012
138.375,6.011
138.417,6.011
138.458,6.013
138.500,6.013
138.542,6.014
138.583,6.014
138.625,6.012
138.667,6.012
138.708,6.013
138.750,6.013
138.792,6.013
138.833,6.014
138.875,6.014
138.958,6.013
139.000,6.012
139.042,6.012
139.083,6.013
139.125,6.013
139.167,6.012
139.208,6.011
139.250,6.012
139.292,6.011
139.375,6.012
139.417,6.012
139.458,6.012
139.500,6.014
139.542,6.013
139.583,6.012
139.625,6.014
139.667,6.014
139.708,6.014
139.750,6.014
139.792,6.014
139.833,6.013
139.875,6.014
139.958,6.012
140.000,6.014
140.042,6.014
140.083,6.014
140.125,6.015
140.167,6.012
140.208,6.013
140.250,6.012
140.292,6.012
140.375,4.229
140.417,3.062
140.458,3.064
140.500,3.065
140.542,3.066
140.583,3.068
140.625,3.067
140.667,3.066
140.708,3.065
140.750,3.066
140.792,3.066
140.833,3.065
140.875,3.064
140.958,6.012
141.000,6.013
141.042,6.014
141.083,6.013
141.125,6.013
141.167,6.012
141.208,6.012
141.250,6.011
141.292,6.011
141.375,3.678
141.417,3.678
141.458,3.678
141.500,3.679
141.542,3.679
141.583,3.678
141.625,3.678
141.667,3.678
141.708,3.678
141.750,3.677
141.792,3.678
141.833,3.678
141.875,3.677
141.958,6.012
142.000,6.013
142.042,6.012
142.083,6.013
142.125,6.013
142.167,6.014
142.208,6.013
142.250,6.013
142.292,6.015
142.375,6.015
142.417,6.014
142.458,6.012
142.500,6.015
142.542,6.015
142.583,6.013
142.625,6.013
142.667,6.014
142.708,6.014
142.750,6.013
142.792,6.014
142.833,6.013
142.875,6.014
142.958,6.012
143.000,6.013
143.042,6.013
143.083,6.012
143.125,6.010
143.167,6.010
143.208,6.010
143.250,6.010
143.292,6.010
143.375,6.010
143.417,6.008
143.458,6.010
143.500,6.009
143.542,6.010
143.583,6.010
143.625,6.011
143.667,6.011
143.708,6.011
143.750,6.012
143.792,6.012
143.833,6.010
143.875,6.012
143.958,6.009
144.000,6.011
144.042,6.011
144.083,6.012
144.125,6.011
144.167,6.011
144.208,6.012
144.250,6.012
144.292,6.012
144.375,6.011
144.417,6.012
144.458,6.012
144.500,6.013
144.542,6.013
144.583,6.014
144.625,6.014
144.667,6.015
144.708,6.016
144.750,6.016
144.792,6.014
144.833,6.015
144.875,6.016
144.958,6.016
145.000,6.015
145.042,6.012
145.083,6.012
145.125,6.010
145.167,6.011
145.208,6.011
145.250,6.011
145.292,6.011
145.375,6.013
145.417,6.012
145.458,6.013
145.500,6.015
145.542,6.013
145.583,6.013
145.625,6.014
145.667,6.013
145.708,6.013
145.750,6.013
145.792,6.011
145.833,6.013
145.875,6.013
145.958,6.014
146.000,6.013
146.042,6.013
146.083,6.014
146.125,6.013
146.167,6.012
146.208,6.012
146.250,6.011
146.292,6.014
146.375,6.012
146.417,6.013
146.458,6.012
146.500,6.013
146.542,6.014
146.583,6.014
146.625,6.015
146.667,6.015
146.708,6.014
146.750,6.016
146.792,6.014
146.833,6.014
146.875,6.013
146.958,6.012
147.000,6.012
147.042,6.012
147.083,6.013
147.125,6.010
147.167,6.013
147.208,6.013
147.250,6.013
147.292,6.013
147.375,4.262
147.417,4.262
147.458,4.260
147.500,4.262
147.542,4.262
147.583,4.263
147.625,4.262
147.667,4.263
147.708,4.264
147.750,4.263
147.792,4.262
147.833,4.262
147.875,4.262
147.958,6.010
148.000,6.012
148.042,6.011
148.083,6.013
148.125,6.013
148.167,6.012
148.208,6.012
148.250,6.012
148.292,6.011
148.375,4.261
148.417,4.261
148.458,4.261
148.500,4.262
148.542,4.263
148.583,4.261
148.625,4.261
148.667,4.261
148.708,4.261
148.750,4.261
148.792,4.262
148.833,4.261
148.875,4.261
148.958,6.014
149.000,6.013
149.042,6.014
149.083,6.012
149.125,6.015
149.167,6.012
149.208,6.013
149.250,6.012
149.292,6.013
149.375,4.294
149.417,4.294
149.458,4.294
149.500,4.294
149.542,4.294
149.583,4.295
149.625,4.293
149.667,4.294
149.708,4.293
149.750,4.294
149.792,4.294
149.833,4.294
149.875,4.295
149.958,6.013
150.000,6.013
150.042,6.013
150.083,6.012
150.125,6.013
150.167,6.013
150.208,6.012
150.250,6.011
150.292,6.012
150.375,6.014
150.417,6.013
150.458,6.013
150.500,6.012
150.542,6.012
150.583,6.014
150.625,6.015
150.667,6.014
150.708,6.014
150.750,6.014
150.792,6.014
150.833,6.014
150.875,6.012
150.958,6.013
151.000,6.014
151.042,6.014
151.083,6.014
151.125,6.014
151.167,6.013
151.208,6.012
151.250,6.013
151.292,6.014
151.375,3.678
151.417,3.677
151.458,3.678
151.500,3.678
151.542,3.678
151.583,3.679
151.625,3.680
151.667,3.679
151.708,3.680
151.750,3.678
151.792,3.678
151.833,3.679
151.875,3.679
151.958,6.012
152.000,6.013
152.042,6.012
152.083,6.013
152.125,6.013
152.167,6.013
152.208,6.012
152.250,6.014
152.292,6.015
152.375,6.013
152.417,6.013
152.458,6.015
152.500,6.013
152.542,6.012
152.583,6.014
152.625,6.015
152.667,6.014
152.708,6.013
152.750,6.013
152.792,6.014
152.833,6.013
152.875,6.013
152.958,6.014
153.000,6.013
153.042,6.015
153.083,6.014
153.125,6.014
153.167,6.015
153.208,6.014
153.250,6.014
153.292,6.014
153.375,6.014
153.417,6.014
153.458,6.014
153.500,6.014
153.542,6.014
153.583,6.015
153.625,6.015
153.667,6.014
153.708,6.015
153.750,6.013
153.792,6.015
153.833,6.014
153.875,6.013
153.958,6.016
154.000,6.016
154.042,6.017
154.083,6.016
154.125,6.014
154.167,6.014
154.208,6.014
154.250,6.013
154.292,6.014
154.375,3.064
154.417,3.064
154.458,3.064
154.500,3.063
154.542,3.370
154.583,3.370
154.625,3.370
154.667,3.370
154.708,3.065
154.750,3.064
154.792,3.062
154.833,3.063
154.875,3.063
154.958,6.010
155.000,6.011
155.042,6.011
155.083,6.011
155.125,6.010
155.167,6.012
155.208,6.012
155.250,6.011
155.292,6.014
155.375,3.063
155.417,3.062
155.458,3.369
155.500,3.368
155.542,3.368
155.583,3.674
155.625,3.063
155.667,3.063
155.708,3.063
155.750,3.063
155.792,3.063
155.833,3.064
155.875,3.063
155.958,6.010
156.000,6.009
156.042,6.010
156.083,6.009
156.125,6.010
156.167,6.012
156.208,6.010
156.250,6.011
156.292,6.012
156.375,3.065
156.417,3.063
156.458,3.063
156.500,3.063
156.542,3.064
156.583,3.064
156.625,3.064
156.667,3.064
156.708,3.064
156.750,3.063
156.792,3.063
156.833,3.063
156.875,3.062
156.958,6.010
157.000,6.012
157.042,6.011
157.083,6.011
157.125,6.012
157.167,6.011
157.208,6.010
157.250,6.011
157.292,6.010
157.375,3.063
157.417,3.064
157.458,3.064
157.500,3.064
157.542,3.065
157.583,3.065
157.625,3.063
157.667,3.066
157.708,3.064
157.750,3.063
157.792,3.064
157.833,3.064
157.875,3.064
157.958,6.012
158.000,6.012
158.042,6.012
158.083,6.011
158.125,6.009
158.167,6.010
158.208,6.010
158.250,6.012
158.292,6.010
158.375,2.452
158.417,2.452
158.458,2.452
158.500,2.452
158.542,2.452
158.583,2.452
158.625,2.452
158.667,2.452
158.708,2.453
158.750,2.452
158.792,2.452
158.833,2.451
158.875,2.451
158.958,5.793
159.000,5.795
159.042,5.795
159.083,5.795
159.125,5.795
159.167,5.796
159.208,5.797
159.250,5.795
159.292,5.797
159.375,5.797
159.417,5.798
159.458,5.798
159.500,5.797
159.542,5.797
159.583,5.798
159.625,5.797
159.667,5.798
159.708,5.796
159.750,5.796
159.792,5.794
159.833,5.795
159.875,5.796
159.958,5.796
160.000,5.795
160.042,5.795
160.083,5.795
160.125,5.796
160.167,5.794
160.208,5.795
160.250,5.794
