CV,DOL,CD,FI3312A,FI3312B,TI3302A,TI3302B
3.058,23.542,6.011,29.519,31.55,88.861,87.215
3.058,23.583,6.011,29.688,31.806,88.886,87.284
3.059,23.625,6.013,29.658,31.49,88.861,87.246
3.058,23.667,6.012,29.432,31.599,88.864,87.222
3.058,23.708,6.012,29.612,31.561,88.829,87.178
3.059,23.75,6.012,29.234,31.578,88.873,87.2
3.058,23.792,6.012,29.137,31.579,88.801,87.128
3.058,23.833,6.011,29.355,31.247,88.763,87.127
3.058,23.875,6.011,29.839,31.692,88.78,87.124
3.057,23.958,6.015,29.223,31.774,88.772,87.197
3.057,24,6.012,29.82,31.674,88.797,87.17
3.057,24.042,6.012,29.864,31.635,88.755,87.172
3.058,24.083,6.012,29.632,31.569,88.734,87.111
3.058,24.125,6.013,29.251,31.569,88.745,87.098
3.058,24.167,6.012,29.774,31.629,88.731,87.119
3.058,24.208,6.012,29.458,31.538,88.732,87.099
3.058,24.25,6.013,29.85,31.382,88.734,87.081
3.058,24.292,6.012,29.828,31.549,88.774,87.125
3.058,24.375,6.012,29.779,31.464,88.8,87.189
3.058,24.417,6.011,29.837,31.384,88.819,87.242
3.058,24.458,6.012,28.96,31.344,88.823,87.22
3.058,24.5,6.013,29.165,31.584,88.874,87.289
3.058,24.542,6.014,28.988,31.571,88.858,87.393
3.058,24.583,6.014,29.866,31.465,88.836,87.294
3.058,24.625,6.013,29.632,31.535,88.802,87.333
3.058,24.667,6.013,29.892,31.485,88.779,87.338
3.058,24.708,6.013,29.794,31.509,88.783,87.247
3.058,24.75,6.014,29.879,31.742,88.767,87.195
3.058,24.792,6.012,29.76,31.318,88.748,87.161
3.057,24.833,6.013,29.833,31.507,88.755,87.127
3.057,24.875,6.012,29.581,31.508,88.738,87.12
3.057,24.958,6.013,29.923,31.641,88.78,87.143
3.057,25,6.012,29.805,31.56,88.757,87.143
3.057,25.042,6.012,29.929,31.768,88.774,87.153
3.058,25.083,6.01,30.042,31.617,88.76,87.078
3.058,25.125,6.011,29.624,31.552,88.774,87.154
3.058,25.167,6.011,29.737,31.472,88.794,87.141
3.058,25.208,6.011,29.685,31.625,88.804,87.208
3.058,25.25,6.011,29.795,31.533,88.793,87.178
3.058,25.292,6.013,29.8,31.601,88.809,87.195
3.059,25.375,6.013,29.632,31.569,88.896,87.308
3.059,25.417,6.013,29.927,31.628,88.898,87.26
3.058,25.458,6.013,29.745,31.543,88.861,87.319
3.058,25.5,6.013,29.967,31.523,88.863,87.392
3.058,25.542,6.014,29.68,31.641,88.899,87.453
3.058,25.583,6.014,29.835,31.739,88.912,87.423
3.058,25.625,6.014,29.902,31.64,88.886,87.394
3.058,25.667,6.014,29.106,31.542,88.863,87.345
3.058,25.708,6.012,29.825,31.559,88.812,87.291
3.058,25.75,6.012,29.953,31.404,88.796,87.218
3.058,25.792,6.012,29.88,31.776,88.778,87.115
3.058,25.833,6.012,29.827,31.51,88.801,87.191
3.058,25.875,6.013,29.881,31.617,88.803,87.206
3.058,25.958,6.012,29.723,31.655,88.832,87.202
3.058,26,6.014,29.804,31.665,88.83,87.209
3.058,26.042,6.013,29.78,31.547,88.82,87.176
3.058,26.083,6.015,29.824,31.429,88.769,87.153
3.059,26.125,6.015,29.736,31.495,88.784,87.168
3.058,26.167,6.013,29.651,31.521,88.752,87.152
3.058,26.208,6.014,29.802,31.815,88.799,87.174
3.058,26.25,6.012,29.889,31.575,88.785,87.161
3.058,26.292,6.013,29.913,31.651,88.811,87.2
3.058,26.375,6.013,29.889,31.603,88.859,87.253
3.058,26.417,6.013,30.014,31.708,88.894,87.342
3.059,26.458,6.014,29.381,31.516,88.913,87.437
3.058,26.5,6.014,29.884,31.521,88.96,87.48
3.058,26.542,6.015,29.805,31.622,88.982,87.492
3.058,26.583,6.015,29.656,31.828,88.946,87.467
3.06,26.625,6.014,29.671,31.487,89.021,87.518
3.058,26.667,6.015,29.827,31.519,88.878,87.371
3.059,26.708,6.013,29.814,31.535,88.868,87.347
3.059,26.75,6.012,29.62,31.76,88.851,87.312
3.059,26.792,6.012,29.835,31.742,88.849,87.246
3.06,26.833,6.013,29.701,31.453,88.892,87.292
3.06,26.875,6.013,29.968,31.548,88.925,87.295
3.058,26.958,6.013,29.913,31.663,88.836,87.2
3.058,27,6.012,29.818,31.51,88.814,87.195
3.058,27.042,6.012,29.673,31.378,88.792,87.138
3.059,27.083,6.014,29.864,31.662,88.793,87.189
3.059,27.125,6.012,29.684,31.559,88.816,87.186
3.059,27.167,6.012,29.837,31.513,88.84,87.19
3.059,27.208,6.012,29.99,31.68,88.83,87.194
3.059,27.25,6.013,29.902,31.491,88.84,87.187
3.059,27.292,6.013,29.907,31.591,88.822,87.216
3.058,27.375,6.014,29.575,31.699,88.844,87.307
3.058,27.417,6.014,29.987,31.561,88.89,87.391
3.059,27.458,6.013,29.971,31.597,88.904,87.462
3.059,27.5,6.015,29.678,31.69,88.971,87.468
3.059,27.542,6.015,29.772,31.848,88.958,87.464
3.059,27.583,6.015,29.872,31.713,88.928,87.449
3.059,27.625,6.014,29.737,31.715,88.9,87.439
3.059,27.667,6.014,29.734,31.555,88.884,87.365
3.059,27.708,6.012,30.046,31.799,88.865,87.318
3.059,27.75,6.014,29.79,31.453,88.838,87.246
3.059,27.792,6.013,29.737,31.674,88.85,87.243
3.059,27.833,6.014,29.76,31.636,88.806,87.231
3.058,27.875,6.015,29.981,31.628,88.836,87.223
3.059,27.958,6.012,29.637,31.596,88.892,87.285
3.059,28,6.013,29.738,31.651,88.874,87.28
3.059,28.042,6.012,29.519,31.387,88.865,87.282
3.059,28.083,6.013,29.561,31.655,88.857,87.242
3.059,28.125,6.013,29.132,31.803,88.877,87.24
3.059,28.167,6.014,29.943,31.589,88.835,87.193
3.059,28.208,6.012,29.858,31.723,88.86,87.235
3.059,28.25,6.013,29.158,31.76,88.884,87.291
3.059,28.292,6.013,29.986,31.834,88.901,87.317
2.713,28.375,2.547,15.496,30.883,85.618,84.21
2.698,28.417,2.455,15.722,30.885,85.085,83.822
2.683,28.458,2.331,17.235,30.878,85.072,83.814
3.033,28.958,6.011,28.539,29.879,88.579,87.304
3.038,29,6.013,28.528,29.749,88.804,87.518
3.039,29.042,6.012,28.539,30.292,88.589,87.301
3.041,29.083,6.013,28.022,30.227,88.639,87.297
3.043,29.125,6.013,28.458,30.748,88.702,87.325
3.044,29.167,6.014,28.536,30.403,88.68,87.265
3.045,29.208,6.013,28.134,30.608,88.563,87.118
3.046,29.25,6.013,28.091,30.712,88.566,87.142
3.047,29.292,6.012,27.955,30.616,88.701,87.308
2.776,29.375,3.047,16.188,30.184,86.559,85.027
2.713,29.417,2.454,14.097,29.611,84.373,83.118
2.717,29.458,2.454,13.972,29.744,84.099,82.875
2.72,29.5,2.455,13.949,29.995,84.076,82.857
2.719,29.542,2.454,13.973,29.776,84.05,82.815
2.718,29.583,2.453,13.973,29.69,83.987,82.751
2.721,29.625,2.454,13.976,29.674,84.038,82.741
2.721,29.667,2.453,13.893,29.426,84.007,82.624
2.721,29.708,2.452,13.781,29.889,84.037,82.777
2.722,29.75,2.454,13.851,29.941,84.079,82.755
2.722,29.792,2.452,13.858,29.765,84.032,82.685
2.722,29.833,2.453,13.784,29.628,83.983,82.61
2.722,29.875,2.452,13.747,29.399,83.947,82.616
3.058,29.958,6.012,28.888,30.458,88.426,86.906
3.056,30,6.012,28.566,30.233,88.906,87.397
3.054,30.042,6.012,28.278,30.391,88.819,87.335
3.055,30.083,6.013,28.608,30.807,88.785,87.314
3.056,30.125,6.014,28.223,30.146,88.807,87.261
3.056,30.167,6.012,28.359,30.573,88.84,87.342
3.057,30.208,6.014,28.875,29.766,88.857,87.33
3.058,30.25,6.013,28.528,30.302,88.902,87.357
3.058,30.292,6.012,28.434,30.501,88.9,87.347
2.893,30.375,4.294,25.381,29.749,89.166,87.591
2.715,30.417,2.452,14.447,30.687,85.107,83.801
2.72,30.458,2.451,14.397,30.935,84.424,83.07
2.716,30.5,2.454,14.474,30.775,84.836,83.583
2.715,30.542,2.453,14.476,30.316,85.091,83.821
2.716,30.583,2.453,14.416,30.525,85.1,83.637
2.718,30.625,2.452,14.328,30.879,85.066,83.719
2.717,30.667,2.453,14.412,30.793,85.244,83.866
2.717,30.708,2.453,14.446,30.558,85.313,83.919
2.716,30.75,2.453,14.507,30.761,85.316,83.976
2.714,30.792,2.453,14.5,30.699,85.275,83.901
2.714,30.833,2.453,14.492,30.567,85.266,83.859
2.715,30.875,2.453,14.473,30.525,85.259,83.922
3.06,30.958,6.012,30.025,31.576,88.721,87.227
3.059,31,6.011,30.045,31.801,88.731,87.22
3.06,31.042,6.012,29.969,31.543,88.779,87.258
3.06,31.083,6.012,29.975,31.607,88.846,87.322
3.061,31.125,6.011,30.036,31.478,88.842,87.273
3.062,31.167,6.011,30.133,31.433,88.853,87.277
3.063,31.208,6.012,30.031,31.91,88.88,87.235
3.063,31.25,6.012,30.106,31.382,88.879,87.305
3.062,31.292,6.013,30.203,32.019,88.851,87.275
2.715,31.375,2.456,14.873,31.256,86.254,84.803
2.718,31.417,2.454,14.511,30.867,84.898,83.605
2.719,31.458,2.455,14.567,30.977,84.641,83.397
2.72,31.5,2.454,14.543,31.034,84.436,83.16
2.721,31.542,2.454,14.424,30.682,84.257,82.915
2.723,31.583,2.452,14.295,30.755,84.209,82.888
2.723,31.625,2.454,14.431,31.026,84.333,83.082
2.723,31.667,2.453,14.49,30.703,84.407,83.098
2.726,31.708,2.453,14.262,30.429,84.178,82.684
2.726,31.75,2.451,14.206,30.784,84.125,82.712
2.724,31.792,2.45,14.21,30.836,84.269,82.813
2.723,31.833,2.451,14.247,30.592,84.208,82.832
2.723,31.875,2.451,14.314,30.619,84.178,82.774
3.066,31.958,6.01,29.725,31.066,88.583,86.979
3.064,32,6.01,29.682,31.544,88.881,87.29
3.064,32.042,6.011,29.735,31.15,88.926,87.318
3.065,32.083,6.009,29.627,31.202,88.98,87.393
3.065,32.125,6.011,29.938,31.426,88.969,87.275
3.065,32.167,6.011,29.572,31.622,88.959,87.321
3.066,32.208,6.01,29.863,30.827,88.965,87.307
3.066,32.25,6.009,29.761,31.078,88.984,87.35
3.064,32.292,6.011,29.943,31.252,88.835,87.217
2.822,32.375,3.372,18.977,30.628,86.505,85.015
2.726,32.417,2.452,13.22,30.57,84.218,82.851
2.727,32.458,2.454,13.314,30.687,83.729,82.419
2.729,32.5,2.455,13.367,30.89,83.624,82.379
2.73,32.542,2.456,13.552,30.898,83.621,82.481
2.731,32.583,2.456,13.592,31.165,83.645,82.413
2.728,32.625,2.455,14.006,31.017,83.732,82.481
2.725,32.667,2.455,14.14,31.06,84.24,83.034
2.724,32.708,2.455,14.1,31.082,84.244,83.044
2.726,32.75,2.454,14.074,30.7,84.287,82.977
2.726,32.792,2.455,14.03,31.073,84.234,82.962
2.726,32.833,2.454,14.023,30.528,84.173,82.824
2.726,32.875,2.453,13.964,30.57,84.06,82.699
3.062,32.958,6.01,29.561,31.508,88.979,87.467
3.062,33,6.01,28.799,31.395,88.883,87.333
3.063,33.042,6.011,29.264,31.302,88.944,87.403
3.065,33.083,6.011,29.392,31.356,89.05,87.406
3.065,33.125,6.011,29.243,31.362,89.065,87.448
3.065,33.167,6.008,28.773,31.347,89.028,87.334
3.064,33.208,6.008,29.241,31.158,88.983,87.28
3.064,33.25,6.01,29.291,31.129,88.95,87.254
3.064,33.292,6.01,29.094,31.285,88.974,87.273
3.065,33.375,6.01,29.171,31.357,89.081,87.413
3.065,33.417,6.008,29.27,31.538,89.071,87.543
3.065,33.458,6.012,29.215,31.143,89.139,87.549
3.066,33.5,6.011,28.541,31.056,89.182,87.567
3.065,33.542,6.012,29.19,31.379,89.133,87.604
3.065,33.583,6.013,28.871,31.056,89.105,87.549
3.066,33.625,6.01,29.234,31.225,89.091,87.458
3.066,33.667,6.012,29.182,31.103,89.062,87.437
3.067,33.708,6.01,29.097,31.343,89.018,87.257
3.067,33.75,6.01,29.027,30.96,89.02,87.311
3.067,33.792,6.009,28.429,30.874,88.983,87.243
3.067,33.833,6.008,29.008,30.712,88.977,87.269
3.067,33.875,6.007,29.036,30.868,88.97,87.298
3.067,33.958,6.006,29.088,30.896,88.968,87.225
3.068,34,6.006,29.161,31.276,88.926,87.209
3.065,34.042,6.005,29.094,30.727,89.206,87.452
3.066,34.083,6.006,29.192,30.798,89.271,87.466
3.066,34.125,6.006,29.207,30.76,89.285,87.483
3.067,34.167,6.005,29.08,30.633,89.229,87.449
3.067,34.208,6.005,29.081,30.571,89.201,87.446
3.067,34.25,6.003,29.079,30.721,89.168,87.31
3.067,34.292,6.003,29.005,30.342,89.195,87.372
3.066,34.375,6.005,28.967,30.888,89.278,87.516
3.066,34.417,6.006,29.225,30.957,89.356,87.627
3.066,34.458,6.009,29.308,30.828,89.414,87.811
3.066,34.5,6.011,29.096,31,89.486,87.75
3.066,34.542,6.011,29.198,30.875,89.443,87.794
3.065,34.583,6.01,29.254,30.981,89.389,87.754
3.066,34.625,6.012,29.387,31.209,89.427,87.836
3.067,34.667,6.013,29.42,31.04,89.499,87.953
3.064,34.708,6.013,29.38,31.231,89.387,87.752
3.064,34.75,6.012,29.237,31.156,89.331,87.6
3.065,34.792,6.011,29.236,31.512,89.329,87.63
3.065,34.833,6.012,29.355,31.349,89.364,87.667
3.065,34.875,6.011,29.199,30.963,89.35,87.633
3.066,34.958,6.01,29.233,30.899,89.367,87.602
3.066,35,6.009,29.016,30.853,89.317,87.561
3.066,35.042,6.009,29.131,30.815,89.287,87.577
3.066,35.083,6.008,28.879,30.862,89.251,87.502
3.066,35.125,6.009,29.191,30.857,89.244,87.513
3.066,35.167,6.008,29.399,30.982,89.272,87.589
3.067,35.208,6.008,29.229,30.911,89.276,87.545
3.067,35.25,6.008,29.174,30.724,89.267,87.61
3.067,35.292,6.007,28.961,30.944,89.3,87.63
3.067,35.375,6.009,29.309,31.044,89.41,87.667
3.071,35.417,6.011,29.25,30.561,89.107,87.434
3.07,35.458,6.012,28.861,30.256,88.865,87.151
3.07,35.5,6.012,28.337,30.62,89.063,87.438
3.069,35.542,6.014,28.432,30.744,89.436,87.875
3.068,35.583,6.013,28.366,30.598,89.369,87.762
3.069,35.625,6.012,28.314,30.306,89.368,87.785
3.07,35.667,6.012,28.089,30.705,89.541,87.912
3.071,35.708,6.013,28.296,30.793,89.162,87.603
3.076,35.75,6.013,28.996,30.78,88.602,86.909
3.074,35.792,6.012,28.486,30.728,89.22,87.507
3.071,35.833,6.012,28.629,30.61,89.61,88.013
3.07,35.875,6.013,28.467,30.85,89.617,88.05
3.07,35.958,6.012,28.045,30.927,89.653,88.065
3.071,36,6.009,29.037,30.651,89.512,87.999
3.072,36.042,6.011,29.345,30.683,89.542,87.937
3.072,36.083,6.012,28.782,30.577,89.549,87.873
3.072,36.125,6.01,29.381,30.324,89.528,87.851
3.072,36.167,6.011,29.546,30.55,89.525,87.784
3.072,36.208,6.011,29.5,30.691,89.514,87.767
3.072,36.25,6.01,29.414,30.379,89.548,87.826
3.072,36.292,6.01,29.394,30.313,89.573,87.837
3.072,36.375,6.012,28.964,30.595,89.619,88.022
3.072,36.417,6.013,29.598,30.664,89.646,88.107
3.072,36.458,6.013,28.819,30.59,89.644,88.109
3.072,36.5,6.013,28.9,30.659,89.727,88.149
3.072,36.542,6.015,29.511,30.811,89.693,88.265
3.072,36.583,6.016,29.499,30.851,89.692,88.191
3.072,36.625,6.016,29.515,30.719,89.635,88.049
3.072,36.667,6.014,29.478,30.925,89.628,88.017
3.072,36.708,6.015,29.514,30.815,89.604,88.045
3.072,36.75,6.013,29.594,30.583,89.58,88.017
3.072,36.792,6.012,29.591,30.9,89.558,87.953
3.072,36.833,6.013,29.5,30.576,89.554,87.905
3.072,36.875,6.011,29.362,30.758,89.582,87.948
3.073,36.958,6.011,29.476,30.653,89.62,87.978
3.073,37,6.014,29.126,30.552,89.64,88.064
3.073,37.042,6.014,29.373,30.785,89.633,87.994
3.074,37.083,6.013,28.789,30.739,89.617,87.995
3.073,37.125,6.014,29.406,30.42,89.605,87.903
3.074,37.167,6.013,29.621,30.581,89.574,87.886
3.074,37.208,6.011,29.026,30.605,89.552,88.019
3.073,37.25,6.011,28.861,30.795,89.558,87.906
3.073,37.292,6.012,29.559,30.218,89.545,87.899
3.072,37.375,6.014,29.643,30.807,89.6,88.122
3.072,37.417,6.015,28.862,30.464,89.674,88.129
3.073,37.458,6.017,29.613,30.726,89.681,88.163
3.073,37.5,6.015,29.548,30.656,89.704,88.132
3.073,37.542,6.015,29.659,30.602,89.69,88.087
3.073,37.583,6.017,29.593,30.429,89.667,88.105
3.073,37.625,6.017,29.482,30.64,89.629,88.031
3.073,37.667,6.015,28.901,30.312,89.64,88.033
3.073,37.708,6.014,28.685,30.47,89.608,87.894
3.073,37.75,6.013,29.552,30.558,89.58,87.937
3.073,37.792,6.014,28.837,30.586,89.531,87.923
3.073,37.833,6.013,29.008,30.471,89.557,87.897
3.073,37.875,6.014,29.603,30.485,89.624,87.957
3.074,37.958,6.012,29.589,30.656,89.627,88.007
3.073,38,6.013,28.778,30.696,89.644,87.958
3.073,38.042,6.014,29.422,30.614,89.599,87.968
3.073,38.083,6.013,29.551,30.649,89.592,87.917
3.074,38.125,6.013,29.568,30.387,89.552,87.858
3.073,38.167,6.014,29.649,30.627,89.57,87.887
3.073,38.208,6.013,28.599,30.564,89.552,87.932
3.074,38.25,6.013,29.505,30.54,89.549,87.919
3.074,38.292,6.013,29.591,30.199,89.546,87.953
2.849,38.375,3.677,18.954,30.308,87.715,86.331
2.852,38.417,3.678,18.999,30.264,87.449,86.003
2.853,38.458,3.678,18.981,29.986,87.534,86.119
2.853,38.5,3.678,18.975,30.17,87.531,86.174
2.853,38.542,3.679,18.976,29.942,87.535,86.113
2.853,38.583,3.678,18.977,29.981,87.533,86.162
2.853,38.625,3.678,18.956,29.895,87.552,86.015
2.853,38.667,3.677,18.954,29.88,87.574,86.031
2.853,38.708,3.677,18.909,29.847,87.422,85.939
2.853,38.75,3.677,18.902,30,87.419,85.873
2.853,38.792,3.677,18.906,30.09,87.445,85.946
2.853,38.833,3.678,18.894,30.075,87.496,85.909
2.853,38.875,3.677,18.904,30.21,87.527,85.969
3.079,38.958,6.012,28.606,30.441,88.96,87.318
3.08,39,6.013,28.562,30.416,88.699,87.072
3.081,39.042,6.01,28.523,30.515,88.699,87.137
3.081,39.083,6.01,28.305,30.453,88.718,87.069
3.082,39.125,6.012,28.377,30.367,88.729,87.114
3.082,39.167,6.013,28.242,30.285,88.719,87.081
3.082,39.208,6.012,28.53,30.329,88.696,87.053
3.082,39.25,6.011,28.627,30.305,88.692,86.992
3.082,39.292,6.011,28.261,30.154,88.667,86.984
2.852,39.375,3.677,18.999,30.372,87.506,86.038
2.854,39.417,3.677,19.255,30.203,87.491,85.967
2.853,39.458,3.679,19.253,30.382,87.529,86.053
2.853,39.5,3.678,19.377,30.471,87.576,86.219
2.853,39.542,3.678,19.341,30.281,87.527,86.063
2.852,39.583,3.677,19.35,30.199,87.472,85.966
2.852,39.625,3.679,19.353,30.286,87.418,85.967
2.853,39.667,3.677,19.27,30.248,87.392,85.9
2.859,39.708,3.676,19.006,30.157,86.879,85.38
2.86,39.75,3.676,18.946,30.366,86.759,85.219
2.861,39.792,3.676,18.557,30.252,86.76,85.189
2.855,39.833,3.675,19.214,29.924,87.251,85.57
2.849,39.875,3.676,19.181,30.28,88.055,86.496
3.079,39.958,6.012,28.093,30.797,89.175,87.529
3.08,40,6.01,28.283,30.495,88.798,87.151
3.082,40.042,6.011,28.484,30.26,88.784,86.987
3.081,40.083,6.011,28.06,30.607,88.783,87.13
3.082,40.125,6.012,28.229,30.594,88.775,87.078
3.081,40.167,6.011,28.349,30.475,88.764,87.074
3.081,40.208,6.011,28.226,30.699,88.753,87.149
3.081,40.25,6.01,28.368,30.564,88.776,87.132
3.082,40.292,6.012,28.453,30.518,88.72,87.069
3.082,40.375,6.011,28.598,30.782,88.808,87.166
3.081,40.417,6.014,28.711,30.705,88.801,87.219
3.082,40.458,6.013,28.72,30.712,88.808,87.237
3.082,40.5,6.014,28.566,30.448,88.808,87.274
3.082,40.542,6.014,28.141,30.555,88.812,87.28
3.082,40.583,6.015,28.74,30.678,88.806,87.214
3.076,40.625,6.012,28.274,30.527,89.417,87.867
3.076,40.667,6.013,28.332,30.485,89.35,87.817
3.076,40.708,6.014,28.668,30.458,89.319,87.761
3.076,40.75,6.014,28.49,30.431,89.28,87.679
3.076,40.792,6.013,28.937,30.398,89.271,87.618
3.076,40.833,6.012,28.882,30.493,89.258,87.643
3.076,40.875,6.012,28.811,30.526,89.337,87.647
3.077,40.958,6.012,28.806,30.746,89.367,87.707
3.077,41,6.014,28.768,30.478,89.373,87.694
3.077,41.042,6.012,28.847,30.349,89.352,87.714
3.077,41.083,6.012,28.392,30.548,89.361,87.735
3.077,41.125,6.011,28.743,30.445,89.38,87.729
3.078,41.167,6.011,28.881,30.161,89.383,87.695
3.077,41.208,6.013,28.842,30.156,89.364,87.692
3.077,41.25,6.012,28.649,30.393,89.385,87.672
3.075,41.292,6.012,28.748,30.431,89.646,87.941
3.073,41.375,6.012,28.825,30.459,89.651,88.035
3.073,41.417,6.013,28.744,30.265,89.671,88.014
3.072,41.458,6.012,28.872,30.364,89.628,87.997
3.073,41.5,6.013,28.776,30.466,89.63,87.996
3.073,41.542,6.013,28.861,30.45,89.675,88.142
3.073,41.583,6.013,28.852,30.499,89.682,88.143
3.075,41.625,6.013,28.937,30.217,89.618,88.072
3.073,41.667,6.013,28.958,30.448,89.664,88.061
3.074,41.708,6.013,28.919,30.295,89.679,88.072
3.074,41.75,6.014,28.883,30.404,89.588,87.966
3.074,41.792,6.015,28.503,30.451,89.634,87.989
3.073,41.833,6.012,29.008,30.528,89.65,88.002
3.073,41.875,6.012,28.838,30.326,89.636,87.949
3.073,41.958,6.014,28.983,30.35,89.646,88.005
3.073,42,6.014,28.888,30.047,89.637,87.927
3.074,42.042,6.014,29.005,30.054,89.638,87.95
3.074,42.083,6.012,28.509,30.185,89.609,87.985
3.074,42.125,6.013,28.646,30.24,89.595,87.944
3.074,42.167,6.014,28.861,30.142,89.61,87.954
3.074,42.208,6.012,28.844,30.225,89.642,87.911
3.074,42.25,6.012,28.857,30.109,89.636,87.984
3.074,42.292,6.011,28.992,30.256,89.654,87.979
3.082,42.375,6.012,28.653,30.335,88.721,87.134
3.082,42.417,6.012,28.847,30.1,88.729,87.15
3.082,42.458,6.013,28.041,30.281,88.748,87.174
3.082,42.5,6.013,28.503,30.006,88.733,87.193
3.082,42.542,6.013,28.13,30.081,88.738,87.192
3.082,42.583,6.013,28.861,30.369,88.709,87.213
3.083,42.625,6.014,28.596,30.186,88.736,87.202
3.083,42.667,6.013,28.166,30.154,88.705,87.148
3.083,42.708,6.012,28.744,30.219,88.701,87.1
3.081,42.75,6.013,28.621,30.279,88.902,87.301
3.08,42.792,6.012,28.134,30.162,88.985,87.353
3.08,42.833,6.013,28.562,30.132,89.009,87.329
3.079,42.875,6.013,28.816,30.316,88.997,87.339
3.079,42.958,6.012,28.283,30.311,88.994,87.363
3.079,43,6.013,28.914,30.207,88.997,87.293
3.08,43.042,6.014,28.829,30.338,89.004,87.365
3.08,43.083,6.015,28.869,30.304,89.002,87.328
3.08,43.125,6.014,28.809,30.119,88.983,87.285
3.08,43.167,6.014,28.537,30.265,88.965,87.276
3.08,43.208,6.013,28.176,30.164,88.98,87.333
3.08,43.25,6.012,28.266,30.171,88.99,87.297
3.08,43.292,6.013,28.827,30.173,88.907,87.207
3.08,43.375,6.012,28.474,30.034,89.039,87.423
3.08,43.417,6.013,28.949,30.16,89.037,87.413
3.08,43.458,6.013,28.801,30.08,89.075,87.509
3.082,43.5,6.013,28.805,30.252,88.982,87.437
3.082,43.542,6.015,28.912,30.198,88.695,87.261
3.083,43.583,6.015,28.445,30.072,88.68,87.158
3.083,43.625,6.016,28.043,30.231,88.709,87.158
3.084,43.667,6.015,28.869,30.169,88.68,87.207
3.084,43.708,6.014,28.597,30.225,88.638,87.136
3.084,43.75,6.015,28.139,30,88.617,87.013
3.083,43.792,6.014,28.801,30.154,88.613,87.062
3.083,43.833,6.014,28.258,30.066,88.624,87.053
3.084,43.875,6.014,28.227,30.155,88.58,87.004
3.081,43.958,6.014,28.576,29.964,88.773,87.173
3.081,44,6.014,28.785,30.173,88.992,87.351
3.081,44.042,6.014,28.328,29.973,89.001,87.371
3.081,44.083,6.014,28.495,29.992,88.983,87.373
3.081,44.125,6.012,28.856,30.266,88.977,87.352
3.081,44.167,6.012,28.254,30.072,88.969,87.341
3.081,44.208,6.013,28.755,29.755,88.965,87.362
3.081,44.25,6.015,28.485,30.074,88.977,87.343
3.081,44.292,6.012,28.463,29.922,88.964,87.376
3.081,44.375,6.012,28.883,30.134,88.996,87.397
3.08,44.417,6.013,28.829,30.168,88.972,87.418
3.08,44.458,6.013,28.486,29.88,89.018,87.5
3.081,44.5,6.015,28.987,29.869,89.053,87.481
3.081,44.542,6.017,28.99,30.271,88.992,87.464
3.081,44.583,6.013,29.085,30.147,89.029,87.467
3.081,44.625,6.014,29.143,30.094,89.1,87.525
3.083,44.667,6.015,28.888,30.077,88.757,87.225
3.083,44.708,6.014,28.968,30.118,88.683,87.122
3.084,44.75,6.015,28.303,30.18,88.678,87.044
3.083,44.792,6.015,28.231,30.231,88.67,87.053
3.083,44.833,6.014,28.327,30.377,88.679,87.089
3.083,44.875,6.013,28.71,30.14,88.638,87.052
3.083,44.958,6.015,28.142,30.372,88.645,87.058
3.083,45,6.013,28.726,30.066,88.625,87.066
3.084,45.042,6.013,28.845,30.177,88.646,87.005
3.084,45.083,6.014,28.644,30.231,88.643,87.033
3.084,45.125,6.014,28.2,30.091,88.621,87.013
3.084,45.167,6.012,28.355,30.226,88.621,86.993
3.084,45.208,6.013,28.343,30.223,88.629,86.957
3.084,45.25,6.014,28.438,30.088,88.639,87.004
3.083,45.292,6.012,28.746,30.068,88.656,87.036
3.083,45.375,6.013,28.166,30.121,88.675,87.155
3.083,45.417,6.013,28.032,30.105,88.754,87.254
3.083,45.458,6.014,28.381,30.297,88.789,87.28
3.083,45.5,6.014,28.575,30.17,88.795,87.3
3.083,45.542,6.014,28.28,30.119,88.807,87.233
3.083,45.583,6.015,28.891,29.963,88.75,87.205
3.083,45.625,6.016,28.868,30.06,88.739,87.189
3.083,45.667,6.016,28.142,30.016,88.7,87.147
3.083,45.708,6.014,28.854,30.196,88.705,87.16
3.083,45.75,6.016,28.698,30.326,88.702,87.1
3.083,45.792,6.015,28.762,30.227,88.695,87.155
3.083,45.833,6.016,29.055,30.256,88.705,87.103
3.083,45.875,6.014,28.915,30.319,88.707,87.072
3.083,45.958,6.012,28.437,30.335,88.644,87.052
3.083,46,6.014,28.79,30.076,88.665,86.98
3.083,46.042,6.014,28.121,30.249,88.663,87.042
3.084,46.083,6.015,28.817,30.134,88.672,87.011
3.084,46.125,6.014,28.662,30.117,88.651,87.007
3.084,46.167,6.014,28.036,30.092,88.652,87.031
3.084,46.208,6.014,28.186,30.406,88.652,86.969
3.084,46.25,6.016,28.838,30.101,88.637,87.011
3.083,46.292,6.017,28.636,30.205,88.63,86.99
3.085,46.375,6.014,29.564,30.052,88.664,87.054
3.085,46.417,6.014,29.317,29.957,88.707,87.158
3.085,46.458,6.018,29.66,29.85,88.693,87.172
3.085,46.5,6.016,29.465,30.117,88.646,87.189
3.084,46.542,6.018,29.205,30.224,88.705,87.155
3.084,46.583,6.017,29.456,29.761,88.681,87.146
3.085,46.625,6.015,29.061,30.058,88.716,87.153
3.085,46.667,6.016,29.575,30.238,88.707,87.16
