DOL,CD,FI3312A,FI3312B,TI3302A,TI3302B
65.500,6.012,29.958,30.927,89.201,87.643
65.542,6.012,29.954,31.027,89.140,87.584
65.583,6.013,29.838,31.367,89.120,87.526
65.625,6.013,29.820,31.106,89.026,87.457
65.667,6.011,29.740,31.400,89.052,87.468
65.708,6.011,30.047,31.116,89.110,87.475
65.750,6.013,29.578,31.042,89.104,87.445
65.792,6.012,30.330,31.004,89.085,87.415
65.833,6.012,29.919,31.212,89.095,87.524
65.875,6.012,29.878,30.976,89.117,87.450
65.958,6.011,29.298,30.922,89.089,87.390
66.000,6.010,29.932,31.118,89.086,87.373
66.042,6.012,29.992,31.075,89.097,87.381
66.083,6.010,29.697,31.072,89.057,87.440
66.125,6.010,29.621,30.717,89.063,87.426
66.167,6.009,29.819,31.125,89.053,87.412
66.208,6.009,29.833,30.972,89.063,87.375
66.250,6.010,29.841,30.979,89.075,87.404
66.292,6.011,29.270,30.775,89.078,87.466
66.375,2.726,14.908,30.118,84.726,83.273
66.417,2.726,14.853,30.534,84.068,82.734
66.458,2.726,14.866,30.169,83.869,82.503
66.500,2.727,14.925,30.340,83.816,82.505
66.542,2.727,14.974,30.622,83.819,82.522
66.583,2.726,14.990,30.649,83.802,82.561
66.625,2.726,14.968,30.399,83.831,82.505
66.667,3.309,17.416,29.971,85.024,83.511
66.708,3.309,17.036,30.379,85.598,84.058
66.750,3.308,17.223,30.208,85.985,84.425
66.792,3.307,17.263,30.413,86.096,84.530
66.833,3.307,17.287,30.197,86.117,84.559
66.875,3.308,17.283,30.139,86.132,84.605
66.958,6.009,29.013,31.061,88.990,87.405
67.000,6.008,29.796,30.958,89.178,87.613
67.042,6.009,29.725,31.013,89.290,87.659
67.083,6.010,29.853,30.967,89.324,87.670
67.125,6.012,29.838,30.923,89.314,87.674
67.167,6.010,29.836,30.863,89.293,87.683
67.208,6.010,29.151,30.525,89.324,87.656
67.250,6.011,29.851,30.943,89.271,87.573
67.292,6.010,28.912,31.065,89.166,87.509
67.375,3.282,16.295,30.284,86.205,84.737
67.417,3.282,16.379,30.694,85.639,84.243
67.458,3.283,16.306,30.408,85.523,84.153
67.500,3.282,16.318,30.542,85.554,84.153
67.542,3.282,16.300,30.410,85.549,84.144
67.583,3.282,16.288,30.119,85.506,84.134
67.625,3.281,16.286,30.367,85.496,84.031
67.667,3.281,16.447,31.334,85.461,83.968
67.708,3.280,17.120,31.237,85.311,83.835
67.750,3.280,17.149,30.588,84.836,83.320
67.792,2.759,14.970,30.855,83.755,82.359
67.833,2.758,14.979,30.783,84.083,82.760
67.875,2.759,15.018,30.932,84.335,82.933
67.958,6.012,28.846,31.144,88.826,87.295
68.000,6.012,29.458,31.095,89.174,87.633
68.042,6.012,29.470,30.394,89.273,87.575
68.083,6.013,29.238,30.420,89.253,87.694
68.125,6.011,29.080,30.418,89.157,87.565
68.167,6.010,29.110,30.293,89.117,87.485
68.208,6.011,28.754,30.530,89.089,87.426
68.250,6.012,29.297,30.267,89.118,87.477
68.292,6.013,29.117,30.462,89.164,87.539
