DOL,CD,TI3302A
54.250,6.014,89.036
54.292,6.014,89.002
54.375,6.014,89.083
54.417,6.013,89.075
54.458,6.014,89.129
54.500,6.015,89.192
54.542,6.014,89.156
54.583,6.014,89.157
54.625,6.015,89.138
54.667,6.015,89.117
54.708,6.015,89.111
54.750,6.015,89.074
54.792,6.016,88.976
54.833,6.014,88.902
54.875,6.015,88.883
54.958,6.014,88.959
55.000,6.015,89.007
55.042,6.013,88.980
55.083,6.014,88.961
55.125,6.012,88.969
55.167,6.012,88.999
55.208,6.013,88.985
55.250,6.013,88.986
55.292,6.013,88.993
55.375,6.011,89.009
55.417,6.014,89.040
55.458,6.014,89.088
55.500,6.014,89.126
55.542,6.014,89.113
55.583,6.016,89.081
55.625,6.014,89.056
55.667,6.015,88.993
55.708,6.014,88.985
55.750,6.015,88.942
55.792,6.015,88.919
55.833,6.014,88.932
55.875,6.014,88.953
55.958,6.015,88.950
56.000,6.013,88.929
56.042,6.013,88.922
56.083,6.013,88.919
56.125,6.014,88.905
56.167,6.013,88.912
56.208,6.013,88.916
56.250,6.015,88.956
56.292,6.013,88.976
56.375,6.014,88.913
56.417,6.014,88.958
56.458,6.014,89.003
56.500,6.015,89.057
56.542,6.014,89.076
56.583,6.014,89.023
56.625,6.015,89.019
56.667,6.015,88.866
56.708,6.015,88.924
56.750,6.015,88.897
56.792,6.014,88.874
56.833,6.014,88.869
56.875,6.015,88.966
56.958,6.013,88.982
57.000,6.014,88.961
57.042,6.015,88.972
57.083,6.014,88.925
57.125,6.013,88.910
57.167,6.013,88.939
57.208,6.014,88.972
57.250,6.014,88.959
57.292,6.014,88.962
57.375,6.014,88.976
57.417,6.014,88.952
57.458,6.014,88.977
57.500,6.015,89.018
57.542,6.015,89.050
57.583,6.014,89.068
57.625,6.014,89.059
57.667,6.013,89.045
57.708,6.014,89.011
57.750,6.014,88.974
57.792,6.014,88.934
57.833,6.014,88.923
57.875,6.012,88.933
57.958,6.013,88.976
58.000,6.013,88.958
58.042,6.013,88.972
58.083,6.013,88.958
58.125,6.012,88.939
58.167,6.011,88.957
58.208,6.012,88.992
58.250,6.013,88.977
58.292,6.012,88.968
58.375,6.014,88.621
58.417,6.014,88.630
58.458,6.014,88.669
58.500,6.014,88.682
58.542,6.016,88.737
58.583,6.015,88.738
58.625,6.015,88.711
58.667,6.017,88.641
58.708,6.017,88.591
58.750,6.016,88.632
58.792,6.016,88.947
58.833,6.014,88.980
58.875,6.016,88.964
58.958,6.016,88.967
59.000,6.016,88.988
59.042,6.016,88.967
59.083,6.016,88.943
59.125,6.013,88.949
59.167,6.014,88.964
59.208,6.014,88.966
59.250,6.014,88.967
59.292,6.013,88.967
59.375,6.014,89.014
59.417,6.016,89.026
59.458,6.015,89.049
59.500,6.016,89.103
59.542,6.016,89.100
59.583,6.016,89.105
59.625,6.016,89.050
59.667,6.015,88.950
59.708,6.015,88.959
59.750,6.016,88.952
59.792,6.015,88.929
59.833,6.015,88.930
59.875,6.015,88.955
59.958,6.015,88.957
60.000,6.014,89.030
60.042,6.013,89.003
60.083,6.011,89.033
60.125,6.012,89.038
60.167,6.013,89.024
60.208,6.013,89.032
60.250,6.014,89.034
60.292,6.013,89.006
60.375,6.014,89.025
60.417,6.015,89.065
60.458,6.015,89.082
60.500,6.015,89.105
60.542,6.014,89.108
60.583,6.016,89.105
60.625,6.015,89.030
60.667,6.016,89.056
60.708,6.017,89.035
60.750,6.015,89.025
60.792,6.015,89.022
60.833,6.015,89.043
60.875,6.015,89.017
60.958,6.013,89.004
61.000,6.014,89.040
61.042,6.015,89.055
61.083,6.015,89.020
61.125,6.015,89.011
61.167,6.016,88.946
61.208,6.014,88.956
61.250,6.015,89.030
61.292,6.016,89.037
61.375,6.015,89.095
61.417,6.015,89.176
61.458,6.017,89.203
61.500,6.017,89.173
61.542,6.017,89.157
61.583,6.016,89.165
61.625,6.016,89.052
61.667,6.014,89.013
61.708,6.016,89.034
61.750,6.014,88.978
61.792,6.014,88.982
61.833,6.015,88.989
61.875,6.015,88.978
61.958,6.014,89.054
62.000,6.015,89.005
62.042,6.015,88.995
62.083,6.015,88.955
62.125,6.014,88.957
62.167,6.015,88.961
62.208,6.015,89.004
62.250,6.015,88.924
62.292,6.013,88.992
62.375,6.012,89.045
62.417,6.014,89.030
62.458,6.012,89.013
62.500,6.013,89.035
62.542,6.015,89.027
62.583,6.013,89.075
62.625,6.014,89.076
62.667,6.013,89.063
62.708,6.014,89.126
62.750,6.012,89.023
62.792,6.014,88.969
62.833,6.011,88.946
62.875,6.014,88.944
62.958,6.014,88.947
63.000,6.013,88.920
63.042,6.014,89.158
63.083,6.014,89.236
63.125,6.014,89.251
63.167,6.014,89.215
63.208,6.014,89.225
63.250,6.014,89.224
63.292,6.012,89.185
63.375,4.247,89.589
63.417,2.451,86.229
63.458,2.452,85.606
63.500,2.451,85.477
63.542,2.451,85.513
63.583,2.452,85.569
63.625,2.453,85.580
63.667,2.453,85.528
63.708,2.452,85.440
63.750,2.452,85.446
63.792,2.451,85.440
63.833,2.451,85.452
63.875,2.452,85.423
63.958,6.010,88.872
64.000,6.009,88.939
64.042,6.010,88.916
64.083,6.010,88.904
64.125,6.009,88.933
64.167,6.009,88.929
64.208,6.009,88.946
64.250,6.009,88.945
64.292,6.009,88.922
64.375,2.756,85.998
64.417,2.756,85.490
64.458,2.757,85.404
64.500,2.756,85.413
64.542,2.757,85.415
64.583,2.757,85.446
64.625,2.758,85.466
64.667,2.757,85.459
64.708,2.757,85.442
64.750,2.758,85.437
64.792,2.757,85.403
64.833,2.757,85.435
64.875,2.756,85.477
64.958,6.010,89.263
65.000,6.008,88.910
65.042,6.009,88.927
65.083,6.008,89.003
65.125,6.008,89.020
65.167,6.007,89.041
65.208,6.008,89.029
65.250,6.008,89.008
65.292,6.008,88.983
65.375,6.008,89.031
65.417,6.010,89.123
65.458,6.011,89.180
65.500,6.012,89.201
65.542,6.012,89.140
65.583,6.013,89.120
65.625,6.013,89.026
65.667,6.011,89.052
65.708,6.011,89.110
65.750,6.013,89.104
65.792,6.012,89.085
65.833,6.012,89.095
65.875,6.012,89.117
65.958,6.011,89.089
66.000,6.010,89.086
66.042,6.012,89.097
66.083,6.010,89.057
66.125,6.010,89.063
66.167,6.009,89.053
66.208,6.009,89.063
66.250,6.010,89.075
66.292,6.011,89.078
66.375,2.726,84.726
66.417,2.726,84.068
66.458,2.726,83.869
66.500,2.727,83.816
66.542,2.727,83.819
66.583,2.726,83.802
66.625,2.726,83.831
66.667,3.309,85.024
66.708,3.309,85.598
66.750,3.308,85.985
66.792,3.307,86.096
66.833,3.307,86.117
66.875,3.308,86.132
66.958,6.009,88.990
67.000,6.008,89.178
67.042,6.009,89.290
67.083,6.010,89.324
67.125,6.012,89.314
67.167,6.010,89.293
67.208,6.010,89.324
67.250,6.011,89.271
67.292,6.010,89.166
67.375,3.282,86.205
67.417,3.282,85.639
67.458,3.283,85.523
67.500,3.282,85.554
67.542,3.282,85.549
67.583,3.282,85.506
67.625,3.281,85.496
67.667,3.281,85.461
67.708,3.280,85.311
67.750,3.280,84.836
67.792,2.759,83.755
67.833,2.758,84.083
67.875,2.759,84.335
67.958,6.012,88.826
68.000,6.012,89.174
68.042,6.012,89.273
68.083,6.013,89.253
68.125,6.011,89.157
68.167,6.010,89.117
68.208,6.011,89.089
68.250,6.012,89.118
68.292,6.013,89.164
68.375,6.012,89.254
68.417,6.015,89.304
68.458,6.016,89.282
68.500,6.016,89.284
68.542,6.015,89.227
68.583,6.014,89.136
68.625,6.012,88.744
68.667,6.012,88.261
68.708,6.015,87.719
68.750,6.015,87.755
68.792,6.016,87.696
68.833,6.014,87.670
68.875,6.014,87.665
68.958,6.014,87.607
69.000,6.012,87.573
69.042,6.011,87.702
69.083,6.012,87.647
69.125,6.010,87.609
69.167,6.010,87.687
69.208,6.012,87.705
69.250,6.011,87.660
69.292,6.010,87.684
69.375,6.014,87.760
69.417,6.014,87.789
69.458,6.014,87.753
69.500,6.015,87.813
69.542,6.016,87.804
69.583,6.016,87.761
69.625,6.016,87.736
69.667,6.016,87.721
69.708,6.015,87.707
69.750,6.015,87.705
69.792,6.016,87.697
69.833,6.015,87.711
69.875,6.015,87.722
69.958,6.013,87.583
70.000,6.014,87.697
70.042,6.014,87.693
70.083,6.015,87.672
70.125,6.013,87.668
70.167,6.014,87.681
70.208,6.013,87.688
70.250,6.013,87.680
70.292,6.013,87.714
70.375,3.039,87.625
70.417,2.456,85.276
70.458,2.455,84.899
70.500,2.455,84.878
70.542,2.455,84.881
70.583,2.455,84.809
70.625,2.454,84.792
70.667,2.454,84.775
70.708,2.454,84.811
70.750,2.452,84.720
70.792,2.453,84.693
70.833,2.452,84.626
70.875,2.453,84.724
70.958,6.012,87.867
71.000,6.012,87.809
71.042,6.014,87.867
71.083,6.013,87.931
71.125,6.013,87.880
71.167,6.012,87.706
71.208,6.012,87.566
71.250,6.011,87.609
71.292,6.012,87.699
71.375,2.728,88.530
71.417,2.453,85.416
71.458,2.453,84.864
71.500,2.452,84.628
71.542,2.453,84.562
71.583,2.452,84.547
71.625,2.452,84.520
71.667,2.452,84.554
71.708,2.453,84.672
71.750,2.453,84.655
71.792,2.452,84.673
71.833,2.452,84.679
71.875,2.452,84.739
71.958,6.013,88.030
72.000,6.012,87.909
72.042,6.013,87.896
72.083,6.011,87.905
72.125,6.011,87.905
72.167,6.011,87.876
72.208,6.012,87.878
72.250,6.011,87.915
72.292,6.012,87.900
72.375,3.219,85.149
72.417,2.454,82.888
72.458,2.454,83.503
72.500,2.454,84.287
72.542,2.453,84.444
72.583,2.453,84.496
72.625,2.453,84.532
72.667,2.453,84.542
72.708,2.453,84.546
72.750,2.453,84.559
72.792,2.454,84.571
72.833,2.452,84.596
72.875,2.452,84.608
72.958,6.011,88.856
73.000,6.013,88.881
73.042,6.012,88.900
73.083,6.012,88.945
73.125,6.012,89.036
73.167,6.012,89.058
73.208,6.013,89.103
73.250,6.012,89.061
73.292,6.013,89.048
73.375,2.454,85.446
73.417,2.454,84.831
73.458,2.454,84.688
73.500,2.454,84.635
73.542,2.452,84.603
73.583,2.453,84.566
73.625,2.453,84.552
73.667,2.453,84.483
73.708,2.453,84.489
73.750,2.452,84.518
73.792,2.452,84.563
73.833,2.453,84.584
73.875,2.452,84.578
73.958,6.012,88.890
74.000,6.013,89.008
74.042,6.013,88.978
74.083,6.011,88.934
74.125,6.011,88.954
74.167,6.011,88.995
74.208,6.011,89.012
74.250,6.012,89.057
74.292,6.011,89.007
74.375,2.453,85.303
74.417,2.453,84.007
74.458,2.454,83.512
74.500,2.454,83.384
74.542,2.454,83.374
74.583,2.454,83.346
74.625,2.454,83.642
74.667,2.453,84.484
74.708,2.454,84.648
74.750,2.454,84.635
74.792,2.453,84.824
74.833,2.453,84.950
74.875,2.453,84.978
74.958,6.012,87.620
75.000,6.013,87.686
75.042,6.014,87.664
75.083,6.012,87.702
75.125,6.012,87.695
75.167,6.011,87.740
75.208,6.012,87.692
75.250,6.013,87.666
75.292,6.011,87.675
75.375,6.013,87.845
75.417,6.013,87.857
75.458,6.014,87.886
75.500,6.014,87.914
75.542,6.014,87.885
75.583,6.015,87.860
75.625,6.015,87.842
75.667,6.016,87.785
75.708,6.014,87.823
75.750,6.016,87.839
75.792,6.016,87.799
75.833,6.016,87.843
75.875,6.016,87.833
75.958,6.015,87.851
76.000,6.015,87.836
76.042,6.015,87.839
76.083,6.014,87.832
76.125,6.014,87.813
76.167,6.014,87.791
76.208,6.014,87.803
76.250,6.014,87.856
76.292,6.013,87.887
76.375,6.014,87.929
76.417,6.013,87.934
76.458,6.014,87.929
76.500,6.014,87.906
76.542,6.016,87.793
76.583,6.014,87.719
76.625,6.014,87.755
76.667,6.015,87.848
76.708,6.014,87.847
76.750,6.015,87.784
76.792,6.014,87.782
76.833,6.014,87.813
76.875,6.014,87.826
76.958,6.014,87.857
77.000,6.012,87.849
77.042,6.014,87.845
77.083,6.013,87.814
77.125,6.014,87.801
77.167,6.012,87.808
77.208,6.014,87.816
77.250,6.012,87.826
77.292,6.012,87.787
77.375,2.761,85.264
77.417,2.760,84.803
77.458,2.761,84.725
77.500,2.761,84.661
77.542,2.759,84.571
77.583,2.758,84.563
77.625,2.758,84.640
77.667,2.759,84.716
77.708,2.758,84.764
77.750,2.759,84.772
77.792,2.759,84.774
77.833,2.758,84.852
77.875,2.759,84.900
77.958,6.012,87.947
78.000,6.014,88.122
78.042,6.012,88.135
78.083,6.011,88.175
78.125,6.011,88.236
78.167,6.011,88.270
78.208,6.013,88.284
78.250,6.010,88.247
78.292,6.011,88.249
78.375,2.759,84.462
78.417,2.759,84.600
78.458,2.759,84.615
78.500,2.759,84.679
78.542,2.760,84.723
78.583,2.759,84.698
78.625,2.759,84.728
78.667,2.760,84.762
78.708,2.760,84.762
78.750,2.760,84.751
78.792,2.759,84.747
78.833,2.759,84.735
78.875,2.759,84.709
78.958,6.011,87.932
79.000,6.009,87.837
79.042,6.009,87.897
79.083,6.010,87.943
79.125,6.011,88.048
79.167,6.011,87.999
79.208,6.011,87.913
79.250,6.010,87.954
79.292,6.010,87.971
79.375,2.759,86.971
79.417,2.759,85.253
79.458,2.759,84.852
79.500,2.759,84.772
79.542,2.759,84.782
79.583,2.759,84.714
79.625,2.759,84.684
79.667,2.759,84.708
79.708,2.759,84.754
79.750,2.759,84.808
79.792,2.758,84.812
79.833,2.758,84.845
79.875,2.758,84.835
79.958,6.011,87.849
80.000,6.009,87.853
80.042,6.010,87.889
80.083,6.009,87.896
80.125,6.009,87.879
80.167,6.011,87.790
80.208,6.011,87.767
80.250,6.013,87.785
80.292,6.012,87.768
80.375,2.758,87.353
80.417,2.758,84.885
80.458,2.758,84.660
80.500,2.758,84.604
80.542,2.758,84.586
80.583,2.759,84.592
80.625,2.759,84.588
80.667,2.758,84.797
80.708,2.758,84.682
80.750,2.758,84.597
80.792,2.758,84.618
80.833,2.758,84.552
80.875,2.758,84.558
80.958,6.012,88.873
81.000,6.011,88.974
81.042,6.013,89.100
81.083,6.012,89.159
81.125,6.013,89.205
81.167,6.012,89.196
81.208,6.012,89.113
81.250,6.012,89.028
81.292,6.013,89.016
81.375,2.759,86.084
81.417,2.759,84.896
81.458,2.759,84.663
81.500,2.758,84.566
81.542,2.758,84.578
81.583,2.758,84.429
81.625,2.757,84.550
81.667,2.757,84.581
81.708,2.758,84.594
81.750,2.757,84.611
81.792,2.758,84.665
81.833,2.757,84.681
81.875,2.758,84.754
81.958,6.010,89.171
82.000,6.011,89.067
82.042,6.011,89.024
82.083,6.012,89.088
82.125,6.012,89.091
82.167,6.011,89.134
82.208,6.011,89.088
82.250,6.011,89.047
82.292,6.012,88.148
82.375,6.011,87.721
82.417,6.012,87.745
82.458,6.011,87.775
82.500,6.012,87.758
82.542,6.010,87.772
82.583,6.010,87.749
82.625,6.011,87.704
82.667,6.012,87.722
82.708,6.011,87.734
82.750,6.011,87.722
82.792,6.010,87.708
82.833,6.010,87.702
82.875,6.011,87.683
82.958,6.012,88.094
83.000,6.009,88.717
83.042,6.010,88.769
83.083,6.011,88.780
83.125,6.010,88.752
83.167,6.013,88.776
83.208,6.010,88.773
83.250,6.011,88.768
83.292,6.011,87.932
83.375,6.013,87.733
83.417,6.012,87.978
83.458,6.012,88.070
83.500,6.012,88.067
83.542,6.012,88.078
83.583,6.011,87.992
83.625,6.011,87.987
83.667,6.011,88.013
83.708,6.011,88.040
83.750,6.012,87.995
83.792,6.010,88.003
83.833,6.010,88.025
83.875,6.012,88.024
83.958,6.011,88.612
84.000,6.011,88.803
84.042,6.012,88.814
84.083,6.011,88.830
84.125,6.011,88.837
84.167,6.011,88.849
84.208,6.011,88.767
84.250,6.011,88.769
84.292,6.011,88.770
84.375,6.012,88.591
84.417,6.008,88.183
84.458,6.013,88.173
84.500,6.014,88.176
84.542,6.013,88.170
84.583,6.014,88.236
84.625,6.015,88.216
84.667,6.013,88.167
84.708,6.014,88.140
84.750,6.013,88.170
84.792,6.015,88.173
84.833,6.014,88.186
84.875,6.014,88.187
84.958,6.013,88.389
85.000,6.013,88.597
85.042,6.013,88.656
85.083,6.012,88.693
85.125,6.012,88.736
85.167,6.011,88.678
85.208,6.012,88.692
85.250,6.011,88.683
85.292,6.013,88.706
85.375,6.013,88.719
85.417,6.015,88.750
85.458,6.015,88.748
85.500,6.014,88.717
85.542,6.014,88.690
85.583,6.014,88.665
85.625,6.015,88.641
85.667,6.015,88.662
85.708,6.015,88.729
85.750,6.014,88.708
85.792,6.013,88.416
85.833,6.013,88.339
85.875,6.011,88.317
85.958,6.012,88.488
86.000,6.010,88.664
86.042,6.012,88.706
86.083,6.011,88.659
86.125,6.012,88.654
86.167,6.012,88.645
86.208,6.012,88.649
86.250,6.012,88.700
86.292,6.012,88.700
86.375,6.013,89.005
86.417,6.014,88.472
86.458,6.014,88.320
86.500,6.015,88.319
86.542,6.015,88.307
86.583,6.015,88.297
86.625,6.015,88.275
86.667,6.015,88.359
86.708,6.014,88.224
86.750,6.016,88.246
86.792,6.015,88.272
86.833,6.015,88.255
86.875,6.015,88.210
86.958,6.014,88.462
87.000,6.014,88.630
87.042,6.012,88.726
87.083,6.012,88.728
87.125,6.012,88.715
87.167,6.012,88.676
87.208,6.012,88.671
87.250,6.010,88.547
87.292,6.011,88.824
87.375,6.012,88.673
87.417,6.015,88.154
87.458,6.014,87.995
87.500,6.014,88.124
87.542,6.013,88.665
87.583,6.014,88.670
87.625,6.014,88.628
87.667,6.013,88.614
87.708,6.015,88.560
87.750,6.014,88.621
87.792,6.014,88.604
87.833,6.013,88.638
87.875,6.014,88.606
87.958,6.011,88.126
88.000,6.012,88.542
88.042,6.012,88.564
88.083,6.012,88.545
88.125,6.013,88.521
88.167,6.012,88.477
88.208,6.012,88.516
88.250,6.012,88.522
88.292,6.012,88.535
88.375,6.014,89.250
88.417,6.014,88.783
88.458,6.014,88.654
88.500,6.015,88.726
88.542,6.015,88.775
88.583,6.015,88.676
88.625,6.016,88.688
88.667,6.015,88.524
88.708,6.015,88.554
88.750,6.015,88.564
88.792,6.013,88.517
88.833,6.014,88.536
88.875,6.013,88.531
88.958,6.013,88.990
89.000,6.013,89.166
89.042,6.012,89.140
89.083,6.013,89.146
89.125,6.013,89.193
89.167,6.012,89.222
89.208,6.011,89.235
89.250,6.012,89.266
89.292,6.012,89.236
89.375,6.012,89.221
89.417,6.013,89.232
89.458,6.012,89.292
89.500,6.014,89.292
89.542,6.014,89.275
89.583,6.016,89.304
89.625,6.014,89.242
89.667,6.014,89.221
89.708,6.014,89.227
89.750,6.013,89.199
89.792,6.015,89.184
89.833,6.014,89.210
89.875,6.016,89.233
89.958,6.012,89.232
90.000,6.013,89.203
90.042,6.014,89.235
90.083,6.012,89.222
90.125,6.012,89.238
90.167,6.012,89.246
90.208,6.012,89.230
90.250,6.012,89.247
90.292,6.014,89.083
90.375,6.012,88.938
90.417,6.011,88.972
90.458,6.016,88.980
90.500,4.264,87.817
90.542,4.263,85.943
90.583,4.262,85.811
90.625,4.263,85.763
90.667,6.014,89.223
90.708,6.013,89.110
90.750,6.013,89.090
90.792,6.014,89.073
90.833,6.015,89.077
90.875,6.014,89.081
90.958,6.013,89.057
91.000,6.013,89.058
91.042,6.013,89.031
91.083,6.013,89.060
91.125,6.013,89.021
91.167,6.011,89.017
91.208,6.012,89.036
91.250,6.012,89.075
91.292,6.012,89.131
91.375,6.013,88.839
91.417,6.012,88.560
91.458,6.013,88.561
91.500,6.014,88.530
91.542,6.015,88.556
91.583,6.014,88.482
91.625,6.015,88.509
91.667,6.014,88.578
91.708,6.015,88.537
91.750,6.014,88.484
91.792,6.013,88.475
91.833,6.014,88.502
91.875,6.013,88.526
91.958,6.014,88.971
92.000,6.013,89.186
92.042,6.013,89.197
92.083,6.011,89.187
92.125,6.013,89.208
92.167,6.012,89.213
92.208,6.015,89.206
92.250,6.013,89.223
92.292,6.012,89.216
92.375,2.760,86.922
92.417,2.759,86.520
92.458,2.759,86.486
92.500,2.760,86.486
92.542,2.760,86.438
92.583,2.760,86.386
92.625,2.759,86.373
92.667,2.759,86.584
92.708,2.759,86.486
92.750,2.758,86.458
92.792,2.758,86.476
92.833,2.759,86.530
92.875,2.759,86.524
92.958,6.043,88.589
93.000,6.013,88.676
93.042,6.012,88.696
93.083,6.012,88.693
93.125,6.012,88.649
93.167,6.012,88.638
93.208,6.012,88.644
93.250,6.015,88.689
93.292,6.014,88.654
93.375,2.760,85.851
93.417,2.760,85.737
93.458,2.760,85.734
93.500,2.761,85.769
93.542,2.761,85.792
93.583,2.761,85.787
93.625,2.760,85.737
93.667,2.760,85.707
93.708,2.759,85.662
93.750,2.758,85.682
93.792,2.758,85.686
93.833,2.758,85.700
93.875,2.758,85.707
93.958,6.043,88.394
94.000,6.010,88.620
94.042,6.012,88.693
94.083,6.011,88.703
94.125,6.013,88.719
94.167,6.012,88.737
94.208,6.014,88.711
94.250,6.013,88.665
94.292,6.014,88.692
94.375,2.760,88.306
94.417,2.759,86.470
94.458,2.760,86.157
94.500,2.760,86.094
94.542,2.760,86.093
94.583,2.760,86.098
94.625,2.759,86.103
94.667,2.760,86.055
94.708,2.760,86.029
94.750,2.760,86.064
94.792,2.759,86.092
94.833,2.758,86.093
94.875,2.759,86.077
94.958,6.012,88.649
95.000,6.013,88.606
95.042,6.012,88.628
95.083,6.013,88.621
95.125,6.012,88.614
95.167,6.013,88.595
95.208,6.012,88.589
95.250,6.013,88.612
95.292,6.013,88.579
95.375,6.013,88.600
95.417,6.013,88.614
95.458,6.014,88.644
95.500,6.014,88.666
95.542,6.015,88.705
95.583,6.014,88.690
95.625,6.016,88.710
95.667,6.015,88.631
95.708,6.016,88.651
95.750,6.015,88.633
95.792,6.016,88.614
95.833,6.013,88.624
95.875,6.014,88.576
95.958,6.014,88.650
96.000,6.013,88.639
96.042,6.015,88.634
96.083,6.013,88.608
96.125,6.014,88.638
96.167,6.013,88.640
96.208,6.012,88.635
96.250,6.014,88.651
96.292,6.014,88.683
96.375,6.014,88.682
96.417,6.013,88.710
96.458,6.014,88.703
96.500,6.014,88.736
96.542,6.014,88.732
96.583,6.013,88.731
96.625,6.014,88.732
96.667,6.013,88.727
96.708,6.014,88.716
96.750,6.015,88.699
96.792,6.015,88.681
96.833,6.015,88.656
96.875,6.015,88.685
96.958,6.012,88.748
97.000,6.013,88.674
97.042,6.013,88.581
97.083,6.012,88.588
97.125,6.011,88.581
97.167,6.014,88.596
97.208,6.012,88.573
97.250,6.012,88.592
97.292,6.012,88.589
97.375,6.012,88.725
97.417,6.014,88.751
97.458,6.014,88.740
97.500,6.013,88.717
97.542,6.013,88.758
97.583,6.013,88.704
97.625,6.014,88.692
97.667,6.015,88.664
97.708,6.014,88.660
97.750,6.012,88.640
97.792,6.014,88.663
97.833,6.014,88.671
97.875,6.013,88.647
97.958,6.012,88.701
98.000,6.014,88.719
98.042,6.013,88.724
98.083,6.014,88.702
98.125,6.013,88.708
98.167,6.014,88.694
98.208,6.012,88.686
98.250,6.013,88.721
98.292,6.011,88.644
98.375,3.678,85.505
98.417,3.676,85.018
98.458,3.065,84.495
98.500,3.064,84.479
98.542,3.064,84.434
98.583,3.065,84.702
98.625,3.065,85.100
98.667,3.066,85.325
98.708,3.065,85.223
98.750,3.066,85.205
98.792,3.065,85.177
98.833,3.064,85.176
98.875,6.010,88.559
98.958,6.009,89.282
99.000,6.010,89.409
99.042,6.010,89.405
99.083,6.009,89.432
99.125,6.009,89.377
99.167,6.010,89.377
99.208,6.011,89.395
99.250,6.010,89.421
99.292,6.010,89.410
99.375,3.064,86.407
99.417,3.064,84.853
99.458,3.064,84.577
99.500,3.064,84.481
99.542,3.064,84.464
99.583,3.064,84.918
99.625,3.065,85.196
99.667,3.064,85.247
99.708,3.065,85.266
99.750,3.064,85.233
99.792,3.062,85.255
99.833,3.063,85.311
99.875,3.063,85.353
99.958,6.011,89.349
100.000,6.010,89.536
100.042,6.010,89.546
100.083,6.010,89.556
100.125,6.011,89.579
100.167,6.011,89.551
100.208,6.010,89.600
100.250,6.012,89.512
100.292,6.011,89.486
100.375,3.063,86.044
100.417,3.064,85.497
100.458,3.064,85.329
100.500,3.064,85.261
100.542,3.063,85.275
100.583,3.064,85.308
100.625,3.064,85.296
100.667,3.064,85.314
100.708,3.065,85.274
100.750,3.064,85.285
100.792,3.065,85.290
100.833,3.063,85.334
100.875,3.063,85.360
100.958,6.011,88.578
101.000,6.011,88.754
101.042,6.013,88.847
101.083,6.012,88.913
101.125,6.013,88.888
101.167,6.012,88.859
101.208,6.012,88.894
101.250,6.012,88.883
101.292,6.014,88.863
101.375,2.455,84.260
101.417,2.453,85.499
101.458,2.454,85.707
101.500,2.453,85.735
101.542,2.454,85.746
101.583,2.455,85.770
101.625,2.454,85.814
101.667,2.454,85.891
101.708,2.455,85.867
101.750,2.452,85.819
101.792,2.452,85.795
101.833,2.452,85.876
101.875,2.452,85.959
101.958,6.011,88.842
102.000,6.011,88.903
102.042,6.012,88.888
102.083,6.013,88.910
102.125,6.012,88.934
102.167,6.012,88.910
102.208,6.013,88.909
102.250,6.011,88.905
102.292,6.012,88.933
102.375,2.454,87.776
102.417,2.454,85.657
102.458,2.453,85.144
102.500,2.453,84.516
102.542,2.453,84.207
102.583,2.453,84.154
102.625,2.453,84.147
102.667,2.453,84.141
102.708,2.454,84.185
102.750,2.453,84.181
102.792,2.453,84.169
102.833,2.452,84.174
102.875,2.453,84.225
102.958,6.011,88.764
103.000,6.013,88.857
103.042,6.011,88.917
103.083,6.011,88.959
103.125,6.012,88.950
103.167,6.014,88.892
103.208,6.012,88.917
103.250,6.012,88.889
103.292,6.015,88.868
103.375,6.014,88.883
103.417,6.013,88.933
103.458,6.014,88.932
103.500,6.014,88.873
103.542,6.013,88.823
103.583,6.015,88.833
103.625,6.013,88.829
103.667,6.014,88.836
103.708,6.014,88.798
103.750,6.014,88.829
103.792,6.015,88.853
103.833,6.015,88.868
103.875,6.015,88.892
103.958,6.014,88.882
104.000,6.014,88.891
104.042,6.014,88.902
104.083,6.014,88.866
104.125,6.013,88.830
104.167,6.014,88.814
104.208,6.012,88.849
104.250,6.014,88.850
104.292,6.013,88.863
104.375,6.014,88.909
104.417,6.014,88.940
104.458,6.014,88.931
104.500,6.015,88.938
104.542,6.015,88.967
104.583,6.015,88.959
104.625,6.015,88.922
104.667,6.016,88.949
104.708,6.016,88.959
104.750,6.016,88.949
104.792,6.015,88.989
104.833,6.014,88.980
104.875,6.015,88.982
104.958,6.013,88.957
105.000,6.013,88.977
105.042,6.014,88.957
105.083,6.015,88.935
105.125,6.014,88.936
105.167,6.015,88.621
105.208,6.013,88.635
105.250,6.010,88.885
105.292,6.011,89.111
105.375,2.455,86.298
105.417,2.453,84.664
105.458,2.453,84.287
105.500,2.454,84.210
105.542,2.454,84.151
105.583,2.454,84.112
105.625,2.454,84.122
105.667,2.454,84.095
105.708,2.454,84.108
105.750,2.453,84.113
105.792,2.454,84.114
105.833,2.454,84.169
105.875,2.454,84.232
105.958,6.014,88.856
106.000,6.012,88.829
106.042,6.013,88.844
106.083,6.014,88.893
106.125,6.013,88.910
106.167,6.013,88.891
106.208,6.014,88.944
106.250,6.015,88.859
106.292,6.015,88.873
106.375,2.454,85.045
106.417,2.454,84.186
106.458,2.454,84.181
106.500,2.454,84.197
106.542,2.455,84.176
106.583,2.454,84.154
106.625,2.454,84.189
106.667,2.454,84.203
106.708,2.454,84.196
106.750,2.454,84.179
106.792,2.453,84.198
106.833,2.454,84.169
106.875,2.455,84.171
106.958,6.012,89.019
107.000,6.012,88.748
107.042,6.012,88.773
107.083,6.013,88.840
107.125,6.014,88.822
107.167,6.011,88.881
