DOL,CD,FI3312A,FI3312B,TI3302A,TI3302B
269.500,3.676,18.557,30.371,82.200,81.390
269.542,3.676,18.780,30.332,82.246,81.371
269.583,3.676,18.822,30.431,82.257,81.471
269.625,3.676,18.749,29.898,82.329,81.451
269.667,2.758,14.051,29.849,81.690,80.997
269.708,2.758,14.314,29.783,82.650,81.950
269.750,2.758,14.347,29.868,83.035,82.334
269.792,2.758,14.362,29.915,83.155,82.512
269.833,2.757,14.369,29.756,83.240,82.535
269.875,2.757,14.544,29.725,83.393,82.687
269.958,5.949,29.039,30.561,86.603,85.248
270.000,5.950,28.974,30.613,86.843,85.473
270.042,5.951,28.988,30.350,86.894,85.358
270.083,5.949,28.758,30.372,86.907,85.389
270.125,5.950,28.155,30.362,86.914,85.383
270.167,5.950,28.850,30.187,86.947,85.439
270.208,5.950,28.775,30.262,86.937,85.412
270.250,5.950,28.105,30.521,86.962,85.445
270.292,5.949,28.914,30.406,86.833,85.348
270.375,2.757,14.651,29.843,82.281,81.584
270.417,2.757,14.696,29.750,82.247,81.651
270.458,2.757,14.762,29.966,82.325,81.759
270.500,2.758,14.783,29.769,82.317,81.763
270.542,2.758,14.764,29.559,82.327,81.613
270.583,2.758,14.638,29.569,82.321,81.506
270.625,2.757,14.684,29.540,82.303,81.575
270.667,2.757,14.651,29.688,82.377,81.667
270.708,2.757,14.748,29.711,82.370,81.740
270.750,2.758,14.756,29.840,82.393,81.713
270.792,2.757,14.750,29.699,82.420,81.717
270.833,2.758,14.765,29.813,82.451,81.759
270.875,2.757,14.787,29.916,82.481,81.825
270.958,4.566,22.316,30.344,84.842,83.623
271.000,4.566,22.248,30.174,85.085,83.889
271.042,4.566,22.169,30.322,85.082,83.781
271.083,4.565,21.919,29.798,85.066,83.862
271.125,4.565,22.076,29.937,85.067,83.817
271.167,4.564,21.894,30.317,85.033,83.902
271.208,4.565,22.096,30.152,85.004,83.913
271.250,4.566,22.073,30.198,84.935,83.835
271.292,4.565,21.844,30.455,84.999,83.858
271.375,5.950,29.469,30.496,87.126,85.789
271.417,5.951,30.097,30.427,87.435,86.117
271.458,5.953,29.239,30.645,87.407,86.063
271.500,5.952,29.979,30.539,87.418,85.992
271.542,5.951,29.914,29.974,87.106,85.553
271.583,5.949,29.837,30.265,87.234,85.730
271.625,5.950,29.539,30.364,87.291,85.817
271.667,5.949,29.855,30.396,87.309,85.819
271.708,5.951,29.547,30.647,87.318,85.752
271.750,5.952,29.729,30.574,87.256,85.853
271.792,5.952,29.730,30.348,87.262,85.825
271.833,5.951,29.691,30.543,87.292,85.852
271.875,5.951,29.898,30.468,87.283,85.828
271.958,5.952,29.899,30.554,87.345,85.827
272.000,5.952,29.931,30.245,87.305,85.795
272.042,5.950,29.579,30.444,87.320,85.733
272.083,5.951,29.848,29.903,87.254,85.675
272.125,5.951,29.225,30.190,87.252,85.689
272.167,5.950,29.810,30.266,87.271,85.754
272.208,5.951,29.969,30.266,87.242,85.736
272.250,5.951,29.958,30.210,87.282,85.758
272.292,5.951,29.832,30.370,87.279,85.783
272.375,5.950,29.844,30.334,87.157,85.767
272.417,5.950,29.864,30.105,87.095,85.527
272.458,5.950,30.113,30.451,87.235,85.697
272.500,5.951,29.951,30.529,87.290,85.946
272.542,5.951,29.520,30.755,87.174,85.893
272.583,4.259,22.448,30.212,84.223,83.146
272.625,4.262,22.068,30.239,84.159,83.070
272.667,4.261,21.735,30.186,84.178,83.067
272.708,4.261,21.884,30.195,84.087,83.000
272.750,4.261,21.695,30.231,84.115,83.007
272.792,4.262,21.420,30.364,84.113,82.991
272.833,4.261,21.442,30.119,84.141,83.006
272.875,4.262,22.005,30.430,84.135,83.060
272.958,4.260,21.719,30.258,84.151,83.068
273.000,4.261,21.982,30.157,84.124,83.047
273.042,4.260,21.589,30.160,84.124,83.000
273.083,4.261,21.934,30.117,84.122,82.999
273.125,4.260,21.486,30.241,84.165,83.026
273.167,4.261,21.843,30.138,84.180,83.019
273.208,4.259,21.665,30.069,84.191,83.036
273.250,4.260,21.779,30.209,84.186,83.035
273.292,4.260,21.382,30.126,84.153,82.977
273.375,2.757,14.796,29.589,83.249,82.430
273.417,2.757,14.729,29.807,82.484,81.803
273.458,2.758,14.688,29.933,82.190,81.446
273.500,2.759,14.693,29.767,82.154,81.431
273.542,2.758,14.721,29.523,82.384,81.688
273.583,2.758,14.700,29.947,82.399,81.599
273.625,2.758,14.668,29.762,82.424,81.669
273.667,2.758,14.727,29.842,82.478,81.771
273.708,2.758,14.727,29.801,82.460,81.760
273.750,2.758,14.713,29.828,82.413,81.642
273.792,2.758,14.712,29.932,82.399,81.651
273.833,2.758,14.695,29.605,82.390,81.631
273.875,2.757,14.746,29.935,82.395,81.696
273.958,5.491,27.536,30.255,86.512,85.078
274.000,5.491,27.235,30.220,86.283,84.868
274.042,5.490,27.134,30.293,86.238,84.812
274.083,5.490,27.320,30.267,86.238,84.824
274.125,5.491,27.483,30.236,86.226,84.803
274.167,5.491,27.339,30.339,86.212,84.756
274.208,5.489,27.600,30.238,86.210,84.777
274.250,5.489,27.061,30.181,86.264,84.781
274.292,5.489,26.809,30.047,86.257,84.749
274.375,2.759,14.622,29.624,82.963,82.159
274.417,2.758,14.766,29.679,82.383,81.646
274.458,2.758,14.739,29.768,82.242,81.449
274.500,2.758,14.754,29.607,82.148,81.435
274.542,2.758,14.766,29.661,82.102,81.378
274.583,2.759,14.781,29.597,82.047,81.334
274.625,2.758,14.802,29.623,82.032,81.329
274.667,2.759,14.755,29.694,82.012,81.352
274.708,2.759,14.866,29.781,82.010,81.332
274.750,2.758,14.707,29.733,81.962,81.226
274.792,2.758,14.708,29.542,82.006,81.268
274.833,2.758,14.759,29.738,82.002,81.278
274.875,2.757,14.810,29.712,81.952,81.261
274.958,3.677,18.717,29.799,83.970,82.961
275.000,3.676,18.674,29.504,84.197,83.179
275.042,3.677,18.718,29.887,84.272,83.306
275.083,3.677,18.753,29.691,84.291,83.343
275.125,3.676,18.862,29.792,84.305,83.348
275.167,3.674,18.686,29.977,84.324,83.282
275.208,3.676,18.658,29.659,84.321,83.306
275.250,3.677,18.599,29.544,84.347,83.328
275.292,3.675,18.676,29.801,84.291,83.202
275.375,2.757,14.181,29.330,82.851,82.096
275.417,2.757,14.215,29.732,82.392,81.707
275.458,2.758,14.252,29.607,82.282,81.599
275.500,2.758,14.284,29.675,82.227,81.509
275.542,2.759,14.287,29.606,82.205,81.504
275.583,2.759,14.217,29.419,82.126,81.429
275.625,2.759,14.373,29.478,82.042,81.304
275.667,2.758,14.255,29.622,82.117,81.420
275.708,2.759,14.207,29.560,82.076,81.370
275.750,2.758,14.223,29.682,82.016,81.400
275.792,2.757,14.223,29.627,82.053,81.345
275.833,2.758,14.218,29.723,82.133,81.398
275.875,2.758,14.214,29.593,82.136,81.430
275.958,2.757,14.161,29.577,82.073,81.322
276.000,2.757,14.168,29.523,81.994,81.210
276.042,2.757,14.129,29.438,81.953,81.112
276.083,2.757,14.126,29.589,81.951,81.191
276.125,2.758,14.122,29.439,81.954,81.238
