DOL,CD,FI3312B,TI3302A
120.167,5.490,30.960,88.492
120.208,5.491,31.082,88.485
120.250,5.489,31.207,88.481
120.292,5.490,30.955,88.451
120.375,5.490,31.028,88.433
120.417,5.490,31.062,88.417
120.458,5.490,30.864,88.424
120.500,5.491,31.117,88.488
120.542,5.491,31.040,88.500
120.583,5.493,31.276,88.496
120.625,5.492,31.043,88.512
120.667,5.493,30.916,88.474
120.708,5.492,31.288,88.452
120.750,5.492,31.025,88.457
120.792,5.491,31.056,88.451
120.833,5.491,31.033,88.392
120.875,5.491,31.119,88.427
120.958,5.493,31.138,88.445
121.000,5.491,31.363,88.466
121.042,5.491,31.173,88.486
121.083,5.490,31.001,88.470
121.125,5.490,31.185,88.419
121.167,5.489,31.198,88.423
121.208,5.490,31.163,88.427
121.250,5.489,31.287,88.464
121.292,5.490,30.914,88.443
121.375,5.490,30.938,88.448
121.417,5.490,31.080,88.480
121.458,5.492,30.968,88.471
121.500,5.492,30.922,88.500
121.542,5.493,31.032,88.473
121.583,5.494,30.916,88.470
121.625,5.493,31.073,88.429
121.667,5.493,31.037,88.435
121.708,5.492,30.882,88.424
121.750,5.492,31.198,88.452
121.792,5.492,31.159,88.437
121.833,5.493,30.915,88.446
121.875,5.491,30.868,88.418
121.958,5.493,31.111,88.412
122.000,5.493,31.229,88.385
122.042,5.491,31.112,88.379
122.083,5.492,31.162,88.389
122.125,5.492,31.154,88.384
122.167,5.490,30.859,88.476
122.208,5.491,30.811,88.457
122.250,5.491,31.167,88.507
122.292,5.491,30.904,88.503
122.375,5.491,31.001,88.373
122.417,5.491,31.130,88.410
122.458,5.493,31.000,88.438
122.500,5.492,30.998,88.417
122.542,5.497,30.909,88.483
122.583,5.493,30.938,88.412
122.625,5.492,30.993,88.365
122.667,5.492,30.838,88.370
122.708,5.492,30.973,88.342
122.750,5.493,30.844,88.380
122.792,5.492,30.926,88.418
122.833,5.490,30.745,88.401
122.875,5.491,30.697,88.433
122.958,5.490,30.741,88.405
123.000,5.489,30.900,88.511
123.042,5.490,30.927,88.488
123.083,5.489,30.949,88.472
123.125,5.488,30.958,88.416
123.167,5.490,30.802,88.433
123.208,5.491,31.009,88.438
123.250,5.490,30.803,88.447
123.292,5.490,30.784,88.460
123.375,5.490,30.848,88.486
123.417,5.490,31.329,88.409
123.458,5.490,31.334,88.363
123.500,5.491,31.183,88.372
123.542,5.493,31.111,88.405
123.583,5.491,31.437,88.352
123.625,5.493,31.314,88.198
123.667,5.492,31.543,88.147
123.708,5.491,31.301,88.201
123.750,5.490,31.199,88.211
123.792,5.489,31.147,88.156
123.833,5.488,31.279,88.252
123.875,5.488,31.154,88.307
123.958,5.490,31.493,88.385
124.000,5.490,31.454,88.382
124.042,5.490,31.287,88.359
124.083,5.489,31.332,88.331
124.125,5.490,31.387,88.310
124.167,5.491,31.331,88.309
124.208,5.491,31.293,88.316
124.250,5.489,31.349,88.294
124.292,3.065,30.693,84.215
124.375,3.065,30.556,84.929
124.417,3.066,30.742,84.965
124.458,3.065,30.726,85.018
124.500,3.065,30.552,85.041
124.542,3.065,30.516,85.085
124.583,3.066,30.676,85.106
124.625,3.064,30.615,85.074
124.667,3.064,30.465,85.082
124.708,3.063,30.550,85.088
124.750,3.064,30.501,85.091
124.792,3.064,30.690,85.108
124.833,3.065,30.425,85.137
124.875,3.064,30.586,85.039
124.958,3.064,30.432,85.095
125.000,3.064,30.487,85.130
125.042,3.065,30.469,85.158
125.083,3.062,30.584,85.159
125.125,3.063,30.604,85.226
125.167,3.064,30.688,85.268
125.208,3.065,30.577,85.205
125.250,3.063,30.567,85.275
125.292,3.065,30.702,85.322
125.375,5.491,30.962,89.013
125.417,5.490,30.961,88.761
125.458,5.492,31.074,88.764
125.500,5.491,30.895,88.777
125.542,5.491,31.041,88.760
125.583,5.493,30.961,88.763
125.625,5.492,30.982,88.748
125.667,5.491,30.935,88.755
125.708,5.491,31.124,88.776
125.750,5.491,31.117,88.739
125.792,5.489,31.155,88.815
125.833,5.491,30.996,88.701
125.875,5.491,31.177,88.704
125.958,5.491,30.881,88.749
126.000,5.489,30.890,88.787
126.042,5.491,31.195,88.749
126.083,5.489,31.056,88.762
126.125,5.490,31.050,88.800
126.167,5.489,31.143,88.840
126.208,5.490,30.949,88.866
126.250,5.490,31.003,88.833
126.292,5.490,31.205,88.854
126.375,3.064,30.659,85.414
126.417,3.064,30.644,84.723
126.458,3.064,30.459,84.574
126.500,3.064,30.322,84.631
126.542,3.064,30.587,84.639
126.583,3.063,30.608,84.709
126.625,3.062,30.708,84.696
126.667,3.064,30.556,84.719
126.708,3.063,30.632,84.701
126.750,3.063,30.636,84.745
126.792,3.063,30.523,84.557
126.833,3.062,30.508,84.644
126.875,3.062,30.588,84.708
126.958,5.487,31.080,88.500
127.000,5.488,30.873,88.725
127.042,5.489,30.900,88.795
127.083,5.489,30.928,88.802
127.125,5.489,31.083,88.805
127.167,5.489,30.875,88.812
127.208,5.490,30.932,88.837
127.250,5.489,30.958,88.793
127.292,5.491,30.946,88.787
127.375,3.064,30.595,85.270
127.417,3.065,30.690,84.759
127.458,3.065,30.678,84.606
127.500,3.064,30.506,84.581
127.542,3.064,30.584,84.551
127.583,3.064,30.561,84.614
127.625,3.064,30.634,84.664
127.667,3.065,30.493,84.661
127.708,3.064,30.744,84.638
127.750,3.064,30.620,84.662
127.792,3.063,30.665,84.680
127.833,3.063,30.488,84.898
127.875,3.065,30.771,85.064
127.958,5.486,31.306,88.610
128.000,5.488,31.200,88.852
128.042,5.489,31.076,88.901
128.083,5.490,31.156,88.909
128.125,5.489,31.405,88.888
128.167,5.488,31.411,88.874
128.208,5.489,31.225,88.794
128.250,5.488,31.187,88.846
128.292,5.490,31.244,88.829
128.375,3.064,30.704,85.856
128.417,3.064,30.546,84.891
128.458,3.064,30.665,84.676
128.500,3.064,30.499,84.550
128.542,3.064,30.380,84.541
128.583,3.064,30.600,84.539
128.625,3.065,30.767,84.558
128.667,3.063,30.623,84.749
128.708,3.065,30.765,84.685
128.750,3.065,30.527,84.670
128.792,3.065,30.715,84.711
128.833,3.064,30.758,84.702
128.875,3.064,30.565,84.700
128.958,5.491,31.270,87.941
129.000,5.490,31.291,88.143
129.042,5.491,31.129,88.123
129.083,5.491,31.157,88.242
129.125,5.490,31.217,88.233
129.167,5.490,31.234,88.157
129.208,5.490,30.930,88.189
129.250,5.491,31.160,88.156
129.292,5.490,31.250,88.116
129.375,2.759,30.655,86.852
129.417,2.759,30.621,85.564
129.458,2.759,30.825,85.389
129.500,2.760,30.610,85.338
129.542,2.759,30.625,85.303
129.583,2.759,30.635,85.305
129.625,2.760,30.680,85.343
129.667,2.759,30.675,85.264
129.708,2.759,30.550,85.276
129.750,2.759,30.699,85.397
129.792,2.759,30.687,85.401
129.833,2.758,30.579,85.426
129.875,2.758,30.616,85.460
129.958,5.490,31.363,88.799
130.000,5.489,31.177,88.812
130.042,5.490,31.172,88.820
130.083,5.490,31.276,88.825
130.125,5.490,31.061,88.900
130.167,5.489,31.046,88.884
130.208,5.489,31.219,88.887
130.250,5.490,31.067,88.838
130.292,5.491,31.252,88.865
130.375,3.065,30.574,85.435
130.417,3.066,30.889,84.817
130.458,3.065,30.798,84.694
130.500,3.064,30.725,84.624
130.542,3.065,30.531,84.653
130.583,3.064,30.680,84.707
130.625,3.064,30.723,84.710
130.667,3.064,30.750,84.730
130.708,3.064,30.843,84.704
130.750,3.062,30.726,84.610
130.792,3.062,30.732,84.696
130.833,3.061,30.421,84.740
130.875,3.062,30.658,84.710
130.958,5.489,31.363,88.866
131.000,5.490,31.221,89.012
131.042,5.489,31.443,89.033
131.083,5.488,31.506,89.088
131.125,5.488,31.365,89.163
131.167,5.487,31.404,89.197
131.208,5.488,31.440,89.077
131.250,5.488,31.265,88.967
131.292,5.490,31.582,88.953
131.375,5.491,31.287,88.981
131.417,5.490,31.244,88.948
131.458,5.490,31.417,88.950
131.500,5.489,31.283,88.916
131.542,5.489,31.405,88.910
131.583,5.489,31.283,88.909
131.625,5.490,31.158,88.842
131.667,5.487,31.142,88.612
131.708,5.488,31.160,88.662
131.750,5.486,31.260,88.734
131.792,5.486,31.043,88.814
131.833,5.487,30.967,88.945
131.875,5.487,31.306,88.899
131.958,5.488,31.222,88.901
132.000,5.487,30.988,88.911
132.042,5.487,31.314,88.886
132.083,5.488,31.277,88.936
132.125,5.487,31.141,88.948
132.167,5.487,31.088,88.956
132.208,5.488,31.266,88.932
132.250,5.486,31.184,88.936
132.292,5.487,31.076,88.895
132.375,5.487,31.161,88.943
132.417,5.487,30.776,88.933
132.458,5.489,31.073,88.958
132.500,5.488,31.140,88.969
132.542,5.489,31.174,88.944
132.583,5.488,31.154,88.910
132.625,5.490,31.408,88.847
132.667,5.489,31.156,88.844
132.708,5.491,31.318,88.902
132.750,5.491,31.245,88.900
132.792,5.489,31.142,88.923
132.833,5.490,31.113,88.927
132.875,5.492,31.079,88.963
132.958,5.489,31.073,88.943
133.000,5.490,31.147,88.936
133.042,5.490,31.106,88.930
133.083,5.490,31.147,88.926
133.125,5.488,31.232,88.904
133.167,5.489,31.328,88.917
133.208,5.491,31.057,88.890
133.250,5.489,31.167,88.894
133.292,5.489,31.248,88.874
133.375,3.065,30.676,86.048
133.417,3.062,30.747,85.574
133.458,3.064,30.505,85.501
133.500,3.064,30.892,85.514
133.542,3.065,30.611,85.498
133.583,3.065,30.878,85.518
133.625,3.064,30.789,85.503
133.667,3.064,30.610,85.486
133.708,3.063,30.460,85.477
133.750,3.062,30.729,85.499
133.792,3.062,30.676,85.512
133.833,3.062,30.748,85.619
133.875,3.062,30.573,86.292
133.958,6.009,31.220,90.104
134.000,6.010,31.466,89.971
134.042,6.013,31.168,89.994
134.083,6.012,31.124,89.846
134.125,6.011,31.236,89.793
134.167,6.009,31.131,89.827
134.208,6.010,31.407,89.819
134.250,6.011,31.063,89.774
134.292,6.012,31.249,89.808
134.375,3.062,30.656,86.208
134.417,3.063,30.662,85.575
134.458,3.063,30.627,85.457
134.500,3.065,30.803,85.491
134.542,3.065,30.551,85.567
134.583,3.064,30.772,85.537
134.625,3.065,30.576,85.503
134.667,3.065,30.553,85.725
134.708,3.064,30.856,85.610
134.750,3.065,30.614,85.593
134.792,3.064,30.534,85.743
134.833,3.063,30.491,86.022
134.875,3.063,30.542,86.123
134.958,6.009,31.181,90.289
135.000,6.009,31.407,89.801
135.042,6.009,31.340,89.756
135.083,6.009,31.066,89.767
135.125,6.008,31.320,89.845
135.167,6.010,31.372,89.920
135.208,6.010,31.195,89.948
135.250,6.009,31.110,89.940
135.292,6.009,31.177,89.914
135.375,6.011,30.951,89.856
135.417,6.010,31.214,89.772
135.458,6.011,31.380,89.843
135.500,6.013,31.291,89.852
135.542,6.013,31.347,89.871
135.583,6.013,31.301,89.865
135.625,6.014,31.198,89.886
135.667,6.015,31.237,89.800
135.708,6.013,31.187,89.799
135.750,6.011,31.128,89.821
135.792,6.012,31.153,90.030
135.833,6.012,31.114,89.761
135.875,6.011,31.156,89.792
135.958,6.013,31.332,89.781
136.000,6.011,31.371,89.776
136.042,6.012,31.466,89.761
136.083,6.011,31.287,89.769
136.125,6.011,31.363,89.725
136.167,6.011,31.406,89.729
136.208,6.011,31.295,89.730
136.250,6.011,31.179,89.738
136.292,6.011,31.206,89.708
136.375,6.011,31.385,89.634
136.417,6.012,31.429,89.659
136.458,6.013,31.471,89.781
136.500,6.014,31.404,89.884
136.542,6.015,31.395,89.848
136.583,6.017,31.361,89.797
136.625,6.017,31.561,89.711
136.667,6.015,31.367,89.619
136.708,6.013,31.140,89.627
136.750,6.013,31.372,89.625
136.792,6.013,31.213,89.623
136.833,6.012,31.289,89.688
136.875,6.010,31.064,89.653
136.958,6.013,31.340,89.676
137.000,6.013,31.193,89.745
137.042,6.012,31.564,89.725
137.083,6.012,31.016,89.689
137.125,6.012,31.270,89.672
137.167,6.012,31.349,89.660
137.208,6.012,31.242,89.654
137.250,6.010,31.307,89.697
137.292,6.011,31.427,89.688
137.375,6.012,31.416,89.689
137.417,2.758,30.599,85.827
137.458,2.758,30.819,84.882
137.500,2.758,30.480,84.660
137.542,2.758,30.745,84.629
137.583,2.758,30.645,84.649
137.625,2.758,30.661,84.653
137.667,2.758,30.532,84.681
137.708,2.758,30.892,84.672
137.750,2.757,30.602,84.690
137.792,2.757,30.843,84.667
137.833,2.757,30.529,84.708
137.875,2.757,30.671,84.707
137.958,6.011,31.378,89.253
138.000,6.013,31.186,89.937
138.042,6.014,31.206,90.023
138.083,6.013,31.372,89.994
138.125,6.012,31.112,90.036
138.167,6.012,31.120,90.008
138.208,6.012,31.268,89.965
138.250,6.012,31.086,89.962
138.292,6.012,31.081,89.916
138.375,6.011,31.243,89.954
138.417,6.011,31.060,89.941
138.458,6.013,31.309,89.918
138.500,6.013,31.335,89.911
138.542,6.014,30.948,89.876
138.583,6.014,31.056,89.891
138.625,6.012,31.128,89.897
138.667,6.012,31.050,89.908
138.708,6.013,31.144,89.919
138.750,6.013,31.169,89.913
138.792,6.013,31.321,89.909
138.833,6.014,31.068,89.924
138.875,6.014,31.139,89.878
138.958,6.013,31.131,89.901
139.000,6.012,31.062,89.927
139.042,6.012,31.138,89.923
139.083,6.013,31.149,89.900
139.125,6.013,31.437,89.895
139.167,6.012,31.134,89.863
139.208,6.011,31.130,89.921
139.250,6.012,30.998,89.937
139.292,6.011,31.043,89.961
139.375,6.012,31.098,89.959
139.417,6.012,31.034,89.942
139.458,6.012,31.053,89.964
139.500,6.014,31.143,89.952
139.542,6.013,30.939,89.927
139.583,6.012,31.087,89.980
139.625,6.014,31.242,89.919
139.667,6.014,31.147,89.925
139.708,6.014,31.365,89.954
139.750,6.014,31.073,89.935
139.792,6.014,31.341,89.972
139.833,6.013,31.216,89.948
139.875,6.014,31.379,89.965
139.958,6.012,31.334,89.960
140.000,6.014,31.259,89.984
140.042,6.014,31.249,89.964
140.083,6.014,31.033,89.934
140.125,6.015,31.081,89.940
140.167,6.012,30.904,89.902
140.208,6.013,31.197,89.891
140.250,6.012,31.173,89.953
140.292,6.012,30.800,89.918
140.375,4.229,31.404,89.236
140.417,3.062,31.253,86.805
140.458,3.064,31.301,86.659
140.500,3.065,31.387,86.868
140.542,3.066,31.282,86.859
140.583,3.068,31.061,86.990
140.625,3.067,30.981,87.029
140.667,3.066,31.015,86.921
140.708,3.065,30.792,87.012
140.750,3.066,30.967,86.911
140.792,3.066,30.965,86.976
140.833,3.065,30.901,86.939
140.875,3.064,30.795,86.932
140.958,6.012,31.624,90.215
141.000,6.013,31.597,90.001
141.042,6.014,31.105,90.091
141.083,6.013,31.402,90.061
141.125,6.013,31.443,90.082
141.167,6.012,31.487,90.060
141.208,6.012,31.525,90.020
141.250,6.011,31.599,90.011
141.292,6.011,32.118,89.974
141.375,3.678,31.361,86.261
141.417,3.678,31.515,85.458
141.458,3.678,31.402,85.449
141.500,3.679,31.431,85.464
141.542,3.679,31.286,85.673
141.583,3.678,31.496,85.696
141.625,3.678,31.485,85.761
141.667,3.678,31.488,85.825
141.708,3.678,31.485,85.855
141.750,3.677,31.489,85.810
141.792,3.678,31.833,85.848
141.833,3.678,31.633,85.972
141.875,3.677,31.309,85.981
141.958,6.012,32.146,89.823
142.000,6.013,31.785,89.905
142.042,6.012,31.928,89.929
142.083,6.013,31.788,89.898
142.125,6.013,31.618,89.947
142.167,6.014,31.675,89.893
142.208,6.013,31.709,89.834
142.250,6.013,31.883,89.857
142.292,6.015,31.872,89.950
142.375,6.015,31.874,89.872
142.417,6.014,32.070,89.893
142.458,6.012,31.964,89.871
142.500,6.015,31.721,89.796
142.542,6.015,31.811,89.699
142.583,6.013,31.609,89.676
142.625,6.013,31.680,89.683
142.667,6.014,31.834,89.715
142.708,6.014,31.818,89.750
142.750,6.013,31.860,89.709
142.792,6.014,31.851,89.795
142.833,6.013,31.811,89.847
142.875,6.014,31.757,89.823
142.958,6.012,31.561,89.741
143.000,6.013,31.645,89.741
143.042,6.013,31.612,89.746
143.083,6.012,31.289,89.471
143.125,6.010,31.699,89.499
143.167,6.010,31.957,89.555
143.208,6.010,31.631,89.659
143.250,6.010,31.704,89.795
143.292,6.010,31.748,89.848
143.375,6.010,31.582,89.508
143.417,6.008,31.537,89.537
143.458,6.010,31.375,89.261
143.500,6.009,30.491,88.057
143.542,6.010,30.497,87.796
143.583,6.010,30.659,88.048
143.625,6.011,30.716,88.451
143.667,6.011,31.485,88.455
143.708,6.011,31.487,87.677
143.750,6.012,30.420,88.066
143.792,6.012,30.503,89.032
143.833,6.010,30.535,89.090
143.875,6.012,30.690,89.097
143.958,6.009,30.652,88.968
144.000,6.011,30.935,89.022
144.042,6.011,30.856,89.059
144.083,6.012,30.872,89.068
144.125,6.011,30.892,89.081
144.167,6.011,30.874,89.128
144.208,6.012,30.914,89.119
144.250,6.012,30.814,89.113
144.292,6.012,30.847,89.101
144.375,6.011,31.089,89.106
144.417,6.012,30.978,89.170
144.458,6.012,31.015,89.191
144.500,6.013,30.974,89.608
144.542,6.013,31.012,89.631
144.583,6.014,31.016,89.596
144.625,6.014,30.913,89.543
144.667,6.015,31.024,89.502
144.708,6.016,31.033,89.524
144.750,6.016,30.865,89.517
144.792,6.014,30.855,89.532
144.833,6.015,30.730,89.538
144.875,6.016,31.197,89.536
144.958,6.016,31.003,89.529
145.000,6.015,31.015,89.572
145.042,6.012,30.863,89.472
145.083,6.012,31.124,89.377
145.125,6.010,30.921,89.502
145.167,6.011,30.872,89.509
145.208,6.011,30.999,89.557
145.250,6.011,30.930,89.506
145.292,6.011,30.971,89.551
145.375,6.013,30.832,89.628
145.417,6.012,30.827,89.659
145.458,6.013,30.754,89.671
145.500,6.015,30.866,89.648
145.542,6.013,30.783,89.656
145.583,6.013,30.701,89.657
145.625,6.014,30.790,89.604
145.667,6.013,30.879,89.565
145.708,6.013,30.940,89.585
145.750,6.013,30.870,89.573
145.792,6.011,30.895,89.599
145.833,6.013,30.855,89.666
145.875,6.013,31.252,89.664
145.958,6.014,30.935,89.630
146.000,6.013,31.014,89.659
146.042,6.013,31.070,89.670
146.083,6.014,30.721,89.686
146.125,6.013,30.942,89.648
146.167,6.012,31.087,89.635
146.208,6.012,31.001,89.661
146.250,6.011,30.821,89.654
146.292,6.014,30.647,89.621
146.375,6.012,30.962,89.669
146.417,6.013,31.233,89.694
146.458,6.012,30.972,89.682
146.500,6.013,30.899,89.658
146.542,6.014,30.998,89.699
146.583,6.014,30.997,89.657
146.625,6.015,30.851,89.634
146.667,6.015,30.850,89.621
146.708,6.014,30.920,89.584
146.750,6.016,30.957,89.594
146.792,6.014,31.109,89.637
146.833,6.014,30.964,89.636
146.875,6.013,30.550,89.585
146.958,6.012,30.688,89.704
147.000,6.012,30.805,89.681
147.042,6.012,30.644,89.676
147.083,6.013,30.806,89.685
147.125,6.010,30.862,89.671
147.167,6.013,30.873,89.671
147.208,6.013,30.842,89.641
147.250,6.013,30.537,89.582
147.292,6.013,31.012,89.485
147.375,4.262,30.735,86.525
147.417,4.262,30.319,86.668
147.458,4.260,30.520,86.652
147.500,4.262,30.469,86.738
147.542,4.262,30.267,86.793
147.583,4.263,30.555,86.792
147.625,4.262,30.425,86.733
147.667,4.263,30.454,86.763
147.708,4.264,30.502,86.805
147.750,4.263,30.193,86.838
147.792,4.262,30.685,86.945
147.833,4.262,30.359,86.941
147.875,4.262,30.758,86.944
147.958,6.010,30.981,89.760
148.000,6.012,30.837,89.790
148.042,6.011,30.903,89.812
148.083,6.013,30.979,89.792
148.125,6.013,30.789,89.768
148.167,6.012,30.745,89.808
148.208,6.012,30.834,89.842
148.250,6.012,31.006,89.848
148.292,6.011,30.997,89.848
148.375,4.261,30.283,87.222
148.417,4.261,30.369,87.072
148.458,4.261,30.486,87.086
148.500,4.262,30.551,87.155
148.542,4.263,30.539,87.138
148.583,4.261,30.585,87.105
148.625,4.261,30.507,87.112
148.667,4.261,30.487,87.137
148.708,4.261,30.455,87.115
148.750,4.261,30.569,87.094
148.792,4.262,30.778,87.128
148.833,4.261,30.700,87.158
148.875,4.261,30.646,87.171
148.958,6.014,30.810,89.546
149.000,6.013,30.623,89.579
149.042,6.014,30.888,89.653
149.083,6.012,30.727,89.725
149.125,6.015,30.660,89.731
149.167,6.012,30.875,89.596
149.208,6.013,30.920,89.542
149.250,6.012,30.878,89.573
149.292,6.013,31.063,89.537
149.375,4.294,30.331,86.602
149.417,4.294,30.444,86.384
149.458,4.294,30.439,86.391
149.500,4.294,30.469,86.381
149.542,4.294,30.306,86.449
149.583,4.295,30.564,86.473
149.625,4.293,30.442,86.450
149.667,4.294,30.412,86.484
149.708,4.293,30.457,86.478
149.750,4.294,30.657,86.512
149.792,4.294,30.374,86.495
149.833,4.294,30.759,86.466
149.875,4.295,30.692,86.441
149.958,6.013,31.152,89.477
150.000,6.013,30.912,89.646
150.042,6.013,30.909,89.634
150.083,6.012,30.771,89.584
150.125,6.013,30.999,89.536
150.167,6.013,30.843,89.556
150.208,6.012,30.718,89.578
150.250,6.011,30.650,89.565
150.292,6.012,31.048,89.604
150.375,6.014,30.951,89.615
150.417,6.013,30.768,89.608
150.458,6.013,30.657,89.608
150.500,6.012,30.915,89.646
150.542,6.012,30.959,89.693
150.583,6.014,30.932,89.683
150.625,6.015,30.915,89.635
150.667,6.014,30.845,89.559
150.708,6.014,30.866,89.542
150.750,6.014,30.852,89.488
150.792,6.014,30.935,89.526
150.833,6.014,31.110,89.601
150.875,6.012,30.761,89.595
150.958,6.013,30.786,89.583
151.000,6.014,31.016,89.558
151.042,6.014,30.918,89.552
151.083,6.014,31.140,89.538
151.125,6.014,30.713,89.528
151.167,6.013,30.673,89.514
151.208,6.012,30.982,89.500
151.250,6.013,30.916,89.524
151.292,6.014,30.854,89.719
151.375,3.678,30.391,86.879
151.417,3.677,30.717,86.598
151.458,3.678,30.555,86.599
151.500,3.678,30.603,86.617
151.542,3.678,30.497,86.635
151.583,3.679,30.673,86.636
151.625,3.680,30.645,86.658
151.667,3.679,30.636,86.592
151.708,3.680,30.568,86.621
151.750,3.678,30.597,86.612
151.792,3.678,30.621,86.614
151.833,3.679,30.715,86.634
151.875,3.679,30.731,86.655
151.958,6.012,31.250,89.607
152.000,6.013,31.091,89.728
152.042,6.012,31.222,89.731
152.083,6.013,31.054,89.740
152.125,6.013,31.322,89.743
152.167,6.013,31.076,89.782
152.208,6.012,30.946,89.776
152.250,6.014,31.417,89.779
152.292,6.015,31.112,89.739
152.375,6.013,31.087,89.721
152.417,6.013,31.166,89.705
152.458,6.015,31.013,89.728
152.500,6.013,30.765,89.719
152.542,6.012,31.131,89.730
152.583,6.014,31.138,89.744
152.625,6.015,31.011,89.745
152.667,6.014,31.129,89.726
152.708,6.013,30.983,89.672
152.750,6.013,31.398,89.712
152.792,6.014,31.104,89.765
152.833,6.013,31.141,89.793
152.875,6.013,31.150,89.754
152.958,6.014,31.225,89.756
153.000,6.013,31.283,89.753
153.042,6.015,31.080,89.702
153.083,6.014,31.026,89.644
153.125,6.014,30.853,89.629
153.167,6.015,31.076,89.679
153.208,6.014,31.138,89.680
153.250,6.014,31.209,89.645
153.292,6.014,30.941,89.674
153.375,6.014,31.206,89.596
153.417,6.014,31.193,89.630
153.458,6.014,30.987,89.655
153.500,6.014,31.037,89.669
153.542,6.014,30.857,89.678
153.583,6.015,31.279,89.701
153.625,6.015,31.013,89.640
153.667,6.014,31.025,89.640
153.708,6.015,31.001,89.647
153.750,6.013,31.122,89.662
153.792,6.015,31.199,89.675
153.833,6.014,31.132,89.681
153.875,6.013,31.254,89.712
153.958,6.016,31.361,89.710
154.000,6.016,31.220,89.663
154.042,6.017,31.156,89.680
154.083,6.016,30.977,89.670
154.125,6.014,31.137,89.639
154.167,6.014,31.331,89.661
154.208,6.014,31.269,89.649
154.250,6.013,31.172,89.644
154.292,6.014,31.191,89.681
154.375,3.064,30.409,85.046
154.417,3.064,30.331,84.703
154.458,3.064,30.432,84.718
154.500,3.063,30.682,84.625
154.542,3.370,30.479,85.295
154.583,3.370,30.406,85.912
154.625,3.370,30.290,86.002
154.667,3.370,30.367,85.989
154.708,3.065,30.423,85.001
154.750,3.064,30.452,84.915
154.792,3.062,30.323,84.813
154.833,3.063,30.334,84.919
154.875,3.063,30.083,84.905
154.958,6.010,30.985,89.463
155.000,6.011,30.863,89.837
155.042,6.011,30.843,89.883
155.083,6.011,30.992,89.871
155.125,6.010,31.012,89.855
155.167,6.012,30.694,89.815
155.208,6.012,31.073,89.755
155.250,6.011,30.987,89.709
155.292,6.014,31.021,89.583
155.375,3.063,30.363,85.676
155.417,3.062,30.370,85.387
155.458,3.369,30.647,85.383
155.500,3.368,30.298,85.900
155.542,3.368,30.346,86.058
155.583,3.674,30.401,86.878
155.625,3.063,30.391,86.414
155.667,3.063,30.205,85.904
155.708,3.063,30.142,85.714
155.750,3.063,30.337,85.663
155.792,3.063,30.402,85.628
155.833,3.064,30.067,85.614
155.875,3.063,30.248,85.575
155.958,6.010,30.996,89.575
156.000,6.009,31.075,89.800
156.042,6.010,30.666,89.776
156.083,6.009,30.569,89.801
156.125,6.010,30.971,89.845
156.167,6.012,30.901,89.757
156.208,6.010,30.927,89.755
156.250,6.011,30.830,89.788
156.292,6.012,30.824,89.763
156.375,3.065,30.341,85.805
156.417,3.063,30.385,85.639
156.458,3.063,30.529,85.650
156.500,3.063,30.419,85.654
156.542,3.064,30.389,85.727
156.583,3.064,30.433,85.753
156.625,3.064,30.436,85.759
156.667,3.064,30.132,85.796
156.708,3.064,30.274,85.759
156.750,3.063,30.087,85.701
156.792,3.063,30.190,85.675
156.833,3.063,30.340,85.833
156.875,3.062,30.342,85.914
156.958,6.010,31.171,89.827
157.000,6.012,30.824,89.901
157.042,6.011,30.760,89.877
157.083,6.011,30.944,89.920
157.125,6.012,30.819,89.928
157.167,6.011,31.021,89.941
157.208,6.010,30.824,89.916
157.250,6.011,30.977,89.866
157.292,6.010,31.061,89.804
157.375,3.063,30.643,85.924
157.417,3.064,30.367,85.697
157.458,3.064,30.444,85.665
157.500,3.064,30.448,85.679
157.542,3.065,30.282,85.745
157.583,3.065,30.306,85.769
157.625,3.063,30.550,85.811
157.667,3.066,30.407,85.762
157.708,3.064,30.511,85.804
157.750,3.063,30.474,85.859
157.792,3.064,30.545,85.838
157.833,3.064,30.631,85.839
157.875,3.064,30.540,85.844
157.958,6.012,30.930,90.139
158.000,6.012,30.962,89.892
158.042,6.012,31.268,89.920
158.083,6.011,30.960,89.919
158.125,6.009,30.848,89.886
158.167,6.010,31.011,89.852
158.208,6.010,31.007,89.851
158.250,6.012,30.825,89.842
158.292,6.010,30.834,89.786
158.375,2.452,30.428,85.967
158.417,2.452,30.770,85.477
158.458,2.452,30.616,85.128
158.500,2.452,30.468,85.075
158.542,2.452,30.482,85.124
158.583,2.452,30.425,85.157
158.625,2.452,30.502,85.136
158.667,2.452,30.445,85.403
158.708,2.453,30.630,85.316
158.750,2.452,30.410,85.235
158.792,2.452,30.426,85.188
158.833,2.451,30.508,85.167
158.875,2.451,30.450,85.084
158.958,5.793,31.063,89.879
159.000,5.795,30.993,89.676
159.042,5.795,30.959,89.617
159.083,5.795,30.988,89.592
159.125,5.795,31.224,89.596
159.167,5.796,30.729,89.570
159.208,5.797,30.642,89.548
159.250,5.795,31.021,89.549
159.292,5.797,31.128,89.542
159.375,5.797,31.057,89.521
159.417,5.798,31.141,89.526
159.458,5.798,30.940,89.515
159.500,5.797,30.748,89.557
159.542,5.797,31.102,89.570
159.583,5.798,31.088,89.564
159.625,5.797,30.916,89.561
159.667,5.798,31.253,89.523
159.708,5.796,30.953,89.345
159.750,5.796,31.091,89.480
159.792,5.794,30.976,89.536
