DOL,CD,FI3312B
54.250,6.014,29.939
54.292,6.014,30.067
54.375,6.014,30.079
54.417,6.013,30.016
54.458,6.014,29.994
54.500,6.015,30.152
54.542,6.014,30.014
54.583,6.014,30.117
54.625,6.015,29.870
54.667,6.015,30.154
54.708,6.015,29.959
54.750,6.015,29.852
54.792,6.016,30.283
54.833,6.014,29.941
54.875,6.015,29.963
54.958,6.014,30.070
55.000,6.015,30.196
55.042,6.013,30.184
55.083,6.014,30.095
55.125,6.012,29.917
55.167,6.012,30.081
55.208,6.013,29.950
55.250,6.013,29.946
55.292,6.013,30.236
55.375,6.011,29.942
55.417,6.014,29.888
55.458,6.014,29.970
55.500,6.014,30.137
55.542,6.014,29.837
55.583,6.016,30.006
55.625,6.014,30.104
55.667,6.015,30.113
55.708,6.014,30.132
55.750,6.015,30.066
55.792,6.015,30.044
55.833,6.014,29.909
55.875,6.014,29.994
55.958,6.015,30.028
56.000,6.013,29.837
56.042,6.013,30.038
56.083,6.013,29.881
56.125,6.014,29.997
56.167,6.013,30.031
56.208,6.013,30.060
56.250,6.015,29.913
56.292,6.013,30.010
56.375,6.014,30.016
56.417,6.014,29.802
56.458,6.014,29.911
56.500,6.015,29.919
56.542,6.014,29.707
56.583,6.014,30.042
56.625,6.015,29.854
56.667,6.015,29.752
56.708,6.015,29.915
56.750,6.015,29.997
56.792,6.014,30.019
56.833,6.014,29.827
56.875,6.015,30.798
56.958,6.013,30.996
57.000,6.014,30.748
57.042,6.015,30.525
57.083,6.014,30.753
57.125,6.013,30.556
57.167,6.013,30.685
57.208,6.014,30.669
57.250,6.014,30.856
57.292,6.014,30.474
57.375,6.014,30.695
57.417,6.014,30.765
57.458,6.014,30.680
57.500,6.015,30.729
57.542,6.015,30.669
57.583,6.014,30.651
57.625,6.014,30.656
57.667,6.013,30.887
57.708,6.014,30.622
57.750,6.014,30.753
57.792,6.014,30.825
57.833,6.014,30.806
57.875,6.012,30.833
57.958,6.013,30.749
58.000,6.013,30.698
58.042,6.013,30.862
58.083,6.013,30.695
58.125,6.012,30.773
58.167,6.011,30.707
58.208,6.012,30.425
58.250,6.013,30.588
58.292,6.012,30.551
58.375,6.014,30.653
58.417,6.014,30.687
58.458,6.014,30.810
58.500,6.014,30.906
58.542,6.016,30.646
58.583,6.015,30.601
58.625,6.015,30.665
58.667,6.017,30.695
58.708,6.017,30.618
58.750,6.016,30.673
58.792,6.016,30.516
58.833,6.014,30.658
58.875,6.016,30.818
58.958,6.016,30.785
59.000,6.016,30.507
59.042,6.016,30.557
59.083,6.016,30.935
59.125,6.013,30.671
59.167,6.014,30.651
59.208,6.014,30.675
59.250,6.014,30.420
59.292,6.013,30.671
59.375,6.014,30.521
59.417,6.016,30.753
59.458,6.015,30.703
59.500,6.016,30.742
59.542,6.016,30.702
59.583,6.016,30.694
59.625,6.016,30.608
59.667,6.015,30.798
59.708,6.015,30.651
59.750,6.016,30.796
59.792,6.015,30.627
59.833,6.015,30.808
59.875,6.015,30.940
59.958,6.015,30.687
60.000,6.014,30.506
60.042,6.013,30.584
60.083,6.011,30.692
60.125,6.012,30.650
60.167,6.013,30.691
60.208,6.013,30.652
60.250,6.014,30.609
60.292,6.013,30.457
60.375,6.014,30.673
60.417,6.015,30.648
60.458,6.015,30.704
60.500,6.015,30.543
60.542,6.014,30.766
60.583,6.016,30.751
60.625,6.015,30.915
60.667,6.016,30.838
60.708,6.017,30.527
60.750,6.015,30.850
60.792,6.015,30.916
60.833,6.015,30.945
60.875,6.015,30.633
60.958,6.013,30.834
61.000,6.014,30.822
61.042,6.015,31.031
61.083,6.015,30.806
61.125,6.015,30.872
61.167,6.016,30.814
61.208,6.014,30.666
61.250,6.015,30.589
61.292,6.016,30.801
61.375,6.015,30.813
61.417,6.015,30.801
61.458,6.017,31.009
61.500,6.017,30.776
61.542,6.017,30.639
61.583,6.016,30.532
61.625,6.016,30.898
61.667,6.014,30.660
61.708,6.016,30.376
61.750,6.014,30.662
61.792,6.014,30.710
61.833,6.015,30.644
61.875,6.015,30.600
61.958,6.014,30.792
62.000,6.015,30.596
62.042,6.015,30.737
62.083,6.015,30.572
62.125,6.014,30.797
62.167,6.015,30.654
62.208,6.015,30.738
62.250,6.015,30.369
62.292,6.013,30.481
62.375,6.012,30.154
62.417,6.014,30.666
62.458,6.012,30.536
62.500,6.013,30.362
62.542,6.015,30.517
62.583,6.013,30.311
62.625,6.014,30.655
62.667,6.013,30.615
62.708,6.014,30.532
62.750,6.012,30.520
62.792,6.014,30.359
62.833,6.011,30.650
62.875,6.014,30.553
62.958,6.014,30.465
63.000,6.013,30.726
63.042,6.014,30.545
63.083,6.014,30.489
63.125,6.014,30.523
63.167,6.014,30.342
63.208,6.014,30.337
63.250,6.014,30.248
63.292,6.012,30.285
63.375,4.247,29.420
63.417,2.451,30.126
63.458,2.452,30.405
63.500,2.451,30.311
63.542,2.451,30.466
63.583,2.452,30.514
63.625,2.453,30.679
63.667,2.453,30.110
63.708,2.452,30.263
63.750,2.452,30.385
63.792,2.451,30.030
63.833,2.451,30.519
63.875,2.452,30.038
63.958,6.010,31.413
64.000,6.009,31.191
64.042,6.010,31.109
64.083,6.010,31.177
64.125,6.009,31.180
64.167,6.009,31.074
64.208,6.009,31.175
64.250,6.009,31.123
64.292,6.009,31.048
64.375,2.756,30.486
64.417,2.756,30.683
64.458,2.757,30.398
64.500,2.756,30.521
64.542,2.757,30.393
64.583,2.757,30.462
64.625,2.758,30.557
64.667,2.757,30.439
64.708,2.757,30.534
64.750,2.758,30.405
64.792,2.757,30.121
64.833,2.757,30.454
64.875,2.756,30.188
64.958,6.010,31.093
65.000,6.008,30.989
65.042,6.009,31.003
65.083,6.008,30.959
65.125,6.008,30.988
65.167,6.007,30.816
65.208,6.008,31.012
65.250,6.008,30.969
65.292,6.008,30.952
65.375,6.008,31.092
65.417,6.010,30.884
65.458,6.011,31.110
65.500,6.012,30.927
65.542,6.012,31.027
65.583,6.013,31.367
65.625,6.013,31.106
65.667,6.011,31.400
65.708,6.011,31.116
65.750,6.013,31.042
65.792,6.012,31.004
65.833,6.012,31.212
65.875,6.012,30.976
65.958,6.011,30.922
66.000,6.010,31.118
66.042,6.012,31.075
66.083,6.010,31.072
66.125,6.010,30.717
66.167,6.009,31.125
66.208,6.009,30.972
66.250,6.010,30.979
66.292,6.011,30.775
66.375,2.726,30.118
66.417,2.726,30.534
66.458,2.726,30.169
66.500,2.727,30.340
66.542,2.727,30.622
66.583,2.726,30.649
66.625,2.726,30.399
66.667,3.309,29.971
66.708,3.309,30.379
66.750,3.308,30.208
66.792,3.307,30.413
66.833,3.307,30.197
66.875,3.308,30.139
66.958,6.009,31.061
67.000,6.008,30.958
67.042,6.009,31.013
67.083,6.010,30.967
67.125,6.012,30.923
67.167,6.010,30.863
67.208,6.010,30.525
67.250,6.011,30.943
67.292,6.010,31.065
67.375,3.282,30.284
67.417,3.282,30.694
67.458,3.283,30.408
67.500,3.282,30.542
67.542,3.282,30.410
67.583,3.282,30.119
67.625,3.281,30.367
67.667,3.281,31.334
67.708,3.280,31.237
67.750,3.280,30.588
67.792,2.759,30.855
67.833,2.758,30.783
67.875,2.759,30.932
67.958,6.012,31.144
68.000,6.012,31.095
68.042,6.012,30.394
68.083,6.013,30.420
68.125,6.011,30.418
68.167,6.010,30.293
68.208,6.011,30.530
68.250,6.012,30.267
68.292,6.013,30.462
68.375,6.012,30.855
68.417,6.015,30.888
68.458,6.016,30.713
68.500,6.016,30.640
68.542,6.015,30.575
68.583,6.014,30.789
68.625,6.012,30.865
68.667,6.012,31.147
68.708,6.015,30.919
68.750,6.015,30.747
68.792,6.016,31.024
68.833,6.014,30.775
68.875,6.014,30.686
68.958,6.014,30.694
69.000,6.012,30.626
69.042,6.011,30.751
69.083,6.012,30.652
69.125,6.010,30.606
69.167,6.010,30.731
69.208,6.012,30.857
69.250,6.011,30.853
69.292,6.010,30.556
69.375,6.014,30.615
69.417,6.014,31.036
69.458,6.014,31.032
69.500,6.015,30.885
69.542,6.016,30.841
69.583,6.016,31.016
69.625,6.016,30.986
69.667,6.016,30.719
69.708,6.015,31.030
69.750,6.015,30.802
69.792,6.016,30.828
69.833,6.015,30.964
69.875,6.015,31.028
69.958,6.013,30.883
70.000,6.014,30.797
70.042,6.014,30.775
70.083,6.015,31.029
70.125,6.013,30.933
70.167,6.014,30.941
70.208,6.013,30.398
70.250,6.013,30.627
70.292,6.013,30.535
70.375,3.039,30.199
70.417,2.456,29.952
70.458,2.455,30.385
70.500,2.455,30.077
70.542,2.455,30.296
70.583,2.455,29.919
70.625,2.454,29.913
70.667,2.454,30.129
70.708,2.454,29.827
70.750,2.452,30.038
70.792,2.453,29.785
70.833,2.452,29.888
70.875,2.453,29.987
70.958,6.012,30.630
71.000,6.012,30.805
71.042,6.014,30.707
71.083,6.013,30.818
71.125,6.013,30.686
71.167,6.012,30.706
71.208,6.012,30.985
71.250,6.011,30.840
71.292,6.012,30.921
71.375,2.728,29.926
71.417,2.453,30.995
71.458,2.453,31.164
71.500,2.452,30.642
71.542,2.453,30.719
71.583,2.452,30.895
71.625,2.452,30.708
71.667,2.452,30.897
71.708,2.453,30.793
71.750,2.453,30.865
71.792,2.452,30.680
71.833,2.452,30.950
71.875,2.452,30.924
71.958,6.013,31.959
72.000,6.012,31.859
72.042,6.013,31.861
72.083,6.011,31.825
72.125,6.011,31.899
72.167,6.011,31.885
72.208,6.012,31.797
72.250,6.011,31.927
72.292,6.012,31.819
72.375,3.219,30.875
72.417,2.454,31.148
72.458,2.454,31.035
72.500,2.454,31.049
72.542,2.453,30.871
72.583,2.453,31.035
72.625,2.453,31.010
72.667,2.453,30.855
72.708,2.453,30.945
72.750,2.453,30.773
72.792,2.454,30.596
72.833,2.452,30.981
72.875,2.452,30.943
72.958,6.011,30.981
73.000,6.013,31.056
73.042,6.012,30.796
73.083,6.012,30.744
73.125,6.012,30.711
73.167,6.012,30.738
73.208,6.013,30.810
73.250,6.012,30.896
73.292,6.013,30.993
73.375,2.454,29.719
73.417,2.454,30.065
73.458,2.454,29.986
73.500,2.454,30.036
73.542,2.452,29.965
73.583,2.453,30.120
73.625,2.453,29.951
73.667,2.453,29.915
73.708,2.453,30.013
73.750,2.452,30.048
73.792,2.452,29.888
73.833,2.453,29.992
73.875,2.452,30.212
73.958,6.012,30.816
74.000,6.013,31.159
74.042,6.013,30.946
74.083,6.011,30.774
74.125,6.011,30.885
74.167,6.011,30.675
74.208,6.011,30.720
74.250,6.012,30.824
74.292,6.011,30.861
74.375,2.453,30.054
74.417,2.453,30.121
74.458,2.454,30.300
74.500,2.454,30.044
74.542,2.454,30.236
74.583,2.454,30.340
74.625,2.454,30.276
74.667,2.453,30.058
74.708,2.454,29.970
74.750,2.454,29.899
74.792,2.453,30.048
74.833,2.453,29.970
74.875,2.453,30.048
74.958,6.012,31.152
75.000,6.013,30.899
75.042,6.014,30.840
75.083,6.012,30.988
75.125,6.012,30.946
75.167,6.011,30.826
75.208,6.012,31.087
75.250,6.013,31.045
75.292,6.011,31.159
75.375,6.013,30.700
75.417,6.013,30.822
75.458,6.014,30.580
75.500,6.014,30.805
75.542,6.014,30.643
75.583,6.015,30.708
75.625,6.015,30.653
75.667,6.016,30.982
75.708,6.014,30.681
75.750,6.016,30.767
75.792,6.016,30.764
75.833,6.016,30.590
75.875,6.016,30.611
75.958,6.015,30.649
76.000,6.015,30.725
76.042,6.015,30.842
76.083,6.014,30.780
76.125,6.014,30.799
76.167,6.014,30.565
76.208,6.014,30.839
76.250,6.014,30.904
76.292,6.013,30.471
76.375,6.014,30.639
76.417,6.013,30.665
76.458,6.014,30.791
76.500,6.014,30.757
76.542,6.016,30.829
76.583,6.014,30.815
76.625,6.014,30.813
76.667,6.015,30.811
76.708,6.014,30.785
76.750,6.015,30.791
76.792,6.014,31.007
76.833,6.014,30.812
76.875,6.014,30.979
76.958,6.014,30.912
77.000,6.012,31.069
77.042,6.014,31.227
77.083,6.013,30.917
77.125,6.014,30.966
77.167,6.012,30.925
77.208,6.014,30.915
77.250,6.012,30.936
77.292,6.012,30.953
77.375,2.761,29.878
77.417,2.760,30.039
77.458,2.761,29.913
77.500,2.761,29.962
77.542,2.759,29.941
77.583,2.758,29.776
77.625,2.758,29.905
77.667,2.759,30.055
77.708,2.758,30.223
77.750,2.759,29.899
77.792,2.759,30.023
77.833,2.758,29.880
77.875,2.759,29.961
77.958,6.012,30.863
78.000,6.014,30.875
78.042,6.012,30.708
78.083,6.011,30.653
78.125,6.011,30.625
78.167,6.011,30.924
78.208,6.013,30.349
78.250,6.010,30.631
78.292,6.011,30.515
78.375,2.759,29.947
78.417,2.759,29.852
78.458,2.759,29.768
78.500,2.759,29.960
78.542,2.760,30.152
78.583,2.759,30.168
78.625,2.759,29.920
78.667,2.760,30.105
78.708,2.760,29.874
78.750,2.760,30.119
78.792,2.759,30.105
78.833,2.759,29.825
78.875,2.759,29.755
78.958,6.011,30.835
79.000,6.009,30.600
79.042,6.009,30.771
79.083,6.010,30.967
79.125,6.011,30.650
79.167,6.011,30.625
79.208,6.011,30.705
79.250,6.010,30.884
79.292,6.010,30.718
79.375,2.759,30.026
79.417,2.759,29.814
79.458,2.759,30.076
79.500,2.759,30.127
79.542,2.759,30.143
79.583,2.759,30.064
79.625,2.759,29.881
79.667,2.759,30.048
79.708,2.759,30.146
79.750,2.759,29.932
79.792,2.758,29.850
79.833,2.758,30.016
79.875,2.758,30.057
79.958,6.011,30.541
80.000,6.009,30.623
80.042,6.010,30.701
80.083,6.009,30.561
80.125,6.009,30.921
80.167,6.011,30.633
80.208,6.011,30.534
80.250,6.013,30.563
80.292,6.012,30.589
80.375,2.758,29.983
80.417,2.758,30.126
80.458,2.758,30.083
80.500,2.758,30.010
80.542,2.758,29.891
80.583,2.759,30.301
80.625,2.759,30.038
80.667,2.758,30.123
80.708,2.758,30.032
80.750,2.758,30.059
80.792,2.758,29.991
80.833,2.758,29.782
80.875,2.758,29.957
80.958,6.012,31.154
81.000,6.011,30.953
81.042,6.013,30.961
81.083,6.012,30.874
81.125,6.013,30.731
81.167,6.012,30.937
81.208,6.012,30.811
81.250,6.012,30.757
81.292,6.013,30.866
81.375,2.759,30.282
81.417,2.759,30.005
81.458,2.759,30.072
81.500,2.758,30.012
81.542,2.758,29.811
81.583,2.758,29.909
81.625,2.757,30.156
81.667,2.757,30.187
81.708,2.758,30.019
81.750,2.757,30.043
81.792,2.758,30.046
81.833,2.757,30.061
81.875,2.758,29.872
81.958,6.010,30.956
82.000,6.011,30.837
82.042,6.011,30.964
82.083,6.012,30.781
82.125,6.012,30.659
82.167,6.011,30.968
82.208,6.011,30.883
82.250,6.011,30.804
82.292,6.012,30.718
82.375,6.011,30.797
82.417,6.012,30.970
82.458,6.011,30.806
82.500,6.012,30.798
82.542,6.010,30.839
82.583,6.010,30.883
82.625,6.011,30.999
82.667,6.012,30.884
82.708,6.011,30.952
82.750,6.011,30.863
82.792,6.010,30.720
82.833,6.010,31.055
82.875,6.011,31.079
82.958,6.012,30.929
83.000,6.009,31.157
83.042,6.010,30.861
83.083,6.011,30.872
83.125,6.010,31.026
83.167,6.013,30.938
83.208,6.010,31.155
83.250,6.011,30.995
83.292,6.011,31.119
83.375,6.013,31.097
83.417,6.012,30.702
83.458,6.012,30.768
83.500,6.012,30.927
83.542,6.012,30.808
83.583,6.011,30.665
83.625,6.011,30.689
83.667,6.011,30.681
83.708,6.011,30.736
83.750,6.012,30.761
83.792,6.010,30.938
83.833,6.010,30.682
83.875,6.012,30.975
83.958,6.011,30.960
84.000,6.011,30.743
84.042,6.012,30.923
84.083,6.011,30.939
84.125,6.011,30.924
84.167,6.011,30.877
84.208,6.011,30.834
84.250,6.011,30.881
84.292,6.011,30.830
84.375,6.012,30.729
84.417,6.008,30.705
84.458,6.013,30.844
84.500,6.014,30.971
84.542,6.013,30.649
84.583,6.014,30.997
84.625,6.015,30.842
84.667,6.013,31.085
84.708,6.014,30.970
84.750,6.013,30.736
84.792,6.015,31.133
84.833,6.014,31.026
84.875,6.014,30.979
84.958,6.013,30.944
85.000,6.013,30.844
85.042,6.013,30.828
85.083,6.012,31.069
85.125,6.012,31.086
85.167,6.011,30.950
85.208,6.012,31.013
85.250,6.011,31.076
85.292,6.013,30.863
85.375,6.013,30.861
85.417,6.015,30.896
85.458,6.015,30.817
85.500,6.014,30.989
85.542,6.014,30.813
85.583,6.014,30.743
85.625,6.015,30.748
85.667,6.015,30.891
85.708,6.015,30.808
85.750,6.014,30.906
85.792,6.013,30.961
85.833,6.013,30.914
85.875,6.011,31.094
85.958,6.012,31.037
86.000,6.010,30.909
86.042,6.012,31.071
86.083,6.011,30.843
86.125,6.012,30.895
86.167,6.012,31.040
86.208,6.012,30.810
86.250,6.012,30.903
86.292,6.012,31.334
86.375,6.013,30.880
86.417,6.014,30.860
86.458,6.014,31.121
86.500,6.015,30.983
86.542,6.015,30.836
86.583,6.015,30.863
86.625,6.015,30.951
86.667,6.015,30.837
86.708,6.014,30.939
86.750,6.016,30.990
86.792,6.015,31.088
86.833,6.015,31.093
86.875,6.015,31.036
86.958,6.014,30.882
87.000,6.014,30.863
87.042,6.012,30.888
87.083,6.012,30.840
87.125,6.012,30.724
87.167,6.012,30.891
87.208,6.012,30.705
87.250,6.010,30.826
87.292,6.011,30.959
87.375,6.012,30.904
87.417,6.015,30.742
87.458,6.014,30.923
87.500,6.014,30.983
87.542,6.013,31.059
87.583,6.014,30.973
87.625,6.014,30.878
87.667,6.013,31.236
87.708,6.015,30.893
87.750,6.014,30.979
87.792,6.014,31.231
87.833,6.013,31.226
87.875,6.014,30.937
87.958,6.011,31.088
88.000,6.012,31.044
88.042,6.012,30.974
88.083,6.012,30.968
88.125,6.013,30.943
88.167,6.012,30.961
88.208,6.012,30.890
88.250,6.012,30.907
88.292,6.012,30.965
88.375,6.014,31.017
88.417,6.014,30.989
88.458,6.014,30.930
88.500,6.015,31.122
88.542,6.015,31.020
88.583,6.015,30.880
88.625,6.016,31.000
88.667,6.015,30.876
88.708,6.015,30.925
88.750,6.015,30.857
88.792,6.013,30.967
88.833,6.014,31.032
88.875,6.013,31.079
88.958,6.013,30.887
89.000,6.013,30.888
89.042,6.012,30.754
89.083,6.013,31.009
89.125,6.013,30.852
89.167,6.012,30.892
89.208,6.011,31.087
89.250,6.012,30.966
89.292,6.012,30.844
89.375,6.012,30.954
89.417,6.013,30.713
89.458,6.012,30.744
89.500,6.014,30.750
89.542,6.014,30.785
89.583,6.016,31.012
89.625,6.014,30.872
89.667,6.014,30.815
89.708,6.014,30.805
89.750,6.013,30.719
89.792,6.015,30.833
89.833,6.014,30.717
89.875,6.016,30.638
89.958,6.012,30.916
90.000,6.013,30.899
90.042,6.014,30.812
90.083,6.012,31.006
90.125,6.012,30.646
90.167,6.012,30.767
90.208,6.012,30.907
90.250,6.012,31.021
90.292,6.014,30.907
90.375,6.012,30.652
90.417,6.011,30.810
90.458,6.016,30.852
90.500,4.264,30.354
90.542,4.263,30.650
90.583,4.262,30.568
90.625,4.263,30.724
90.667,6.014,31.037
90.708,6.013,30.885
90.750,6.013,31.030
90.792,6.014,30.949
90.833,6.015,31.056
90.875,6.014,31.062
90.958,6.013,30.664
91.000,6.013,31.021
91.042,6.013,30.897
91.083,6.013,30.859
91.125,6.013,30.828
91.167,6.011,31.021
91.208,6.012,30.904
91.250,6.012,30.978
91.292,6.012,30.804
91.375,6.013,30.730
91.417,6.012,30.898
91.458,6.013,30.921
91.500,6.014,30.863
91.542,6.015,30.647
91.583,6.014,30.776
91.625,6.015,30.925
91.667,6.014,30.763
91.708,6.015,30.711
91.750,6.014,30.686
91.792,6.013,30.833
91.833,6.014,30.878
91.875,6.013,30.774
91.958,6.014,30.840
92.000,6.013,30.496
92.042,6.013,30.788
92.083,6.011,30.725
92.125,6.013,30.934
92.167,6.012,30.804
92.208,6.015,30.718
92.250,6.013,30.624
92.292,6.012,30.594
92.375,2.760,30.022
92.417,2.759,30.047
92.458,2.759,29.899
92.500,2.760,30.007
92.542,2.760,29.725
92.583,2.760,29.801
92.625,2.759,30.080
92.667,2.759,29.886
92.708,2.759,30.025
92.750,2.758,30.062
92.792,2.758,30.003
92.833,2.759,29.921
92.875,2.759,29.977
92.958,6.043,30.855
93.000,6.013,30.720
93.042,6.012,30.617
93.083,6.012,30.798
93.125,6.012,30.689
93.167,6.012,30.625
93.208,6.012,30.589
93.250,6.015,30.625
93.292,6.014,30.518
93.375,2.760,30.038
93.417,2.760,30.226
93.458,2.760,30.025
93.500,2.761,30.341
93.542,2.761,30.253
93.583,2.761,30.222
93.625,2.760,30.133
93.667,2.760,29.937
93.708,2.759,30.172
93.750,2.758,29.968
93.792,2.758,30.228
93.833,2.758,30.154
93.875,2.758,30.369
93.958,6.043,31.152
94.000,6.010,30.948
94.042,6.012,30.847
94.083,6.011,30.824
94.125,6.013,30.976
94.167,6.012,30.970
94.208,6.014,31.012
94.250,6.013,30.599
94.292,6.014,30.839
94.375,2.760,29.935
94.417,2.759,30.214
94.458,2.760,30.070
94.500,2.760,30.095
94.542,2.760,30.125
94.583,2.760,30.146
94.625,2.759,29.974
94.667,2.760,30.313
94.708,2.760,30.376
94.750,2.760,30.325
94.792,2.759,30.167
94.833,2.758,30.141
94.875,2.759,30.219
94.958,6.012,30.840
95.000,6.013,31.053
95.042,6.012,31.152
95.083,6.013,31.206
95.125,6.012,30.912
95.167,6.013,31.090
95.208,6.012,30.791
95.250,6.013,31.080
95.292,6.013,31.148
95.375,6.013,30.867
95.417,6.013,31.166
95.458,6.014,30.795
95.500,6.014,30.962
95.542,6.015,30.995
95.583,6.014,30.829
95.625,6.016,30.945
95.667,6.015,31.002
95.708,6.016,30.830
95.750,6.015,30.890
95.792,6.016,31.258
95.833,6.013,30.926
95.875,6.014,31.116
95.958,6.014,30.934
96.000,6.013,30.864
96.042,6.015,30.986
96.083,6.013,30.995
96.125,6.014,30.688
96.167,6.013,30.828
96.208,6.012,30.966
96.250,6.014,30.965
96.292,6.014,30.936
96.375,6.014,30.762
96.417,6.013,30.860
96.458,6.014,30.898
96.500,6.014,30.911
96.542,6.014,30.721
96.583,6.013,30.932
96.625,6.014,31.104
96.667,6.013,30.945
96.708,6.014,30.881
96.750,6.015,30.971
96.792,6.015,30.944
96.833,6.015,30.812
96.875,6.015,31.010
96.958,6.012,30.883
97.000,6.013,30.949
97.042,6.013,31.015
97.083,6.012,31.157
97.125,6.011,31.131
97.167,6.014,30.925
97.208,6.012,30.949
97.250,6.012,31.082
97.292,6.012,31.055
97.375,6.012,30.991
97.417,6.014,30.856
97.458,6.014,30.993
97.500,6.013,30.724
97.542,6.013,31.027
97.583,6.013,31.118
97.625,6.014,30.914
97.667,6.015,31.218
97.708,6.014,30.986
97.750,6.012,30.993
97.792,6.014,30.989
97.833,6.014,31.086
97.875,6.013,31.082
97.958,6.012,30.877
98.000,6.014,30.969
98.042,6.013,30.949
98.083,6.014,31.115
98.125,6.013,31.230
98.167,6.014,30.986
98.208,6.012,31.063
98.250,6.013,31.163
98.292,6.011,31.010
98.375,3.678,30.668
98.417,3.676,30.586
98.458,3.065,30.144
98.500,3.064,30.262
98.542,3.064,29.959
98.583,3.065,30.027
98.625,3.065,29.927
98.667,3.066,30.074
98.708,3.065,30.190
98.750,3.066,30.309
98.792,3.065,30.270
98.833,3.064,30.325
98.875,6.010,30.792
98.958,6.009,30.862
99.000,6.010,31.019
99.042,6.010,30.814
99.083,6.009,30.710
99.125,6.009,30.737
99.167,6.010,30.880
99.208,6.011,30.825
99.250,6.010,30.746
99.292,6.010,30.935
99.375,3.064,30.049
99.417,3.064,30.087
99.458,3.064,30.139
99.500,3.064,30.230
99.542,3.064,30.018
99.583,3.064,30.043
99.625,3.065,30.196
99.667,3.064,30.072
99.708,3.065,30.115
99.750,3.064,30.061
99.792,3.062,29.992
99.833,3.063,30.152
99.875,3.063,30.193
99.958,6.011,30.798
100.000,6.010,30.858
100.042,6.010,30.611
100.083,6.010,30.785
100.125,6.011,30.800
100.167,6.011,30.582
100.208,6.010,30.732
100.250,6.012,30.959
100.292,6.011,30.746
100.375,3.063,30.199
100.417,3.064,30.291
100.458,3.064,29.982
100.500,3.064,29.991
100.542,3.063,30.105
100.583,3.064,30.055
100.625,3.064,30.078
100.667,3.064,30.157
100.708,3.065,30.169
100.750,3.064,30.294
100.792,3.065,30.055
100.833,3.063,30.101
100.875,3.063,30.325
100.958,6.011,31.055
101.000,6.011,31.003
101.042,6.013,30.961
101.083,6.012,30.840
101.125,6.013,30.982
101.167,6.012,31.028
101.208,6.012,30.888
101.250,6.012,30.762
101.292,6.014,30.921
101.375,2.455,30.000
101.417,2.453,30.299
101.458,2.454,30.038
101.500,2.453,29.993
101.542,2.454,30.128
101.583,2.455,30.105
101.625,2.454,29.952
101.667,2.454,30.065
101.708,2.455,30.321
101.750,2.452,30.151
101.792,2.452,29.899
101.833,2.452,30.049
101.875,2.452,30.410
101.958,6.011,31.240
102.000,6.011,30.978
102.042,6.012,31.058
102.083,6.013,31.298
102.125,6.012,31.241
102.167,6.012,31.211
102.208,6.013,30.855
102.250,6.011,30.992
102.292,6.012,31.190
102.375,2.454,30.300
102.417,2.454,29.994
102.458,2.453,30.032
102.500,2.453,30.333
102.542,2.453,30.151
102.583,2.453,30.296
102.625,2.453,30.330
102.667,2.453,30.203
102.708,2.454,30.622
102.750,2.453,30.403
102.792,2.453,30.393
102.833,2.452,30.295
102.875,2.453,30.248
102.958,6.011,31.107
103.000,6.013,31.066
103.042,6.011,31.037
103.083,6.011,31.324
103.125,6.012,31.253
103.167,6.014,31.137
103.208,6.012,31.044
103.250,6.012,31.199
103.292,6.015,31.189
103.375,6.014,31.253
103.417,6.013,31.358
103.458,6.014,31.120
103.500,6.014,31.114
103.542,6.013,31.010
103.583,6.015,31.124
103.625,6.013,31.013
103.667,6.014,30.947
103.708,6.014,31.086
103.750,6.014,31.307
103.792,6.015,31.114
103.833,6.015,31.105
103.875,6.015,31.061
103.958,6.014,31.107
104.000,6.014,31.384
104.042,6.014,31.155
104.083,6.014,30.982
104.125,6.013,31.109
104.167,6.014,31.095
104.208,6.012,31.260
104.250,6.014,30.931
104.292,6.013,31.166
104.375,6.014,31.054
104.417,6.014,31.128
104.458,6.014,30.931
104.500,6.015,31.056
104.542,6.015,30.956
104.583,6.015,30.873
104.625,6.015,31.090
104.667,6.016,31.214
104.708,6.016,30.894
104.750,6.016,31.051
104.792,6.015,31.007
104.833,6.014,30.927
104.875,6.015,30.890
104.958,6.013,30.915
105.000,6.013,31.111
105.042,6.014,31.301
105.083,6.015,31.081
105.125,6.014,31.007
105.167,6.015,30.313
105.208,6.013,30.944
105.250,6.010,30.773
105.292,6.011,30.863
105.375,2.455,30.472
105.417,2.453,30.738
105.458,2.453,30.600
105.500,2.454,30.356
105.542,2.454,30.567
105.583,2.454,30.380
105.625,2.454,30.604
105.667,2.454,30.515
105.708,2.454,30.278
105.750,2.453,30.328
105.792,2.454,30.331
105.833,2.454,30.506
105.875,2.454,30.579
105.958,6.014,31.143
106.000,6.012,30.968
106.042,6.013,31.135
106.083,6.014,31.230
106.125,6.013,30.843
106.167,6.013,30.937
106.208,6.014,31.084
106.250,6.015,31.146
106.292,6.015,31.267
106.375,2.454,30.105
106.417,2.454,30.359
106.458,2.454,30.491
106.500,2.454,30.452
106.542,2.455,30.614
106.583,2.454,30.677
106.625,2.454,30.404
106.667,2.454,30.472
106.708,2.454,30.570
106.750,2.454,30.571
106.792,2.453,30.527
106.833,2.454,30.434
106.875,2.455,30.268
106.958,6.012,31.468
107.000,6.012,31.222
107.042,6.012,31.205
107.083,6.013,31.226
107.125,6.014,31.106
107.167,6.011,31.255
