CD,FI3312B,TI3302A
6.015,29.956,89.026
6.014,29.939,89.036
6.014,30.067,89.002
6.014,30.079,89.083
6.013,30.016,89.075
6.014,29.994,89.129
6.015,30.152,89.192
6.014,30.014,89.156
6.014,30.117,89.157
6.015,29.870,89.138
6.015,30.154,89.117
6.015,29.959,89.111
6.015,29.852,89.074
6.016,30.283,88.976
6.014,29.941,88.902
6.015,29.963,88.883
6.014,30.070,88.959
6.015,30.196,89.007
6.013,30.184,88.980
6.014,30.095,88.961
6.012,29.917,88.969
6.012,30.081,88.999
6.013,29.950,88.985
6.013,29.946,88.986
6.013,30.236,88.993
6.011,29.942,89.009
6.014,29.888,89.040
6.014,29.970,89.088
6.014,30.137,89.126
6.014,29.837,89.113
6.016,30.006,89.081
6.014,30.104,89.056
6.015,30.113,88.993
6.014,30.132,88.985
6.015,30.066,88.942
6.015,30.044,88.919
6.014,29.909,88.932
6.014,29.994,88.953
6.015,30.028,88.950
6.013,29.837,88.929
6.013,30.038,88.922
6.013,29.881,88.919
6.014,29.997,88.905
6.013,30.031,88.912
6.013,30.060,88.916
6.015,29.913,88.956
6.013,30.010,88.976
6.014,30.016,88.913
6.014,29.802,88.958
6.014,29.911,89.003
6.015,29.919,89.057
6.014,29.707,89.076
6.014,30.042,89.023
6.015,29.854,89.019
6.015,29.752,88.866
6.015,29.915,88.924
6.015,29.997,88.897
6.014,30.019,88.874
6.014,29.827,88.869
6.015,30.798,88.966
6.013,30.996,88.982
6.014,30.748,88.961
6.015,30.525,88.972
6.014,30.753,88.925
6.013,30.556,88.910
6.013,30.685,88.939
6.014,30.669,88.972
6.014,30.856,88.959
6.014,30.474,88.962
6.014,30.695,88.976
6.014,30.765,88.952
6.014,30.680,88.977
6.015,30.729,89.018
6.015,30.669,89.050
6.014,30.651,89.068
6.014,30.656,89.059
6.013,30.887,89.045
6.014,30.622,89.011
6.014,30.753,88.974
6.014,30.825,88.934
6.014,30.806,88.923
6.012,30.833,88.933
6.013,30.749,88.976
6.013,30.698,88.958
6.013,30.862,88.972
6.013,30.695,88.958
6.012,30.773,88.939
6.011,30.707,88.957
6.012,30.425,88.992
6.013,30.588,88.977
6.012,30.551,88.968
6.014,30.653,88.621
6.014,30.687,88.630
6.014,30.810,88.669
6.014,30.906,88.682
6.016,30.646,88.737
6.015,30.601,88.738
6.015,30.665,88.711
6.017,30.695,88.641
6.017,30.618,88.591
6.016,30.673,88.632
6.016,30.516,88.947
6.014,30.658,88.980
6.016,30.818,88.964
6.016,30.785,88.967
6.016,30.507,88.988
6.016,30.557,88.967
6.016,30.935,88.943
6.013,30.671,88.949
6.014,30.651,88.964
6.014,30.675,88.966
6.014,30.420,88.967
6.013,30.671,88.967
6.014,30.521,89.014
6.016,30.753,89.026
6.015,30.703,89.049
6.016,30.742,89.103
6.016,30.702,89.100
6.016,30.694,89.105
6.016,30.608,89.050
6.015,30.798,88.950
6.015,30.651,88.959
6.016,30.796,88.952
6.015,30.627,88.929
6.015,30.808,88.930
6.015,30.940,88.955
6.015,30.687,88.957
6.014,30.506,89.030
6.013,30.584,89.003
6.011,30.692,89.033
6.012,30.650,89.038
6.013,30.691,89.024
6.013,30.652,89.032
6.014,30.609,89.034
6.013,30.457,89.006
6.014,30.673,89.025
6.015,30.648,89.065
6.015,30.704,89.082
6.015,30.543,89.105
6.014,30.766,89.108
6.016,30.751,89.105
6.015,30.915,89.030
6.016,30.838,89.056
6.017,30.527,89.035
6.015,30.850,89.025
6.015,30.916,89.022
6.015,30.945,89.043
6.015,30.633,89.017
6.013,30.834,89.004
6.014,30.822,89.040
6.015,31.031,89.055
6.015,30.806,89.020
6.015,30.872,89.011
6.016,30.814,88.946
6.014,30.666,88.956
6.015,30.589,89.030
6.016,30.801,89.037
6.015,30.813,89.095
6.015,30.801,89.176
6.017,31.009,89.203
6.017,30.776,89.173
6.017,30.639,89.157
6.016,30.532,89.165
6.016,30.898,89.052
6.014,30.660,89.013
6.016,30.376,89.034
6.014,30.662,88.978
6.014,30.710,88.982
6.015,30.644,88.989
6.015,30.600,88.978
6.014,30.792,89.054
6.015,30.596,89.005
6.015,30.737,88.995
6.015,30.572,88.955
6.014,30.797,88.957
6.015,30.654,88.961
6.015,30.738,89.004
6.015,30.369,88.924
6.013,30.481,88.992
6.012,30.154,89.045
6.014,30.666,89.030
6.012,30.536,89.013
6.013,30.362,89.035
6.015,30.517,89.027
6.013,30.311,89.075
6.014,30.655,89.076
6.013,30.615,89.063
6.014,30.532,89.126
6.012,30.520,89.023
6.014,30.359,88.969
6.011,30.650,88.946
6.014,30.553,88.944
6.014,30.465,88.947
6.013,30.726,88.920
6.014,30.545,89.158
6.014,30.489,89.236
6.014,30.523,89.251
6.014,30.342,89.215
6.014,30.337,89.225
6.014,30.248,89.224
6.012,30.285,89.185
4.247,29.420,89.589
2.451,30.126,86.229
2.452,30.405,85.606
2.451,30.311,85.477
2.451,30.466,85.513
2.452,30.514,85.569
2.453,30.679,85.580
2.453,30.110,85.528
2.452,30.263,85.440
2.452,30.385,85.446
2.451,30.030,85.440
2.451,30.519,85.452
2.452,30.038,85.423
6.010,31.413,88.872
6.009,31.191,88.939
6.010,31.109,88.916
6.010,31.177,88.904
6.009,31.180,88.933
6.009,31.074,88.929
6.009,31.175,88.946
6.009,31.123,88.945
6.009,31.048,88.922
2.756,30.486,85.998
2.756,30.683,85.490
2.757,30.398,85.404
2.756,30.521,85.413
2.757,30.393,85.415
2.757,30.462,85.446
2.758,30.557,85.466
2.757,30.439,85.459
2.757,30.534,85.442
2.758,30.405,85.437
2.757,30.121,85.403
2.757,30.454,85.435
2.756,30.188,85.477
6.010,31.093,89.263
6.008,30.989,88.910
6.009,31.003,88.927
6.008,30.959,89.003
6.008,30.988,89.020
6.007,30.816,89.041
6.008,31.012,89.029
6.008,30.969,89.008
6.008,30.952,88.983
6.008,31.092,89.031
6.010,30.884,89.123
6.011,31.110,89.180
6.012,30.927,89.201
6.012,31.027,89.140
6.013,31.367,89.120
6.013,31.106,89.026
6.011,31.400,89.052
6.011,31.116,89.110
6.013,31.042,89.104
6.012,31.004,89.085
6.012,31.212,89.095
6.012,30.976,89.117
6.011,30.922,89.089
6.010,31.118,89.086
6.012,31.075,89.097
6.010,31.072,89.057
6.010,30.717,89.063
6.009,31.125,89.053
6.009,30.972,89.063
6.010,30.979,89.075
6.011,30.775,89.078
2.726,30.118,84.726
2.726,30.534,84.068
2.726,30.169,83.869
2.727,30.340,83.816
2.727,30.622,83.819
2.726,30.649,83.802
2.726,30.399,83.831
3.309,29.971,85.024
3.309,30.379,85.598
3.308,30.208,85.985
3.307,30.413,86.096
3.307,30.197,86.117
3.308,30.139,86.132
6.009,31.061,88.990
6.008,30.958,89.178
6.009,31.013,89.290
6.010,30.967,89.324
6.012,30.923,89.314
6.010,30.863,89.293
6.010,30.525,89.324
6.011,30.943,89.271
6.010,31.065,89.166
3.282,30.284,86.205
3.282,30.694,85.639
3.283,30.408,85.523
3.282,30.542,85.554
3.282,30.410,85.549
3.282,30.119,85.506
3.281,30.367,85.496
3.281,31.334,85.461
3.280,31.237,85.311
3.280,30.588,84.836
2.759,30.855,83.755
2.758,30.783,84.083
2.759,30.932,84.335
6.012,31.144,88.826
6.012,31.095,89.174
6.012,30.394,89.273
6.013,30.420,89.253
6.011,30.418,89.157
6.010,30.293,89.117
6.011,30.530,89.089
6.012,30.267,89.118
6.013,30.462,89.164
6.012,30.855,89.254
6.015,30.888,89.304
6.016,30.713,89.282
6.016,30.640,89.284
6.015,30.575,89.227
6.014,30.789,89.136
6.012,30.865,88.744
6.012,31.147,88.261
6.015,30.919,87.719
6.015,30.747,87.755
6.016,31.024,87.696
6.014,30.775,87.670
6.014,30.686,87.665
6.014,30.694,87.607
6.012,30.626,87.573
6.011,30.751,87.702
6.012,30.652,87.647
6.010,30.606,87.609
6.010,30.731,87.687
6.012,30.857,87.705
6.011,30.853,87.660
6.010,30.556,87.684
6.014,30.615,87.760
6.014,31.036,87.789
6.014,31.032,87.753
6.015,30.885,87.813
6.016,30.841,87.804
6.016,31.016,87.761
6.016,30.986,87.736
6.016,30.719,87.721
6.015,31.030,87.707
6.015,30.802,87.705
6.016,30.828,87.697
6.015,30.964,87.711
6.015,31.028,87.722
6.013,30.883,87.583
6.014,30.797,87.697
6.014,30.775,87.693
6.015,31.029,87.672
6.013,30.933,87.668
6.014,30.941,87.681
6.013,30.398,87.688
6.013,30.627,87.680
6.013,30.535,87.714
3.039,30.199,87.625
2.456,29.952,85.276
2.455,30.385,84.899
2.455,30.077,84.878
2.455,30.296,84.881
2.455,29.919,84.809
2.454,29.913,84.792
2.454,30.129,84.775
2.454,29.827,84.811
2.452,30.038,84.720
2.453,29.785,84.693
2.452,29.888,84.626
2.453,29.987,84.724
6.012,30.630,87.867
6.012,30.805,87.809
6.014,30.707,87.867
6.013,30.818,87.931
6.013,30.686,87.880
6.012,30.706,87.706
6.012,30.985,87.566
6.011,30.840,87.609
6.012,30.921,87.699
2.728,29.926,88.530
2.453,30.995,85.416
2.453,31.164,84.864
2.452,30.642,84.628
2.453,30.719,84.562
2.452,30.895,84.547
2.452,30.708,84.520
2.452,30.897,84.554
2.453,30.793,84.672
2.453,30.865,84.655
2.452,30.680,84.673
2.452,30.950,84.679
2.452,30.924,84.739
6.013,31.959,88.030
6.012,31.859,87.909
6.013,31.861,87.896
6.011,31.825,87.905
6.011,31.899,87.905
6.011,31.885,87.876
6.012,31.797,87.878
6.011,31.927,87.915
6.012,31.819,87.900
3.219,30.875,85.149
2.454,31.148,82.888
2.454,31.035,83.503
2.454,31.049,84.287
2.453,30.871,84.444
2.453,31.035,84.496
2.453,31.010,84.532
2.453,30.855,84.542
2.453,30.945,84.546
2.453,30.773,84.559
2.454,30.596,84.571
2.452,30.981,84.596
2.452,30.943,84.608
6.011,30.981,88.856
6.013,31.056,88.881
6.012,30.796,88.900
6.012,30.744,88.945
6.012,30.711,89.036
6.012,30.738,89.058
6.013,30.810,89.103
6.012,30.896,89.061
6.013,30.993,89.048
2.454,29.719,85.446
2.454,30.065,84.831
2.454,29.986,84.688
2.454,30.036,84.635
2.452,29.965,84.603
2.453,30.120,84.566
2.453,29.951,84.552
2.453,29.915,84.483
2.453,30.013,84.489
2.452,30.048,84.518
2.452,29.888,84.563
2.453,29.992,84.584
2.452,30.212,84.578
6.012,30.816,88.890
6.013,31.159,89.008
6.013,30.946,88.978
6.011,30.774,88.934
6.011,30.885,88.954
6.011,30.675,88.995
6.011,30.720,89.012
6.012,30.824,89.057
6.011,30.861,89.007
2.453,30.054,85.303
2.453,30.121,84.007
2.454,30.300,83.512
2.454,30.044,83.384
2.454,30.236,83.374
2.454,30.340,83.346
2.454,30.276,83.642
2.453,30.058,84.484
2.454,29.970,84.648
2.454,29.899,84.635
2.453,30.048,84.824
2.453,29.970,84.950
2.453,30.048,84.978
6.012,31.152,87.620
6.013,30.899,87.686
6.014,30.840,87.664
6.012,30.988,87.702
6.012,30.946,87.695
6.011,30.826,87.740
6.012,31.087,87.692
6.013,31.045,87.666
6.011,31.159,87.675
6.013,30.700,87.845
6.013,30.822,87.857
6.014,30.580,87.886
6.014,30.805,87.914
6.014,30.643,87.885
6.015,30.708,87.860
6.015,30.653,87.842
6.016,30.982,87.785
6.014,30.681,87.823
6.016,30.767,87.839
6.016,30.764,87.799
6.016,30.590,87.843
6.016,30.611,87.833
6.015,30.649,87.851
6.015,30.725,87.836
6.015,30.842,87.839
6.014,30.780,87.832
6.014,30.799,87.813
6.014,30.565,87.791
6.014,30.839,87.803
6.014,30.904,87.856
6.013,30.471,87.887
6.014,30.639,87.929
6.013,30.665,87.934
6.014,30.791,87.929
6.014,30.757,87.906
6.016,30.829,87.793
6.014,30.815,87.719
6.014,30.813,87.755
6.015,30.811,87.848
6.014,30.785,87.847
6.015,30.791,87.784
6.014,31.007,87.782
6.014,30.812,87.813
6.014,30.979,87.826
6.014,30.912,87.857
6.012,31.069,87.849
6.014,31.227,87.845
6.013,30.917,87.814
6.014,30.966,87.801
6.012,30.925,87.808
6.014,30.915,87.816
6.012,30.936,87.826
6.012,30.953,87.787
2.761,29.878,85.264
2.760,30.039,84.803
2.761,29.913,84.725
2.761,29.962,84.661
2.759,29.941,84.571
2.758,29.776,84.563
2.758,29.905,84.640
2.759,30.055,84.716
2.758,30.223,84.764
2.759,29.899,84.772
2.759,30.023,84.774
2.758,29.880,84.852
2.759,29.961,84.900
6.012,30.863,87.947
6.014,30.875,88.122
6.012,30.708,88.135
6.011,30.653,88.175
6.011,30.625,88.236
6.011,30.924,88.270
6.013,30.349,88.284
6.010,30.631,88.247
6.011,30.515,88.249
2.759,29.947,84.462
2.759,29.852,84.600
2.759,29.768,84.615
2.759,29.960,84.679
2.760,30.152,84.723
2.759,30.168,84.698
2.759,29.920,84.728
2.760,30.105,84.762
2.760,29.874,84.762
2.760,30.119,84.751
2.759,30.105,84.747
2.759,29.825,84.735
2.759,29.755,84.709
6.011,30.835,87.932
6.009,30.600,87.837
6.009,30.771,87.897
6.010,30.967,87.943
6.011,30.650,88.048
6.011,30.625,87.999
6.011,30.705,87.913
6.010,30.884,87.954
6.010,30.718,87.971
2.759,30.026,86.971
2.759,29.814,85.253
2.759,30.076,84.852
2.759,30.127,84.772
2.759,30.143,84.782
2.759,30.064,84.714
2.759,29.881,84.684
2.759,30.048,84.708
2.759,30.146,84.754
2.759,29.932,84.808
2.758,29.850,84.812
2.758,30.016,84.845
2.758,30.057,84.835
6.011,30.541,87.849
6.009,30.623,87.853
6.010,30.701,87.889
6.009,30.561,87.896
6.009,30.921,87.879
6.011,30.633,87.790
6.011,30.534,87.767
6.013,30.563,87.785
6.012,30.589,87.768
2.758,29.983,87.353
2.758,30.126,84.885
2.758,30.083,84.660
2.758,30.010,84.604
2.758,29.891,84.586
2.759,30.301,84.592
2.759,30.038,84.588
2.758,30.123,84.797
2.758,30.032,84.682
2.758,30.059,84.597
2.758,29.991,84.618
2.758,29.782,84.552
2.758,29.957,84.558
6.012,31.154,88.873
6.011,30.953,88.974
6.013,30.961,89.100
6.012,30.874,89.159
6.013,30.731,89.205
6.012,30.937,89.196
6.012,30.811,89.113
6.012,30.757,89.028
6.013,30.866,89.016
2.759,30.282,86.084
2.759,30.005,84.896
2.759,30.072,84.663
2.758,30.012,84.566
2.758,29.811,84.578
2.758,29.909,84.429
2.757,30.156,84.550
2.757,30.187,84.581
2.758,30.019,84.594
2.757,30.043,84.611
2.758,30.046,84.665
2.757,30.061,84.681
2.758,29.872,84.754
6.010,30.956,89.171
6.011,30.837,89.067
6.011,30.964,89.024
6.012,30.781,89.088
6.012,30.659,89.091
6.011,30.968,89.134
6.011,30.883,89.088
6.011,30.804,89.047
6.012,30.718,88.148
6.011,30.797,87.721
6.012,30.970,87.745
6.011,30.806,87.775
6.012,30.798,87.758
6.010,30.839,87.772
6.010,30.883,87.749
6.011,30.999,87.704
6.012,30.884,87.722
6.011,30.952,87.734
6.011,30.863,87.722
6.010,30.720,87.708
6.010,31.055,87.702
6.011,31.079,87.683
6.012,30.929,88.094
6.009,31.157,88.717
6.010,30.861,88.769
6.011,30.872,88.780
6.010,31.026,88.752
6.013,30.938,88.776
6.010,31.155,88.773
6.011,30.995,88.768
6.011,31.119,87.932
6.013,31.097,87.733
6.012,30.702,87.978
6.012,30.768,88.070
6.012,30.927,88.067
6.012,30.808,88.078
6.011,30.665,87.992
6.011,30.689,87.987
6.011,30.681,88.013
6.011,30.736,88.040
6.012,30.761,87.995
6.010,30.938,88.003
6.010,30.682,88.025
6.012,30.975,88.024
6.011,30.960,88.612
6.011,30.743,88.803
6.012,30.923,88.814
6.011,30.939,88.830
6.011,30.924,88.837
6.011,30.877,88.849
6.011,30.834,88.767
6.011,30.881,88.769
6.011,30.830,88.770
6.012,30.729,88.591
6.008,30.705,88.183
6.013,30.844,88.173
6.014,30.971,88.176
6.013,30.649,88.170
6.014,30.997,88.236
6.015,30.842,88.216
6.013,31.085,88.167
6.014,30.970,88.140
6.013,30.736,88.170
6.015,31.133,88.173
6.014,31.026,88.186
6.014,30.979,88.187
6.013,30.944,88.389
6.013,30.844,88.597
6.013,30.828,88.656
6.012,31.069,88.693
6.012,31.086,88.736
6.011,30.950,88.678
6.012,31.013,88.692
6.011,31.076,88.683
6.013,30.863,88.706
6.013,30.861,88.719
6.015,30.896,88.750
6.015,30.817,88.748
6.014,30.989,88.717
6.014,30.813,88.690
6.014,30.743,88.665
6.015,30.748,88.641
6.015,30.891,88.662
6.015,30.808,88.729
6.014,30.906,88.708
6.013,30.961,88.416
6.013,30.914,88.339
6.011,31.094,88.317
6.012,31.037,88.488
6.010,30.909,88.664
6.012,31.071,88.706
6.011,30.843,88.659
6.012,30.895,88.654
6.012,31.040,88.645
6.012,30.810,88.649
6.012,30.903,88.700
6.012,31.334,88.700
6.013,30.880,89.005
6.014,30.860,88.472
6.014,31.121,88.320
6.015,30.983,88.319
6.015,30.836,88.307
6.015,30.863,88.297
6.015,30.951,88.275
6.015,30.837,88.359
6.014,30.939,88.224
6.016,30.990,88.246
6.015,31.088,88.272
6.015,31.093,88.255
6.015,31.036,88.210
6.014,30.882,88.462
6.014,30.863,88.630
6.012,30.888,88.726
6.012,30.840,88.728
6.012,30.724,88.715
6.012,30.891,88.676
6.012,30.705,88.671
6.010,30.826,88.547
6.011,30.959,88.824
6.012,30.904,88.673
6.015,30.742,88.154
6.014,30.923,87.995
6.014,30.983,88.124
6.013,31.059,88.665
6.014,30.973,88.670
6.014,30.878,88.628
6.013,31.236,88.614
6.015,30.893,88.560
6.014,30.979,88.621
6.014,31.231,88.604
6.013,31.226,88.638
6.014,30.937,88.606
6.011,31.088,88.126
6.012,31.044,88.542
6.012,30.974,88.564
6.012,30.968,88.545
6.013,30.943,88.521
6.012,30.961,88.477
6.012,30.890,88.516
6.012,30.907,88.522
6.012,30.965,88.535
6.014,31.017,89.250
6.014,30.989,88.783
6.014,30.930,88.654
6.015,31.122,88.726
6.015,31.020,88.775
6.015,30.880,88.676
6.016,31.000,88.688
6.015,30.876,88.524
6.015,30.925,88.554
6.015,30.857,88.564
6.013,30.967,88.517
6.014,31.032,88.536
6.013,31.079,88.531
6.013,30.887,88.990
6.013,30.888,89.166
6.012,30.754,89.140
6.013,31.009,89.146
6.013,30.852,89.193
6.012,30.892,89.222
6.011,31.087,89.235
6.012,30.966,89.266
6.012,30.844,89.236
6.012,30.954,89.221
6.013,30.713,89.232
6.012,30.744,89.292
6.014,30.750,89.292
6.014,30.785,89.275
6.016,31.012,89.304
6.014,30.872,89.242
6.014,30.815,89.221
6.014,30.805,89.227
6.013,30.719,89.199
6.015,30.833,89.184
6.014,30.717,89.210
6.016,30.638,89.233
6.012,30.916,89.232
6.013,30.899,89.203
6.014,30.812,89.235
6.012,31.006,89.222
6.012,30.646,89.238
6.012,30.767,89.246
6.012,30.907,89.230
6.012,31.021,89.247
6.014,30.907,89.083
6.012,30.652,88.938
6.011,30.810,88.972
6.016,30.852,88.980
4.264,30.354,87.817
4.263,30.650,85.943
4.262,30.568,85.811
4.263,30.724,85.763
6.014,31.037,89.223
6.013,30.885,89.110
6.013,31.030,89.090
6.014,30.949,89.073
6.015,31.056,89.077
6.014,31.062,89.081
6.013,30.664,89.057
6.013,31.021,89.058
6.013,30.897,89.031
6.013,30.859,89.060
6.013,30.828,89.021
6.011,31.021,89.017
6.012,30.904,89.036
6.012,30.978,89.075
6.012,30.804,89.131
6.013,30.730,88.839
6.012,30.898,88.560
6.013,30.921,88.561
6.014,30.863,88.530
6.015,30.647,88.556
6.014,30.776,88.482
6.015,30.925,88.509
6.014,30.763,88.578
6.015,30.711,88.537
6.014,30.686,88.484
6.013,30.833,88.475
6.014,30.878,88.502
6.013,30.774,88.526
6.014,30.840,88.971
6.013,30.496,89.186
6.013,30.788,89.197
6.011,30.725,89.187
6.013,30.934,89.208
6.012,30.804,89.213
6.015,30.718,89.206
6.013,30.624,89.223
6.012,30.594,89.216
2.760,30.022,86.922
2.759,30.047,86.520
2.759,29.899,86.486
2.760,30.007,86.486
2.760,29.725,86.438
2.760,29.801,86.386
2.759,30.080,86.373
2.759,29.886,86.584
2.759,30.025,86.486
2.758,30.062,86.458
2.758,30.003,86.476
2.759,29.921,86.530
2.759,29.977,86.524
6.043,30.855,88.589
6.013,30.720,88.676
6.012,30.617,88.696
6.012,30.798,88.693
6.012,30.689,88.649
6.012,30.625,88.638
6.012,30.589,88.644
6.015,30.625,88.689
6.014,30.518,88.654
2.760,30.038,85.851
2.760,30.226,85.737
2.760,30.025,85.734
2.761,30.341,85.769
2.761,30.253,85.792
2.761,30.222,85.787
2.760,30.133,85.737
2.760,29.937,85.707
2.759,30.172,85.662
2.758,29.968,85.682
2.758,30.228,85.686
2.758,30.154,85.700
2.758,30.369,85.707
6.043,31.152,88.394
6.010,30.948,88.620
6.012,30.847,88.693
6.011,30.824,88.703
6.013,30.976,88.719
6.012,30.970,88.737
6.014,31.012,88.711
6.013,30.599,88.665
6.014,30.839,88.692
2.760,29.935,88.306
2.759,30.214,86.470
2.760,30.070,86.157
2.760,30.095,86.094
2.760,30.125,86.093
2.760,30.146,86.098
2.759,29.974,86.103
2.760,30.313,86.055
2.760,30.376,86.029
2.760,30.325,86.064
2.759,30.167,86.092
2.758,30.141,86.093
2.759,30.219,86.077
6.012,30.840,88.649
6.013,31.053,88.606
6.012,31.152,88.628
6.013,31.206,88.621
6.012,30.912,88.614
6.013,31.090,88.595
6.012,30.791,88.589
6.013,31.080,88.612
6.013,31.148,88.579
6.013,30.867,88.600
6.013,31.166,88.614
6.014,30.795,88.644
6.014,30.962,88.666
6.015,30.995,88.705
6.014,30.829,88.690
6.016,30.945,88.710
6.015,31.002,88.631
6.016,30.830,88.651
6.015,30.890,88.633
6.016,31.258,88.614
6.013,30.926,88.624
6.014,31.116,88.576
6.014,30.934,88.650
6.013,30.864,88.639
6.015,30.986,88.634
6.013,30.995,88.608
6.014,30.688,88.638
6.013,30.828,88.640
6.012,30.966,88.635
6.014,30.965,88.651
6.014,30.936,88.683
6.014,30.762,88.682
6.013,30.860,88.710
6.014,30.898,88.703
6.014,30.911,88.736
6.014,30.721,88.732
6.013,30.932,88.731
6.014,31.104,88.732
6.013,30.945,88.727
6.014,30.881,88.716
6.015,30.971,88.699
6.015,30.944,88.681
6.015,30.812,88.656
6.015,31.010,88.685
6.012,30.883,88.748
6.013,30.949,88.674
6.013,31.015,88.581
6.012,31.157,88.588
6.011,31.131,88.581
6.014,30.925,88.596
6.012,30.949,88.573
6.012,31.082,88.592
6.012,31.055,88.589
6.012,30.991,88.725
6.014,30.856,88.751
6.014,30.993,88.740
6.013,30.724,88.717
6.013,31.027,88.758
6.013,31.118,88.704
6.014,30.914,88.692
6.015,31.218,88.664
6.014,30.986,88.660
6.012,30.993,88.640
6.014,30.989,88.663
6.014,31.086,88.671
6.013,31.082,88.647
6.012,30.877,88.701
6.014,30.969,88.719
6.013,30.949,88.724
6.014,31.115,88.702
6.013,31.230,88.708
6.014,30.986,88.694
6.012,31.063,88.686
6.013,31.163,88.721
6.011,31.010,88.644
3.678,30.668,85.505
3.676,30.586,85.018
3.065,30.144,84.495
3.064,30.262,84.479
3.064,29.959,84.434
3.065,30.027,84.702
3.065,29.927,85.100
3.066,30.074,85.325
3.065,30.190,85.223
3.066,30.309,85.205
3.065,30.270,85.177
3.064,30.325,85.176
6.010,30.792,88.559
6.009,30.862,89.282
6.010,31.019,89.409
6.010,30.814,89.405
6.009,30.710,89.432
6.009,30.737,89.377
6.010,30.880,89.377
6.011,30.825,89.395
6.010,30.746,89.421
6.010,30.935,89.410
3.064,30.049,86.407
3.064,30.087,84.853
3.064,30.139,84.577
3.064,30.230,84.481
3.064,30.018,84.464
3.064,30.043,84.918
3.065,30.196,85.196
3.064,30.072,85.247
3.065,30.115,85.266
3.064,30.061,85.233
3.062,29.992,85.255
3.063,30.152,85.311
3.063,30.193,85.353
6.011,30.798,89.349
6.010,30.858,89.536
6.010,30.611,89.546
6.010,30.785,89.556
6.011,30.800,89.579
6.011,30.582,89.551
6.010,30.732,89.600
6.012,30.959,89.512
6.011,30.746,89.486
3.063,30.199,86.044
3.064,30.291,85.497
3.064,29.982,85.329
3.064,29.991,85.261
3.063,30.105,85.275
3.064,30.055,85.308
3.064,30.078,85.296
3.064,30.157,85.314
3.065,30.169,85.274
3.064,30.294,85.285
3.065,30.055,85.290
3.063,30.101,85.334
3.063,30.325,85.360
6.011,31.055,88.578
6.011,31.003,88.754
6.013,30.961,88.847
6.012,30.840,88.913
6.013,30.982,88.888
6.012,31.028,88.859
6.012,30.888,88.894
6.012,30.762,88.883
6.014,30.921,88.863
2.455,30.000,84.260
2.453,30.299,85.499
2.454,30.038,85.707
2.453,29.993,85.735
2.454,30.128,85.746
2.455,30.105,85.770
2.454,29.952,85.814
2.454,30.065,85.891
2.455,30.321,85.867
2.452,30.151,85.819
2.452,29.899,85.795
2.452,30.049,85.876
2.452,30.410,85.959
6.011,31.240,88.842
6.011,30.978,88.903
6.012,31.058,88.888
6.013,31.298,88.910
6.012,31.241,88.934
6.012,31.211,88.910
6.013,30.855,88.909
6.011,30.992,88.905
6.012,31.190,88.933
2.454,30.300,87.776
2.454,29.994,85.657
2.453,30.032,85.144
2.453,30.333,84.516
2.453,30.151,84.207
2.453,30.296,84.154
2.453,30.330,84.147
2.453,30.203,84.141
2.454,30.622,84.185
2.453,30.403,84.181
2.453,30.393,84.169
2.452,30.295,84.174
2.453,30.248,84.225
6.011,31.107,88.764
6.013,31.066,88.857
6.011,31.037,88.917
6.011,31.324,88.959
6.012,31.253,88.950
6.014,31.137,88.892
6.012,31.044,88.917
6.012,31.199,88.889
6.015,31.189,88.868
6.014,31.253,88.883
6.013,31.358,88.933
6.014,31.120,88.932
6.014,31.114,88.873
6.013,31.010,88.823
6.015,31.124,88.833
6.013,31.013,88.829
6.014,30.947,88.836
6.014,31.086,88.798
6.014,31.307,88.829
6.015,31.114,88.853
6.015,31.105,88.868
6.015,31.061,88.892
6.014,31.107,88.882
6.014,31.384,88.891
6.014,31.155,88.902
6.014,30.982,88.866
6.013,31.109,88.830
6.014,31.095,88.814
6.012,31.260,88.849
6.014,30.931,88.850
6.013,31.166,88.863
6.014,31.054,88.909
6.014,31.128,88.940
6.014,30.931,88.931
6.015,31.056,88.938
6.015,30.956,88.967
6.015,30.873,88.959
6.015,31.090,88.922
6.016,31.214,88.949
6.016,30.894,88.959
6.016,31.051,88.949
6.015,31.007,88.989
6.014,30.927,88.980
6.015,30.890,88.982
6.013,30.915,88.957
6.013,31.111,88.977
6.014,31.301,88.957
6.015,31.081,88.935
6.014,31.007,88.936
6.015,30.313,88.621
6.013,30.944,88.635
6.010,30.773,88.885
6.011,30.863,89.111
2.455,30.472,86.298
2.453,30.738,84.664
2.453,30.600,84.287
2.454,30.356,84.210
2.454,30.567,84.151
2.454,30.380,84.112
2.454,30.604,84.122
2.454,30.515,84.095
2.454,30.278,84.108
2.453,30.328,84.113
2.454,30.331,84.114
2.454,30.506,84.169
2.454,30.579,84.232
6.014,31.143,88.856
6.012,30.968,88.829
6.013,31.135,88.844
6.014,31.230,88.893
6.013,30.843,88.910
6.013,30.937,88.891
6.014,31.084,88.944
6.015,31.146,88.859
6.015,31.267,88.873
2.454,30.105,85.045
2.454,30.359,84.186
2.454,30.491,84.181
2.454,30.452,84.197
2.455,30.614,84.176
2.454,30.677,84.154
2.454,30.404,84.189
2.454,30.472,84.203
2.454,30.570,84.196
2.454,30.571,84.179
2.453,30.527,84.198
2.454,30.434,84.169
2.455,30.268,84.171
6.012,31.468,89.019
6.012,31.222,88.748
6.012,31.205,88.773
6.013,31.226,88.840
6.014,31.106,88.822
