CD,FI3312A,FI3312B
6.014,29.475,30.040
6.013,29.427,30.137
6.015,29.368,29.956
6.014,30.036,29.939
6.014,30.083,30.067
6.014,29.394,30.079
6.013,30.137,30.016
6.014,29.352,29.994
6.015,29.317,30.152
6.014,30.091,30.014
6.014,29.554,30.117
6.015,30.157,29.870
6.015,29.971,30.154
6.015,29.886,29.959
6.015,30.083,29.852
6.016,29.718,30.283
6.014,30.002,29.941
6.015,29.432,29.963
6.014,30.139,30.070
6.015,29.252,30.196
6.013,29.130,30.184
6.014,29.922,30.095
6.012,30.128,29.917
6.012,29.485,30.081
6.013,30.178,29.950
6.013,29.420,29.946
6.013,30.309,30.236
6.011,30.024,29.942
6.014,30.137,29.888
6.014,29.300,29.970
6.014,29.674,30.137
6.014,29.358,29.837
6.016,30.147,30.006
6.014,30.159,30.104
6.015,29.370,30.113
6.014,30.269,30.132
6.015,29.871,30.066
6.015,29.548,30.044
6.014,30.158,29.909
6.014,29.328,29.994
6.015,30.131,30.028
6.013,29.833,29.837
6.013,30.141,30.038
6.013,29.857,29.881
6.014,30.056,29.997
6.013,29.727,30.031
6.013,29.751,30.060
6.015,29.966,29.913
6.013,29.902,30.010
6.014,30.355,30.016
6.014,29.727,29.802
6.014,30.304,29.911
6.015,30.115,29.919
6.014,29.546,29.707
6.014,30.084,30.042
6.015,29.478,29.854
6.015,29.930,29.752
6.015,30.561,29.915
6.015,29.817,29.997
6.014,30.413,30.019
6.014,30.462,29.827
6.015,30.020,30.798
6.013,29.532,30.996
6.014,29.401,30.748
6.015,30.183,30.525
6.014,30.167,30.753
6.013,29.604,30.556
6.013,29.443,30.685
6.014,30.160,30.669
6.014,29.892,30.856
6.014,30.119,30.474
6.014,30.416,30.695
6.014,29.509,30.765
6.014,29.570,30.680
6.015,29.924,30.729
6.015,29.626,30.669
6.014,29.536,30.651
6.014,30.359,30.656
6.013,30.256,30.887
6.014,30.053,30.622
6.014,29.434,30.753
6.014,30.306,30.825
6.014,29.465,30.806
6.012,30.205,30.833
6.013,30.221,30.749
6.013,29.897,30.698
6.013,30.066,30.862
6.013,30.125,30.695
6.012,29.750,30.773
6.011,29.848,30.707
6.012,29.591,30.425
6.013,30.190,30.588
6.012,30.107,30.551
6.014,30.262,30.653
6.014,29.357,30.687
6.014,30.109,30.810
6.014,30.121,30.906
6.016,29.440,30.646
6.015,29.766,30.601
6.015,29.487,30.665
6.017,29.787,30.695
6.017,29.516,30.618
6.016,30.173,30.673
6.016,30.088,30.516
6.014,30.024,30.658
6.016,29.593,30.818
6.016,29.792,30.785
6.016,29.444,30.507
6.016,29.359,30.557
6.016,29.976,30.935
6.013,29.651,30.671
6.014,29.961,30.651
6.014,29.885,30.675
6.014,29.815,30.420
6.013,29.754,30.671
6.014,29.686,30.521
6.016,30.075,30.753
6.015,29.597,30.703
6.016,30.206,30.742
6.016,29.232,30.702
6.016,30.167,30.694
6.016,30.036,30.608
6.015,29.333,30.798
6.015,29.302,30.651
6.016,30.319,30.796
6.015,29.724,30.627
6.015,30.046,30.808
6.015,29.847,30.940
6.015,29.840,30.687
6.014,29.886,30.506
6.013,29.200,30.584
6.011,29.031,30.692
6.012,29.960,30.650
6.013,29.645,30.691
6.013,29.690,30.652
6.014,29.428,30.609
6.013,29.396,30.457
6.014,29.292,30.673
6.015,29.773,30.648
6.015,29.510,30.704
6.015,29.980,30.543
6.014,29.747,30.766
6.016,29.397,30.751
6.015,29.700,30.915
6.016,29.662,30.838
6.017,29.278,30.527
6.015,29.684,30.850
6.015,30.047,30.916
6.015,29.087,30.945
6.015,29.135,30.633
6.013,29.744,30.834
6.014,29.906,30.822
6.015,29.686,31.031
6.015,30.221,30.806
6.015,29.840,30.872
6.016,29.422,30.814
6.014,29.358,30.666
6.015,29.937,30.589
6.016,29.097,30.801
6.015,29.928,30.813
6.015,29.485,30.801
6.017,29.458,31.009
6.017,29.273,30.776
6.017,30.228,30.639
6.016,30.097,30.532
6.016,29.586,30.898
6.014,29.285,30.660
6.016,29.465,30.376
6.014,29.766,30.662
6.014,29.647,30.710
6.015,29.692,30.644
6.015,29.331,30.600
6.014,29.684,30.792
6.015,30.100,30.596
6.015,29.393,30.737
6.015,29.495,30.572
6.014,29.024,30.797
6.015,29.497,30.654
6.015,29.891,30.738
6.015,29.638,30.369
6.013,29.790,30.481
6.012,29.723,30.154
6.014,29.860,30.666
6.012,29.797,30.536
6.013,29.986,30.362
6.015,29.462,30.517
6.013,29.463,30.311
6.014,29.246,30.655
6.013,30.064,30.615
6.014,29.705,30.532
6.012,29.084,30.520
6.014,30.386,30.359
6.011,30.255,30.650
6.014,30.202,30.553
6.014,29.672,30.465
6.013,30.368,30.726
6.014,30.480,30.545
6.014,30.394,30.489
6.014,30.282,30.523
6.014,30.486,30.342
6.014,30.366,30.337
6.014,30.054,30.248
6.012,29.650,30.285
4.247,24.899,29.420
2.451,13.575,30.126
2.452,13.596,30.405
2.451,13.565,30.311
2.451,13.570,30.466
2.452,13.604,30.514
2.453,13.641,30.679
2.453,13.611,30.110
2.452,13.601,30.263
2.452,13.579,30.385
2.451,13.523,30.030
2.451,13.450,30.519
2.452,13.436,30.038
6.010,30.046,31.413
6.009,29.862,31.191
6.010,29.112,31.109
6.010,29.907,31.177
6.009,29.257,31.180
6.009,29.704,31.074
6.009,29.385,31.175
6.009,29.394,31.123
6.009,29.126,31.048
2.756,14.648,30.486
2.756,14.652,30.683
2.757,14.611,30.398
2.756,14.630,30.521
2.757,14.745,30.393
2.757,14.756,30.462
2.758,14.864,30.557
2.757,14.896,30.439
2.757,14.890,30.534
2.758,14.939,30.405
2.757,14.896,30.121
2.757,14.810,30.454
2.756,14.856,30.188
6.010,29.593,31.093
6.008,29.890,30.989
6.009,29.655,31.003
6.008,29.677,30.959
6.008,29.913,30.988
6.007,29.544,30.816
6.008,29.802,31.012
6.008,29.365,30.969
6.008,29.179,30.952
6.008,29.847,31.092
6.010,29.737,30.884
6.011,29.710,31.110
6.012,29.958,30.927
6.012,29.954,31.027
6.013,29.838,31.367
6.013,29.820,31.106
6.011,29.740,31.400
6.011,30.047,31.116
6.013,29.578,31.042
6.012,30.330,31.004
6.012,29.919,31.212
6.012,29.878,30.976
6.011,29.298,30.922
6.010,29.932,31.118
6.012,29.992,31.075
6.010,29.697,31.072
6.010,29.621,30.717
6.009,29.819,31.125
6.009,29.833,30.972
6.010,29.841,30.979
6.011,29.270,30.775
2.726,14.908,30.118
2.726,14.853,30.534
2.726,14.866,30.169
2.727,14.925,30.340
2.727,14.974,30.622
2.726,14.990,30.649
2.726,14.968,30.399
3.309,17.416,29.971
3.309,17.036,30.379
3.308,17.223,30.208
3.307,17.263,30.413
3.307,17.287,30.197
3.308,17.283,30.139
6.009,29.013,31.061
6.008,29.796,30.958
6.009,29.725,31.013
6.010,29.853,30.967
6.012,29.838,30.923
6.010,29.836,30.863
6.010,29.151,30.525
6.011,29.851,30.943
6.010,28.912,31.065
3.282,16.295,30.284
3.282,16.379,30.694
3.283,16.306,30.408
3.282,16.318,30.542
3.282,16.300,30.410
3.282,16.288,30.119
3.281,16.286,30.367
3.281,16.447,31.334
3.280,17.120,31.237
3.280,17.149,30.588
2.759,14.970,30.855
2.758,14.979,30.783
2.759,15.018,30.932
6.012,28.846,31.144
6.012,29.458,31.095
6.012,29.470,30.394
6.013,29.238,30.420
6.011,29.080,30.418
6.010,29.110,30.293
6.011,28.754,30.530
6.012,29.297,30.267
6.013,29.117,30.462
6.012,28.928,30.855
6.015,28.748,30.888
6.016,28.985,30.713
6.016,29.359,30.640
6.015,29.265,30.575
6.014,28.689,30.789
6.012,29.108,30.865
6.012,28.462,31.147
6.015,29.588,30.919
6.015,28.985,30.747
6.016,29.468,31.024
6.014,29.386,30.775
6.014,28.941,30.686
6.014,29.471,30.694
6.012,29.353,30.626
6.011,28.713,30.751
6.012,29.206,30.652
6.010,29.110,30.606
6.010,29.366,30.731
6.012,29.399,30.857
6.011,29.392,30.853
6.010,28.658,30.556
6.014,28.925,30.615
6.014,28.963,31.036
6.014,29.660,31.032
6.015,29.422,30.885
6.016,29.505,30.841
6.016,28.956,31.016
6.016,29.627,30.986
6.016,29.189,30.719
6.015,29.485,31.030
6.015,29.506,30.802
6.016,29.055,30.828
6.015,29.263,30.964
6.015,28.991,31.028
6.013,29.587,30.883
6.014,29.233,30.797
6.014,29.473,30.775
6.015,29.401,31.029
6.013,28.807,30.933
6.014,29.373,30.941
6.013,28.874,30.398
6.013,28.734,30.627
6.013,29.253,30.535
3.039,17.906,30.199
2.456,14.133,29.952
2.455,14.140,30.385
2.455,14.120,30.077
2.455,14.181,30.296
2.455,14.159,29.919
2.454,14.156,29.913
2.454,14.120,30.129
2.454,14.125,29.827
2.452,14.059,30.038
2.453,14.064,29.785
2.452,13.981,29.888
2.453,14.051,29.987
6.012,29.036,30.630
6.012,28.892,30.805
6.014,28.839,30.707
6.013,29.203,30.818
6.013,28.615,30.686
6.012,28.883,30.706
6.012,28.343,30.985
6.011,29.576,30.840
6.012,28.744,30.921
2.728,15.047,29.926
2.453,13.586,30.995
2.453,13.569,31.164
2.452,13.470,30.642
2.453,13.535,30.719
2.452,13.533,30.895
2.452,13.539,30.708
2.452,13.634,30.897
2.453,13.584,30.793
2.453,13.553,30.865
2.452,13.550,30.680
2.452,13.519,30.950
2.452,13.526,30.924
6.013,28.553,31.959
6.012,28.266,31.859
6.013,28.294,31.861
6.011,28.295,31.825
6.011,28.459,31.899
6.011,28.138,31.885
6.012,28.076,31.797
6.011,28.513,31.927
6.012,28.059,31.819
3.219,15.995,30.875
2.454,14.876,31.148
2.454,14.866,31.035
2.454,14.756,31.049
2.453,14.746,30.871
2.453,14.767,31.035
2.453,14.763,31.010
2.453,14.716,30.855
2.453,14.719,30.945
2.453,14.703,30.773
2.454,14.746,30.596
2.452,14.744,30.981
2.452,14.729,30.943
6.011,29.574,30.981
6.013,29.067,31.056
6.012,29.714,30.796
6.012,29.645,30.744
6.012,29.616,30.711
6.012,29.706,30.738
6.013,29.595,30.810
6.012,29.585,30.896
6.013,29.157,30.993
2.454,14.140,29.719
2.454,14.725,30.065
2.454,14.742,29.986
2.454,14.749,30.036
2.452,14.714,29.965
2.453,14.826,30.120
2.453,14.815,29.951
2.453,14.941,29.915
2.453,14.947,30.013
2.452,14.950,30.048
2.452,14.950,29.888
2.453,14.965,29.992
2.452,14.862,30.212
6.012,29.458,30.816
6.013,29.840,31.159
6.013,29.958,30.946
6.011,29.945,30.774
6.011,29.803,30.885
6.011,29.892,30.675
6.011,29.909,30.720
6.012,29.595,30.824
6.011,29.871,30.861
2.453,14.148,30.054
2.453,14.190,30.121
2.454,14.205,30.300
2.454,14.232,30.044
2.454,14.219,30.236
2.454,14.217,30.340
2.454,14.302,30.276
2.453,14.411,30.058
2.454,14.373,29.970
2.454,14.347,29.899
2.453,14.356,30.048
2.453,14.355,29.970
2.453,14.341,30.048
6.012,29.507,31.152
6.013,29.496,30.899
6.014,29.362,30.840
6.012,29.454,30.988
6.012,29.401,30.946
6.011,29.358,30.826
6.012,29.678,31.087
6.013,29.431,31.045
6.011,29.356,31.159
6.013,29.371,30.700
6.013,29.128,30.822
6.014,29.373,30.580
6.014,28.808,30.805
6.014,29.428,30.643
6.015,29.253,30.708
6.015,29.325,30.653
6.016,29.400,30.982
6.014,29.284,30.681
6.016,29.140,30.767
6.016,29.128,30.764
6.016,29.293,30.590
6.016,29.258,30.611
6.015,29.266,30.649
6.015,29.403,30.725
6.015,29.318,30.842
6.014,29.176,30.780
6.014,29.158,30.799
6.014,29.310,30.565
6.014,29.050,30.839
6.014,29.324,30.904
6.013,29.275,30.471
6.014,29.296,30.639
6.013,29.332,30.665
6.014,28.663,30.791
6.014,29.205,30.757
6.016,29.254,30.829
6.014,28.961,30.815
6.014,29.308,30.813
6.015,29.236,30.811
6.014,29.191,30.785
6.015,29.380,30.791
6.014,29.355,31.007
6.014,28.771,30.812
6.014,28.914,30.979
6.014,29.158,30.912
6.012,29.320,31.069
6.014,29.184,31.227
6.013,29.215,30.917
6.014,29.122,30.966
6.012,28.805,30.925
6.014,29.359,30.915
6.012,29.373,30.936
6.012,29.400,30.953
2.761,16.997,29.878
2.760,14.975,30.039
2.761,15.119,29.913
2.761,15.007,29.962
2.759,14.974,29.941
2.758,15.008,29.776
2.758,15.044,29.905
2.759,15.100,30.055
2.758,15.028,30.223
2.759,15.158,29.899
2.759,15.207,30.023
2.758,15.164,29.880
2.759,15.059,29.961
6.012,29.122,30.863
6.014,28.586,30.875
6.012,28.648,30.708
6.011,28.755,30.653
6.011,28.711,30.625
6.011,28.745,30.924
6.013,28.576,30.349
6.010,28.486,30.631
6.011,28.835,30.515
2.759,15.360,29.947
2.759,15.358,29.852
2.759,15.220,29.768
2.759,15.290,29.960
2.760,15.341,30.152
2.759,15.291,30.168
2.759,15.352,29.920
2.760,15.365,30.105
2.760,15.354,29.874
2.760,15.348,30.119
2.759,15.317,30.105
2.759,15.259,29.825
2.759,15.216,29.755
6.011,28.493,30.835
6.009,28.338,30.600
6.009,28.121,30.771
6.010,28.580,30.967
6.011,28.648,30.650
6.011,28.733,30.625
6.011,28.424,30.705
6.010,28.593,30.884
6.010,28.635,30.718
2.759,14.607,30.026
2.759,14.458,29.814
2.759,14.443,30.076
2.759,14.447,30.127
2.759,14.460,30.143
2.759,14.456,30.064
2.759,14.453,29.881
2.759,14.449,30.048
2.759,14.453,30.146
2.759,14.456,29.932
2.758,14.449,29.850
2.758,14.455,30.016
2.758,14.446,30.057
6.011,28.836,30.541
6.009,29.203,30.623
6.010,29.385,30.701
6.009,29.082,30.561
6.009,29.082,30.921
6.011,29.338,30.633
6.011,29.306,30.534
6.013,29.197,30.563
6.012,29.233,30.589
2.758,15.726,29.983
2.758,15.395,30.126
2.758,15.436,30.083
2.758,15.438,30.010
2.758,15.489,29.891
2.759,15.515,30.301
2.759,15.519,30.038
2.758,15.767,30.123
2.758,15.528,30.032
2.758,15.488,30.059
2.758,15.456,29.991
2.758,15.373,29.782
2.758,15.415,29.957
6.012,29.913,31.154
6.011,29.547,30.953
6.013,29.990,30.961
6.012,29.145,30.874
6.013,29.881,30.731
6.012,29.768,30.937
6.012,29.842,30.811
6.012,29.193,30.757
6.013,29.922,30.866
2.759,14.777,30.282
2.759,14.826,30.005
2.759,14.816,30.072
2.758,14.827,30.012
2.758,14.855,29.811
2.758,14.691,29.909
2.757,14.789,30.156
2.757,14.812,30.187
2.758,14.833,30.019
2.757,14.841,30.043
2.758,14.859,30.046
2.757,14.876,30.061
2.758,14.898,29.872
6.010,29.703,30.956
6.011,29.742,30.837
6.011,29.478,30.964
6.012,29.626,30.781
6.012,29.326,30.659
6.011,29.132,30.968
6.011,29.532,30.883
6.011,29.581,30.804
6.012,29.151,30.718
6.011,29.599,30.797
6.012,29.126,30.970
6.011,28.904,30.806
6.012,28.855,30.798
6.010,29.493,30.839
6.010,29.152,30.883
6.011,29.593,30.999
6.012,29.009,30.884
6.011,29.584,30.952
6.011,28.937,30.863
6.010,29.521,30.720
6.010,29.187,31.055
6.011,29.222,31.079
6.012,29.438,30.929
6.009,29.384,31.157
6.010,29.584,30.861
6.011,29.631,30.872
6.010,29.543,31.026
6.013,29.564,30.938
6.010,29.691,31.155
6.011,29.693,30.995
6.011,29.392,31.119
6.013,29.625,31.097
6.012,29.427,30.702
6.012,29.066,30.768
6.012,29.373,30.927
6.012,29.129,30.808
6.011,29.512,30.665
6.011,29.284,30.689
6.011,29.295,30.681
6.011,29.332,30.736
6.012,29.097,30.761
6.010,28.840,30.938
6.010,29.529,30.682
6.012,29.506,30.975
6.011,29.516,30.960
6.011,29.584,30.743
6.012,29.460,30.923
6.011,29.287,30.939
6.011,29.243,30.924
6.011,29.669,30.877
6.011,29.573,30.834
6.011,29.586,30.881
6.011,29.626,30.830
6.012,29.103,30.729
6.008,29.264,30.705
6.013,29.102,30.844
6.014,29.386,30.971
6.013,29.194,30.649
6.014,29.375,30.997
6.015,29.404,30.842
6.013,29.394,31.085
6.014,29.477,30.970
6.013,29.522,30.736
6.015,29.373,31.133
6.014,29.281,31.026
6.014,29.223,30.979
6.013,28.086,30.944
6.013,28.395,30.844
6.013,28.323,30.828
6.012,28.397,31.069
6.012,28.101,31.086
6.011,28.388,30.950
6.012,28.341,31.013
6.011,28.156,31.076
6.013,27.989,30.863
6.013,28.179,30.861
6.015,28.515,30.896
6.015,28.513,30.817
6.014,28.523,30.989
6.014,28.493,30.813
6.014,27.904,30.743
6.015,28.185,30.748
6.015,28.416,30.891
6.015,28.516,30.808
6.014,28.054,30.906
6.013,28.167,30.961
6.013,28.100,30.914
6.011,28.115,31.094
6.012,28.528,31.037
6.010,28.468,30.909
6.012,28.203,31.071
6.011,28.402,30.843
6.012,28.600,30.895
6.012,28.614,31.040
6.012,28.595,30.810
6.012,28.120,30.903
6.012,28.650,31.334
6.013,28.270,30.880
6.014,28.707,30.860
6.014,28.677,31.121
6.015,28.455,30.983
6.015,28.650,30.836
6.015,28.349,30.863
6.015,28.671,30.951
6.015,28.704,30.837
6.014,28.786,30.939
6.016,28.604,30.990
6.015,28.652,31.088
6.015,28.461,31.093
6.015,28.583,31.036
6.014,28.562,30.882
6.014,28.743,30.863
6.012,28.665,30.888
6.012,28.666,30.840
6.012,28.585,30.724
6.012,29.033,30.891
6.012,28.789,30.705
6.010,28.450,30.826
6.011,28.609,30.959
6.012,29.433,30.904
6.015,29.514,30.742
6.014,29.501,30.923
6.014,29.460,30.983
6.013,29.415,31.059
6.014,29.635,30.973
6.014,29.948,30.878
6.013,30.195,31.236
6.015,29.953,30.893
6.014,30.212,30.979
6.014,30.106,31.231
6.013,29.896,31.226
6.014,29.966,30.937
6.011,31.006,31.088
6.012,29.030,31.044
6.012,29.237,30.974
6.012,29.244,30.968
6.013,29.288,30.943
6.012,29.237,30.961
6.012,29.048,30.890
6.012,29.466,30.907
6.012,29.016,30.965
6.014,28.305,31.017
6.014,27.923,30.989
6.014,28.045,30.930
6.015,28.619,31.122
6.015,28.579,31.020
6.015,28.041,30.880
6.016,27.898,31.000
6.015,29.400,30.876
6.015,29.336,30.925
6.015,29.100,30.857
6.013,29.316,30.967
6.014,29.322,31.032
6.013,29.395,31.079
6.013,29.470,30.887
6.013,29.550,30.888
6.012,29.444,30.754
6.013,29.039,31.009
6.013,29.190,30.852
6.012,29.352,30.892
6.011,29.373,31.087
6.012,29.128,30.966
6.012,29.037,30.844
6.012,29.320,30.954
6.013,29.276,30.713
6.012,28.651,30.744
6.014,29.237,30.750
6.014,29.292,30.785
6.016,28.677,31.012
6.014,29.333,30.872
6.014,28.882,30.815
6.014,29.338,30.805
6.013,29.342,30.719
6.015,29.156,30.833
6.014,28.576,30.717
6.016,28.634,30.638
6.012,29.395,30.916
6.013,29.094,30.899
6.014,28.587,30.812
6.012,29.359,31.006
6.012,28.886,30.646
6.012,29.287,30.767
6.012,28.667,30.907
6.012,28.706,31.021
6.014,29.265,30.907
6.012,29.301,30.652
6.011,29.380,30.810
6.016,28.918,30.852
4.264,20.727,30.354
4.263,20.293,30.650
4.262,20.481,30.568
4.263,21.331,30.724
6.014,29.175,31.037
6.013,29.724,30.885
6.013,29.665,31.030
6.014,29.207,30.949
6.015,29.868,31.056
6.014,29.787,31.062
6.013,29.884,30.664
6.013,29.759,31.021
6.013,29.831,30.897
6.013,29.859,30.859
6.013,29.794,30.828
6.011,29.795,31.021
6.012,29.449,30.904
6.012,29.849,30.978
6.012,29.704,30.804
6.013,29.173,30.730
6.012,29.391,30.898
6.013,29.193,30.921
6.014,29.245,30.863
6.015,29.246,30.647
6.014,29.353,30.776
6.015,29.414,30.925
6.014,29.311,30.763
6.015,29.181,30.711
6.014,29.141,30.686
6.013,29.271,30.833
6.014,29.284,30.878
6.013,29.123,30.774
6.014,28.661,30.840
6.013,28.879,30.496
6.013,28.942,30.788
6.011,28.575,30.725
6.013,28.747,30.934
6.012,28.919,30.804
6.015,28.948,30.718
6.013,28.230,30.624
6.012,28.835,30.594
2.760,15.743,30.022
2.759,15.759,30.047
2.759,15.752,29.899
2.760,15.770,30.007
2.760,15.761,29.725
2.760,15.760,29.801
2.759,15.808,30.080
2.759,15.850,29.886
2.759,15.794,30.025
2.758,15.723,30.062
2.758,15.770,30.003
2.759,15.753,29.921
2.759,15.737,29.977
6.043,28.861,30.855
6.013,28.924,30.720
6.012,29.393,30.617
6.012,28.851,30.798
6.012,29.200,30.689
6.012,29.112,30.625
6.012,29.523,30.589
6.015,29.369,30.625
6.014,28.738,30.518
2.760,14.824,30.038
2.760,15.011,30.226
2.760,14.802,30.025
2.761,14.746,30.341
2.761,14.797,30.253
2.761,14.829,30.222
2.760,14.826,30.133
2.760,14.813,29.937
2.759,14.859,30.172
2.758,14.734,29.968
2.758,14.725,30.228
2.758,14.714,30.154
2.758,14.714,30.369
6.043,29.163,31.152
6.010,29.105,30.948
6.012,29.057,30.847
6.011,29.287,30.824
6.013,29.169,30.976
6.012,29.019,30.970
6.014,29.083,31.012
6.013,29.061,30.599
6.014,29.081,30.839
2.760,14.950,29.935
2.759,15.017,30.214
2.760,15.006,30.070
2.760,15.010,30.095
2.760,15.013,30.125
2.760,14.995,30.146
2.759,15.005,29.974
2.760,14.993,30.313
2.760,14.951,30.376
2.760,14.930,30.325
2.759,14.921,30.167
2.758,14.887,30.141
2.759,14.900,30.219
6.012,29.555,30.840
6.013,29.521,31.053
6.012,29.404,31.152
6.013,29.304,31.206
6.012,29.390,30.912
6.013,28.959,31.090
6.012,28.672,30.791
6.013,29.463,31.080
6.013,29.043,31.148
6.013,29.505,30.867
6.013,29.458,31.166
6.014,28.891,30.795
6.014,29.507,30.962
6.015,29.165,30.995
6.014,29.447,30.829
6.016,29.561,30.945
6.015,29.600,31.002
6.016,29.459,30.830
6.015,29.293,30.890
6.016,29.241,31.258
6.013,29.546,30.926
6.014,29.707,31.116
6.014,29.137,30.934
6.013,29.540,30.864
6.015,29.434,30.986
6.013,29.360,30.995
6.014,28.836,30.688
6.013,28.981,30.828
6.012,29.591,30.966
6.014,29.429,30.965
6.014,29.394,30.936
6.014,29.602,30.762
6.013,29.729,30.860
6.014,29.359,30.898
6.014,29.266,30.911
6.014,29.590,30.721
6.013,29.573,30.932
6.014,29.298,31.104
6.013,29.281,30.945
6.014,28.966,30.881
6.015,29.475,30.971
6.015,29.472,30.944
6.015,29.537,30.812
6.015,28.985,31.010
6.012,29.486,30.883
6.013,28.676,30.949
6.013,29.243,31.015
6.012,29.182,31.157
6.011,29.555,31.131
6.014,29.565,30.925
6.012,29.519,30.949
6.012,29.500,31.082
6.012,29.473,31.055
6.012,29.289,30.991
6.014,29.491,30.856
6.014,29.645,30.993
6.013,28.796,30.724
6.013,29.584,31.027
6.013,29.598,31.118
6.014,29.119,30.914
6.015,28.959,31.218
6.014,29.044,30.986
6.012,29.591,30.993
6.014,29.553,30.989
6.014,28.950,31.086
6.013,28.736,31.082
6.012,29.369,30.877
6.014,29.455,30.969
6.013,28.621,30.949
6.014,29.476,31.115
6.013,29.247,31.230
6.014,29.526,30.986
6.012,29.496,31.063
6.013,29.504,31.163
6.011,28.972,31.010
3.678,20.037,30.668
3.676,20.031,30.586
3.065,15.490,30.144
3.064,15.490,30.262
3.064,15.485,29.959
3.065,15.550,30.027
3.065,15.605,29.927
3.066,15.691,30.074
3.065,15.632,30.190
3.066,15.600,30.309
3.065,15.593,30.270
3.064,15.595,30.325
6.010,29.370,30.792
6.009,29.515,30.862
6.010,29.566,31.019
6.010,29.576,30.814
6.009,29.624,30.710
6.009,29.631,30.737
6.010,29.675,30.880
6.011,29.459,30.825
6.010,29.355,30.746
6.010,29.451,30.935
3.064,15.361,30.049
3.064,15.373,30.087
3.064,15.366,30.139
3.064,15.363,30.230
3.064,15.347,30.018
3.064,15.400,30.043
3.065,15.420,30.196
3.064,15.470,30.072
3.065,15.476,30.115
3.064,15.448,30.061
3.062,15.427,29.992
3.063,15.419,30.152
3.063,15.437,30.193
6.011,29.516,30.798
6.010,29.535,30.858
6.010,29.453,30.611
6.010,29.133,30.785
6.011,29.442,30.800
6.011,29.435,30.582
6.010,29.463,30.732
6.012,29.422,30.959
6.011,29.389,30.746
3.063,15.139,30.199
3.064,15.132,30.291
3.064,15.135,29.982
3.064,15.149,29.991
3.063,15.135,30.105
3.064,15.213,30.055
3.064,15.235,30.078
3.064,15.236,30.157
3.065,15.241,30.169
3.064,15.238,30.294
3.065,15.234,30.055
3.063,15.240,30.101
3.063,15.239,30.325
6.011,29.409,31.055
6.011,28.893,31.003
6.013,29.468,30.961
6.012,28.813,30.840
6.013,29.340,30.982
6.012,29.382,31.028
6.012,29.319,30.888
6.012,29.370,30.762
6.014,29.367,30.921
2.455,13.737,30.000
2.453,13.924,30.299
2.454,13.908,30.038
2.453,13.912,29.993
2.454,13.942,30.128
2.455,13.942,30.105
2.454,13.961,29.952
2.454,14.016,30.065
2.455,14.021,30.321
2.452,14.010,30.151
2.452,14.020,29.899
2.452,14.022,30.049
2.452,14.024,30.410
6.011,28.792,31.240
6.011,28.326,30.978
6.012,28.320,31.058
6.013,28.244,31.298
6.012,28.301,31.241
6.012,28.882,31.211
6.013,28.200,30.855
6.011,28.155,30.992
6.012,28.585,31.190
2.454,14.631,30.300
2.454,14.441,29.994
2.453,14.414,30.032
2.453,14.349,30.333
2.453,14.351,30.151
2.453,14.361,30.296
2.453,14.349,30.330
2.453,14.356,30.203
2.454,14.351,30.622
2.453,14.336,30.403
2.453,14.300,30.393
2.452,14.282,30.295
2.453,14.272,30.248
6.011,29.207,31.107
6.013,28.921,31.066
6.011,28.580,31.037
6.011,29.056,31.324
6.012,28.982,31.253
6.014,29.035,31.137
6.012,28.447,31.044
6.012,28.756,31.199
6.015,28.667,31.189
6.014,28.896,31.253
6.013,29.042,31.358
6.014,29.089,31.120
6.014,28.965,31.114
6.013,28.976,31.010
6.015,29.098,31.124
6.013,28.974,31.013
6.014,28.919,30.947
6.014,29.126,31.086
6.014,29.000,31.307
6.015,29.034,31.114
6.015,28.559,31.105
6.015,28.939,31.061
6.014,28.961,31.107
6.014,28.960,31.384
6.014,28.979,31.155
6.014,28.998,30.982
6.013,28.975,31.109
6.014,28.918,31.095
6.012,28.921,31.260
6.014,28.982,30.931
6.013,29.019,31.166
6.014,29.028,31.054
6.014,29.015,31.128
6.014,28.930,30.931
6.015,29.017,31.056
6.015,28.488,30.956
6.015,28.988,30.873
6.015,28.940,31.090
6.016,28.885,31.214
6.016,28.781,30.894
6.016,28.889,31.051
6.015,28.939,31.007
6.014,28.842,30.927
6.015,28.927,30.890
6.013,28.374,30.915
6.013,28.844,31.111
6.014,28.838,31.301
6.015,28.736,31.081
6.014,28.585,31.007
6.015,28.597,30.313
6.013,28.570,30.944
6.010,28.688,30.773
6.011,28.761,30.863
2.455,14.903,30.472
2.453,14.892,30.738
2.453,14.889,30.600
2.454,14.924,30.356
2.454,14.886,30.567
2.454,14.913,30.380
2.454,14.894,30.604
2.454,14.919,30.515
2.454,14.910,30.278
2.453,14.880,30.328
2.454,14.876,30.331
2.454,14.869,30.506
2.454,14.874,30.579
6.014,29.258,31.143
6.012,29.156,30.968
6.013,29.519,31.135
6.014,28.979,31.230
6.013,29.366,30.843
6.013,29.086,30.937
6.014,29.492,31.084
6.015,29.246,31.146
6.015,28.911,31.267
2.454,14.680,30.105
2.454,14.518,30.359
2.454,14.536,30.491
2.454,14.551,30.452
2.455,14.551,30.614
2.454,14.545,30.677
2.454,14.554,30.404
2.454,14.561,30.472
2.454,14.542,30.570
2.454,14.553,30.571
2.453,14.543,30.527
2.454,15.010,30.434
2.455,15.045,30.268
6.012,29.469,31.468
6.012,29.695,31.222
6.012,29.588,31.205
