DOL,CD,FI3312A,FI3312B
120.167,5.490,26.482,30.960
120.208,5.491,26.544,31.082
120.250,5.489,26.655,31.207
120.292,5.490,26.516,30.955
120.375,5.490,26.530,31.028
120.417,5.490,26.501,31.062
120.458,5.490,26.591,30.864
120.500,5.491,26.652,31.117
120.542,5.491,26.460,31.040
120.583,5.493,26.812,31.276
120.625,5.492,26.647,31.043
120.667,5.493,26.604,30.916
120.708,5.492,26.619,31.288
120.750,5.492,26.660,31.025
120.792,5.491,26.641,31.056
120.833,5.491,26.613,31.033
120.875,5.491,26.586,31.119
120.958,5.493,26.588,31.138
121.000,5.491,26.659,31.363
121.042,5.491,26.570,31.173
121.083,5.490,26.606,31.001
121.125,5.490,26.511,31.185
121.167,5.489,26.642,31.198
121.208,5.490,26.670,31.163
121.250,5.489,26.429,31.287
121.292,5.490,26.623,30.914
121.375,5.490,26.648,30.938
121.417,5.490,26.689,31.080
121.458,5.492,26.659,30.968
121.500,5.492,26.393,30.922
121.542,5.493,26.764,31.032
121.583,5.494,26.684,30.916
121.625,5.493,26.738,31.073
121.667,5.493,26.627,31.037
121.708,5.492,26.782,30.882
121.750,5.492,26.710,31.198
121.792,5.492,26.681,31.159
121.833,5.493,26.658,30.915
121.875,5.491,26.608,30.868
121.958,5.493,26.638,31.111
122.000,5.493,26.666,31.229
122.042,5.491,26.667,31.112
122.083,5.492,26.666,31.162
122.125,5.492,26.584,31.154
122.167,5.490,26.556,30.859
122.208,5.491,26.464,30.811
122.250,5.491,26.623,31.167
122.292,5.491,26.517,30.904
122.375,5.491,26.684,31.001
122.417,5.491,26.761,31.130
122.458,5.493,26.664,31.000
122.500,5.492,26.540,30.998
122.542,5.497,26.670,30.909
122.583,5.493,26.678,30.938
122.625,5.492,26.561,30.993
122.667,5.492,26.571,30.838
122.708,5.492,26.644,30.973
122.750,5.493,26.664,30.844
122.792,5.492,26.688,30.926
122.833,5.490,26.658,30.745
122.875,5.491,26.644,30.697
122.958,5.490,26.534,30.741
123.000,5.489,26.533,30.900
123.042,5.490,26.626,30.927
123.083,5.489,26.470,30.949
123.125,5.488,26.528,30.958
123.167,5.490,26.429,30.802
123.208,5.491,26.305,31.009
123.250,5.490,26.509,30.803
123.292,5.490,26.624,30.784
123.375,5.490,26.546,30.848
123.417,5.490,26.724,31.329
123.458,5.490,26.657,31.334
123.500,5.491,26.642,31.183
123.542,5.493,26.428,31.111
123.583,5.491,26.677,31.437
123.625,5.493,26.627,31.314
123.667,5.492,26.848,31.543
123.708,5.491,26.596,31.301
123.750,5.490,26.785,31.199
123.792,5.489,26.412,31.147
123.833,5.488,26.545,31.279
123.875,5.488,26.493,31.154
123.958,5.490,26.878,31.493
124.000,5.490,26.660,31.454
124.042,5.490,26.605,31.287
124.083,5.489,26.744,31.332
124.125,5.490,26.501,31.387
124.167,5.491,26.425,31.331
124.208,5.491,26.618,31.293
124.250,5.489,26.514,31.349
124.292,3.065,15.415,30.693
124.375,3.065,15.155,30.556
124.417,3.066,15.154,30.742
124.458,3.065,15.159,30.726
124.500,3.065,15.155,30.552
124.542,3.065,15.146,30.516
124.583,3.066,15.135,30.676
124.625,3.064,15.128,30.615
124.667,3.064,15.112,30.465
124.708,3.063,15.119,30.550
124.750,3.064,15.108,30.501
124.792,3.064,15.078,30.690
124.833,3.065,15.107,30.425
124.875,3.064,15.068,30.586
124.958,3.064,15.080,30.432
125.000,3.064,15.075,30.487
125.042,3.065,15.056,30.469
125.083,3.062,15.015,30.584
125.125,3.063,14.990,30.604
125.167,3.064,14.966,30.688
125.208,3.065,14.960,30.577
125.250,3.063,14.950,30.567
125.292,3.065,14.930,30.702
125.375,5.491,27.377,30.962
125.417,5.490,27.144,30.961
125.458,5.492,27.068,31.074
125.500,5.491,27.049,30.895
125.542,5.491,27.070,31.041
125.583,5.493,26.950,30.961
125.625,5.492,26.877,30.982
125.667,5.491,27.219,30.935
125.708,5.491,27.200,31.124
125.750,5.491,27.211,31.117
125.792,5.489,27.058,31.155
125.833,5.491,27.004,30.996
125.875,5.491,27.030,31.177
125.958,5.491,27.040,30.881
126.000,5.489,27.003,30.890
126.042,5.491,27.016,31.195
126.083,5.489,27.050,31.056
126.125,5.490,27.000,31.050
126.167,5.489,26.973,31.143
126.208,5.490,26.867,30.949
126.250,5.490,27.075,31.003
126.292,5.490,27.057,31.205
126.375,3.064,15.472,30.659
126.417,3.064,15.460,30.644
126.458,3.064,15.436,30.459
126.500,3.064,15.454,30.322
126.542,3.064,15.445,30.587
126.583,3.063,15.464,30.608
126.625,3.062,15.435,30.708
126.667,3.064,15.437,30.556
126.708,3.063,15.411,30.632
126.750,3.063,15.410,30.636
126.792,3.063,15.393,30.523
126.833,3.062,15.375,30.508
126.875,3.062,15.384,30.588
126.958,5.487,27.186,31.080
127.000,5.488,27.118,30.873
127.042,5.489,27.113,30.900
127.083,5.489,27.062,30.928
127.125,5.489,27.095,31.083
127.167,5.489,27.198,30.875
127.208,5.490,27.167,30.932
127.250,5.489,27.169,30.958
127.292,5.491,27.227,30.946
127.375,3.064,15.749,30.595
127.417,3.065,15.749,30.690
127.458,3.065,15.751,30.678
127.500,3.064,15.698,30.506
127.542,3.064,15.749,30.584
127.583,3.064,15.761,30.561
127.625,3.064,15.771,30.634
127.667,3.065,15.782,30.493
127.708,3.064,15.764,30.744
127.750,3.064,15.761,30.620
127.792,3.063,15.746,30.665
127.833,3.063,15.747,30.488
127.875,3.065,15.757,30.771
127.958,5.486,27.327,31.306
128.000,5.488,27.369,31.200
128.042,5.489,27.280,31.076
128.083,5.490,27.271,31.156
128.125,5.489,27.406,31.405
128.167,5.488,27.375,31.411
128.208,5.489,27.325,31.225
128.250,5.488,27.308,31.187
128.292,5.490,27.444,31.244
128.375,3.064,15.573,30.704
128.417,3.064,15.556,30.546
128.458,3.064,15.566,30.665
128.500,3.064,15.503,30.499
128.542,3.064,15.455,30.380
128.583,3.064,15.476,30.600
128.625,3.065,15.436,30.767
128.667,3.063,15.593,30.623
128.708,3.065,15.549,30.765
128.750,3.065,15.483,30.527
128.792,3.065,15.481,30.715
128.833,3.064,15.497,30.758
128.875,3.064,15.455,30.565
128.958,5.491,27.522,31.270
129.000,5.490,27.593,31.291
129.042,5.491,26.992,31.129
129.083,5.491,27.360,31.157
129.125,5.490,27.192,31.217
129.167,5.490,27.597,31.234
129.208,5.490,27.509,30.930
129.250,5.491,27.511,31.160
129.292,5.490,27.571,31.250
129.375,2.759,15.040,30.655
129.417,2.759,14.968,30.621
129.458,2.759,14.967,30.825
129.500,2.760,14.960,30.610
129.542,2.759,14.863,30.625
129.583,2.759,14.931,30.635
129.625,2.760,14.929,30.680
129.667,2.759,14.970,30.675
129.708,2.759,14.939,30.550
129.750,2.759,14.991,30.699
129.792,2.759,14.984,30.687
129.833,2.758,14.942,30.579
129.875,2.758,14.965,30.616
129.958,5.490,27.674,31.363
130.000,5.489,27.601,31.177
130.042,5.490,27.583,31.172
130.083,5.490,27.566,31.276
130.125,5.490,27.741,31.061
130.167,5.489,27.616,31.046
130.208,5.489,27.697,31.219
130.250,5.490,27.572,31.067
130.292,5.491,27.736,31.252
130.375,3.065,15.960,30.574
130.417,3.066,15.925,30.889
130.458,3.065,15.938,30.798
130.500,3.064,15.938,30.725
130.542,3.065,15.943,30.531
130.583,3.064,15.962,30.680
130.625,3.064,15.942,30.723
130.667,3.064,15.996,30.750
130.708,3.064,15.946,30.843
130.750,3.062,15.683,30.726
130.792,3.062,15.676,30.732
130.833,3.061,15.890,30.421
130.875,3.062,15.863,30.658
130.958,5.489,26.726,31.363
131.000,5.490,26.659,31.221
131.042,5.489,26.645,31.443
131.083,5.488,26.898,31.506
131.125,5.488,26.857,31.365
131.167,5.487,26.757,31.404
131.208,5.488,26.888,31.440
131.250,5.488,26.876,31.265
131.292,5.490,26.675,31.582
131.375,5.491,26.973,31.287
131.417,5.490,26.837,31.244
131.458,5.490,26.885,31.417
131.500,5.489,26.881,31.283
131.542,5.489,26.902,31.405
131.583,5.489,27.080,31.283
131.625,5.490,27.029,31.158
131.667,5.487,26.496,31.142
131.708,5.488,26.897,31.160
131.750,5.486,26.957,31.260
131.792,5.486,27.008,31.043
131.833,5.487,26.760,30.967
131.875,5.487,26.976,31.306
131.958,5.488,26.964,31.222
132.000,5.487,26.892,30.988
132.042,5.487,27.007,31.314
132.083,5.488,26.386,31.277
132.125,5.487,26.920,31.141
132.167,5.487,26.949,31.088
132.208,5.488,26.947,31.266
132.250,5.486,26.899,31.184
132.292,5.487,27.026,31.076
132.375,5.487,26.881,31.161
132.417,5.487,26.864,30.776
132.458,5.489,26.895,31.073
132.500,5.488,26.603,31.140
132.542,5.489,26.848,31.174
132.583,5.488,26.924,31.154
132.625,5.490,26.938,31.408
132.667,5.489,26.904,31.156
132.708,5.491,26.811,31.318
132.750,5.491,26.855,31.245
132.792,5.489,26.885,31.142
132.833,5.490,26.921,31.113
132.875,5.492,26.896,31.079
132.958,5.489,26.641,31.073
133.000,5.490,26.926,31.147
133.042,5.490,26.488,31.106
133.083,5.490,26.919,31.147
133.125,5.488,26.232,31.232
133.167,5.489,26.888,31.328
133.208,5.491,26.906,31.057
133.250,5.489,26.559,31.167
133.292,5.489,26.825,31.248
133.375,3.065,15.470,30.676
133.417,3.062,15.458,30.747
133.458,3.064,15.538,30.505
133.500,3.064,15.539,30.892
133.542,3.065,15.522,30.611
133.583,3.065,15.516,30.878
133.625,3.064,15.480,30.789
133.667,3.064,15.496,30.610
133.708,3.063,15.001,30.460
133.750,3.062,15.278,30.729
133.792,3.062,15.366,30.676
133.833,3.062,15.297,30.748
133.875,3.062,15.553,30.573
133.958,6.009,30.084,31.220
134.000,6.010,29.824,31.466
134.042,6.013,29.978,31.168
134.083,6.012,30.166,31.124
134.125,6.011,30.088,31.236
134.167,6.009,29.960,31.131
134.208,6.010,29.914,31.407
134.250,6.011,30.167,31.063
134.292,6.012,30.038,31.249
134.375,3.062,15.219,30.656
134.417,3.063,15.136,30.662
134.458,3.063,14.975,30.627
134.500,3.065,15.249,30.803
134.542,3.065,15.244,30.551
134.583,3.064,15.246,30.772
134.625,3.065,15.215,30.576
134.667,3.065,15.271,30.553
134.708,3.064,15.207,30.856
134.750,3.065,15.207,30.614
134.792,3.064,15.102,30.534
134.833,3.063,15.062,30.491
134.875,3.063,15.032,30.542
134.958,6.009,29.997,31.181
135.000,6.009,29.896,31.407
135.042,6.009,29.947,31.340
135.083,6.009,29.734,31.066
135.125,6.008,29.813,31.320
135.167,6.010,29.935,31.372
135.208,6.010,29.866,31.195
135.250,6.009,29.805,31.110
135.292,6.009,29.679,31.177
135.375,6.011,29.374,30.951
135.417,6.010,29.657,31.214
135.458,6.011,29.788,31.380
135.500,6.013,29.548,31.291
135.542,6.013,29.685,31.347
135.583,6.013,29.543,31.301
135.625,6.014,29.644,31.198
135.667,6.015,29.780,31.237
135.708,6.013,29.696,31.187
135.750,6.011,29.688,31.128
135.792,6.012,29.786,31.153
135.833,6.012,29.673,31.114
135.875,6.011,29.689,31.156
135.958,6.013,29.795,31.332
136.000,6.011,29.811,31.371
136.042,6.012,29.812,31.466
136.083,6.011,29.606,31.287
136.125,6.011,29.813,31.363
136.167,6.011,29.794,31.406
136.208,6.011,29.848,31.295
136.250,6.011,29.801,31.179
136.292,6.011,29.660,31.206
136.375,6.011,29.446,31.385
136.417,6.012,29.721,31.429
136.458,6.013,29.743,31.471
136.500,6.014,29.758,31.404
136.542,6.015,29.791,31.395
136.583,6.017,29.854,31.361
136.625,6.017,29.784,31.561
136.667,6.015,29.432,31.367
136.708,6.013,29.813,31.140
136.750,6.013,29.796,31.372
136.792,6.013,29.662,31.213
136.833,6.012,29.790,31.289
136.875,6.010,30.064,31.064
136.958,6.013,29.913,31.340
137.000,6.013,29.748,31.193
137.042,6.012,29.760,31.564
137.083,6.012,29.716,31.016
137.125,6.012,29.821,31.270
137.167,6.012,29.624,31.349
137.208,6.012,29.716,31.242
137.250,6.010,29.670,31.307
137.292,6.011,29.854,31.427
137.375,6.012,29.785,31.416
137.417,2.758,14.529,30.599
137.458,2.758,14.627,30.819
137.500,2.758,14.664,30.480
137.542,2.758,14.659,30.745
137.583,2.758,14.664,30.645
137.625,2.758,14.660,30.661
137.667,2.758,14.691,30.532
137.708,2.758,14.652,30.892
137.750,2.757,14.684,30.602
137.792,2.757,14.637,30.843
137.833,2.757,14.675,30.529
137.875,2.757,14.661,30.671
137.958,6.011,29.305,31.378
138.000,6.013,29.043,31.186
138.042,6.014,29.214,31.206
138.083,6.013,29.314,31.372
138.125,6.012,29.294,31.112
138.167,6.012,29.454,31.120
138.208,6.012,29.334,31.268
138.250,6.012,29.243,31.086
138.292,6.012,29.053,31.081
138.375,6.011,28.909,31.243
138.417,6.011,28.934,31.060
138.458,6.013,29.344,31.309
138.500,6.013,29.104,31.335
138.542,6.014,29.203,30.948
138.583,6.014,29.289,31.056
138.625,6.012,29.060,31.128
138.667,6.012,29.127,31.050
138.708,6.013,29.102,31.144
138.750,6.013,29.128,31.169
138.792,6.013,29.153,31.321
138.833,6.014,29.130,31.068
138.875,6.014,29.044,31.139
138.958,6.013,29.162,31.131
139.000,6.012,29.286,31.062
139.042,6.012,29.169,31.138
139.083,6.013,29.085,31.149
139.125,6.013,29.435,31.437
139.167,6.012,29.092,31.134
139.208,6.011,29.161,31.130
139.250,6.012,29.112,30.998
139.292,6.011,29.101,31.043
139.375,6.012,29.233,31.098
139.417,6.012,29.005,31.034
139.458,6.012,29.373,31.053
139.500,6.014,28.775,31.143
139.542,6.013,28.921,30.939
139.583,6.012,29.090,31.087
139.625,6.014,28.823,31.242
139.667,6.014,29.215,31.147
139.708,6.014,29.035,31.365
139.750,6.014,29.459,31.073
139.792,6.014,29.306,31.341
139.833,6.013,29.400,31.216
139.875,6.014,29.024,31.379
139.958,6.012,29.288,31.334
140.000,6.014,29.251,31.259
140.042,6.014,29.025,31.249
140.083,6.014,29.401,31.033
140.125,6.015,29.157,31.081
140.167,6.012,29.290,30.904
140.208,6.013,29.155,31.197
140.250,6.012,29.285,31.173
140.292,6.012,29.301,30.800
140.375,4.229,24.300,31.404
140.417,3.062,15.041,31.253
140.458,3.064,15.109,31.301
140.500,3.065,15.109,31.387
140.542,3.066,15.092,31.282
140.583,3.068,15.079,31.061
140.625,3.067,15.064,30.981
140.667,3.066,14.964,31.015
140.708,3.065,14.988,30.792
140.750,3.066,14.865,30.967
140.792,3.066,14.901,30.965
140.833,3.065,14.835,30.901
140.875,3.064,14.823,30.795
140.958,6.012,28.933,31.624
141.000,6.013,28.824,31.597
141.042,6.014,28.902,31.105
141.083,6.013,29.069,31.402
141.125,6.013,28.513,31.443
141.167,6.012,29.063,31.487
141.208,6.012,29.087,31.525
141.250,6.011,28.695,31.599
141.292,6.011,29.116,32.118
141.375,3.678,18.459,31.361
141.417,3.678,18.481,31.515
141.458,3.678,18.457,31.402
141.500,3.679,18.437,31.431
141.542,3.679,18.440,31.286
141.583,3.678,18.437,31.496
141.625,3.678,18.446,31.485
141.667,3.678,18.420,31.488
141.708,3.678,18.375,31.485
141.750,3.677,18.405,31.489
141.792,3.678,18.428,31.833
141.833,3.678,18.454,31.633
141.875,3.677,18.395,31.309
141.958,6.012,29.635,32.146
142.000,6.013,29.356,31.785
142.042,6.012,29.531,31.928
142.083,6.013,29.535,31.788
142.125,6.013,29.497,31.618
142.167,6.014,29.470,31.675
142.208,6.013,29.670,31.709
142.250,6.013,29.563,31.883
142.292,6.015,29.577,31.872
142.375,6.015,29.575,31.874
142.417,6.014,29.693,32.070
142.458,6.012,29.628,31.964
142.500,6.015,29.576,31.721
142.542,6.015,29.630,31.811
142.583,6.013,29.423,31.609
142.625,6.013,29.754,31.680
142.667,6.014,29.771,31.834
142.708,6.014,29.667,31.818
142.750,6.013,29.633,31.860
142.792,6.014,29.899,31.851
142.833,6.013,29.761,31.811
142.875,6.014,29.575,31.757
142.958,6.012,29.679,31.561
143.000,6.013,29.696,31.645
143.042,6.013,29.712,31.612
143.083,6.012,29.467,31.289
143.125,6.010,29.234,31.699
143.167,6.010,29.586,31.957
143.208,6.010,29.753,31.631
143.250,6.010,29.423,31.704
143.292,6.010,29.801,31.748
143.375,6.010,29.689,31.582
143.417,6.008,29.705,31.537
143.458,6.010,29.474,31.375
143.500,6.009,29.347,30.491
143.542,6.010,29.552,30.497
143.583,6.010,29.386,30.659
143.625,6.011,29.670,30.716
143.667,6.011,29.595,31.485
143.708,6.011,29.934,31.487
143.750,6.012,29.224,30.420
143.792,6.012,29.357,30.503
143.833,6.010,29.456,30.535
143.875,6.012,29.511,30.690
143.958,6.009,29.578,30.652
144.000,6.011,29.546,30.935
144.042,6.011,30.099,30.856
144.083,6.012,29.509,30.872
144.125,6.011,29.943,30.892
144.167,6.011,29.656,30.874
144.208,6.012,29.456,30.914
144.250,6.012,29.936,30.814
144.292,6.012,29.583,30.847
144.375,6.011,30.218,31.089
144.417,6.012,29.588,30.978
144.458,6.012,29.804,31.015
144.500,6.013,30.322,30.974
144.542,6.013,29.698,31.012
144.583,6.014,29.609,31.016
144.625,6.014,30.267,30.913
144.667,6.015,29.670,31.024
144.708,6.016,29.619,31.033
144.750,6.016,30.283,30.865
144.792,6.014,30.082,30.855
144.833,6.015,29.687,30.730
144.875,6.016,29.664,31.197
144.958,6.016,29.547,31.003
145.000,6.015,29.720,31.015
145.042,6.012,29.680,30.863
145.083,6.012,30.037,31.124
145.125,6.010,29.703,30.921
145.167,6.011,29.685,30.872
145.208,6.011,29.995,30.999
145.250,6.011,29.962,30.930
145.292,6.011,30.010,30.971
145.375,6.013,29.779,30.832
145.417,6.012,30.018,30.827
145.458,6.013,29.764,30.754
145.500,6.015,29.742,30.866
145.542,6.013,29.821,30.783
145.583,6.013,29.466,30.701
145.625,6.014,29.637,30.790
145.667,6.013,29.656,30.879
145.708,6.013,29.562,30.940
145.750,6.013,29.675,30.870
145.792,6.011,29.916,30.895
145.833,6.013,29.237,30.855
145.875,6.013,29.606,31.252
145.958,6.014,29.964,30.935
146.000,6.013,30.018,31.014
146.042,6.013,29.753,31.070
146.083,6.014,29.710,30.721
146.125,6.013,29.627,30.942
146.167,6.012,29.843,31.087
146.208,6.012,29.972,31.001
146.250,6.011,29.820,30.821
146.292,6.014,30.295,30.647
146.375,6.012,29.732,30.962
146.417,6.013,29.663,31.233
146.458,6.012,29.572,30.972
146.500,6.013,29.769,30.899
146.542,6.014,29.719,30.998
146.583,6.014,29.706,30.997
146.625,6.015,29.744,30.851
146.667,6.015,29.876,30.850
146.708,6.014,29.797,30.920
146.750,6.016,29.762,30.957
146.792,6.014,29.813,31.109
146.833,6.014,29.659,30.964
146.875,6.013,29.856,30.550
146.958,6.012,29.665,30.688
147.000,6.012,30.162,30.805
147.042,6.012,29.768,30.644
147.083,6.013,29.952,30.806
147.125,6.010,29.539,30.862
147.167,6.013,29.724,30.873
147.208,6.013,29.766,30.842
147.250,6.013,29.562,30.537
147.292,6.013,29.866,31.012
147.375,4.262,21.637,30.735
147.417,4.262,21.798,30.319
147.458,4.260,21.779,30.520
147.500,4.262,21.694,30.469
147.542,4.262,21.793,30.267
147.583,4.263,21.855,30.555
147.625,4.262,21.791,30.425
147.667,4.263,21.838,30.454
147.708,4.264,21.816,30.502
147.750,4.263,21.859,30.193
147.792,4.262,21.856,30.685
147.833,4.262,21.796,30.359
147.875,4.262,21.881,30.758
147.958,6.010,28.961,30.981
148.000,6.012,28.780,30.837
148.042,6.011,29.258,30.903
148.083,6.013,29.092,30.979
148.125,6.013,29.009,30.789
148.167,6.012,28.816,30.745
148.208,6.012,28.915,30.834
148.250,6.012,28.994,31.006
148.292,6.011,29.272,30.997
148.375,4.261,20.986,30.283
148.417,4.261,20.991,30.369
148.458,4.261,20.858,30.486
148.500,4.262,20.966,30.551
148.542,4.263,20.872,30.539
148.583,4.261,20.930,30.585
148.625,4.261,20.931,30.507
148.667,4.261,20.951,30.487
148.708,4.261,20.956,30.455
148.750,4.261,20.946,30.569
148.792,4.262,20.969,30.778
148.833,4.261,20.836,30.700
148.875,4.261,20.834,30.646
148.958,6.014,28.610,30.810
149.000,6.013,28.607,30.623
149.042,6.014,28.830,30.888
149.083,6.012,28.764,30.727
149.125,6.015,28.677,30.660
149.167,6.012,28.765,30.875
149.208,6.013,28.672,30.920
149.250,6.012,29.102,30.878
149.292,6.013,28.674,31.063
149.375,4.294,21.468,30.331
149.417,4.294,21.412,30.444
149.458,4.294,21.315,30.439
149.500,4.294,21.204,30.469
149.542,4.294,21.301,30.306
149.583,4.295,21.409,30.564
149.625,4.293,21.461,30.442
149.667,4.294,21.321,30.412
149.708,4.293,21.316,30.457
149.750,4.294,21.210,30.657
149.792,4.294,21.282,30.374
149.833,4.294,21.322,30.759
149.875,4.295,21.447,30.692
149.958,6.013,28.607,31.152
150.000,6.013,28.789,30.912
150.042,6.013,28.775,30.909
150.083,6.012,28.551,30.771
150.125,6.013,28.689,30.999
150.167,6.013,28.714,30.843
150.208,6.012,28.782,30.718
150.250,6.011,28.701,30.650
150.292,6.012,28.704,31.048
150.375,6.014,28.545,30.951
150.417,6.013,28.548,30.768
150.458,6.013,28.737,30.657
150.500,6.012,28.560,30.915
150.542,6.012,28.860,30.959
150.583,6.014,28.639,30.932
150.625,6.015,28.666,30.915
150.667,6.014,28.815,30.845
150.708,6.014,28.910,30.866
150.750,6.014,28.563,30.852
150.792,6.014,29.021,30.935
150.833,6.014,28.745,31.110
150.875,6.012,28.786,30.761
150.958,6.013,28.834,30.786
151.000,6.014,28.721,31.016
151.042,6.014,28.740,30.918
151.083,6.014,28.665,31.140
151.125,6.014,28.630,30.713
151.167,6.013,28.817,30.673
151.208,6.012,28.808,30.982
151.250,6.013,28.789,30.916
151.292,6.014,28.697,30.854
151.375,3.678,18.995,30.391
151.417,3.677,19.100,30.717
151.458,3.678,19.111,30.555
151.500,3.678,19.122,30.603
151.542,3.678,19.108,30.497
151.583,3.679,19.166,30.673
151.625,3.680,19.200,30.645
151.667,3.679,19.193,30.636
151.708,3.680,19.128,30.568
151.750,3.678,19.090,30.597
151.792,3.678,19.108,30.621
151.833,3.679,19.051,30.715
151.875,3.679,19.072,30.731
151.958,6.012,29.719,31.250
152.000,6.013,29.610,31.091
152.042,6.012,29.570,31.222
152.083,6.013,29.727,31.054
152.125,6.013,29.760,31.322
152.167,6.013,29.447,31.076
152.208,6.012,29.715,30.946
152.250,6.014,29.721,31.417
152.292,6.015,29.607,31.112
152.375,6.013,29.692,31.087
152.417,6.013,29.584,31.166
152.458,6.015,29.480,31.013
152.500,6.013,29.757,30.765
152.542,6.012,29.642,31.131
152.583,6.014,29.537,31.138
152.625,6.015,29.617,31.011
152.667,6.014,29.673,31.129
152.708,6.013,29.747,30.983
152.750,6.013,29.630,31.398
152.792,6.014,29.724,31.104
152.833,6.013,29.792,31.141
152.875,6.013,29.653,31.150
152.958,6.014,29.688,31.225
153.000,6.013,29.559,31.283
153.042,6.015,29.685,31.080
153.083,6.014,29.727,31.026
153.125,6.014,29.617,30.853
153.167,6.015,29.663,31.076
153.208,6.014,29.610,31.138
153.250,6.014,29.672,31.209
153.292,6.014,29.708,30.941
153.375,6.014,29.687,31.206
153.417,6.014,29.775,31.193
153.458,6.014,29.656,30.987
153.500,6.014,29.605,31.037
153.542,6.014,29.738,30.857
153.583,6.015,29.741,31.279
153.625,6.015,29.740,31.013
153.667,6.014,29.702,31.025
153.708,6.015,29.732,31.001
153.750,6.013,29.640,31.122
153.792,6.015,29.692,31.199
153.833,6.014,29.658,31.132
153.875,6.013,29.743,31.254
153.958,6.016,29.823,31.361
154.000,6.016,29.655,31.220
154.042,6.017,29.662,31.156
154.083,6.016,29.691,30.977
154.125,6.014,29.604,31.137
154.167,6.014,29.716,31.331
154.208,6.014,29.637,31.269
154.250,6.013,29.733,31.172
154.292,6.014,29.658,31.191
154.375,3.064,15.375,30.409
154.417,3.064,15.396,30.331
154.458,3.064,15.324,30.432
154.500,3.063,15.264,30.682
154.542,3.370,16.568,30.479
154.583,3.370,16.555,30.406
154.625,3.370,16.550,30.290
154.667,3.370,16.620,30.367
154.708,3.065,16.528,30.423
154.750,3.064,15.143,30.452
154.792,3.062,15.124,30.323
154.833,3.063,15.071,30.334
154.875,3.063,15.011,30.083
154.958,6.010,29.897,30.985
155.000,6.011,29.598,30.863
155.042,6.011,29.849,30.843
155.083,6.011,29.897,30.992
155.125,6.010,29.648,31.012
155.167,6.012,29.564,30.694
155.208,6.012,29.803,31.073
155.250,6.011,29.595,30.987
155.292,6.014,29.588,31.021
155.375,3.063,15.101,30.363
155.417,3.062,15.075,30.370
155.458,3.369,16.991,30.647
155.500,3.368,17.012,30.298
155.542,3.368,16.987,30.346
155.583,3.674,17.501,30.401
155.625,3.063,15.265,30.391
155.667,3.063,15.175,30.205
155.708,3.063,15.159,30.142
155.750,3.063,15.136,30.337
155.792,3.063,15.154,30.402
155.833,3.064,15.154,30.067
155.875,3.063,15.133,30.248
155.958,6.010,29.878,30.996
156.000,6.009,29.877,31.075
156.042,6.010,29.851,30.666
156.083,6.009,29.714,30.569
156.125,6.010,29.873,30.971
156.167,6.012,29.632,30.901
156.208,6.010,29.399,30.927
156.250,6.011,29.935,30.830
156.292,6.012,29.718,30.824
156.375,3.065,14.781,30.341
156.417,3.063,14.801,30.385
156.458,3.063,14.826,30.529
156.500,3.063,14.856,30.419
156.542,3.064,14.860,30.389
156.583,3.064,14.851,30.433
156.625,3.064,14.861,30.436
156.667,3.064,14.852,30.132
156.708,3.064,14.836,30.274
156.750,3.063,14.810,30.087
156.792,3.063,14.760,30.190
156.833,3.063,14.794,30.340
156.875,3.062,14.812,30.342
156.958,6.010,29.343,31.171
157.000,6.012,29.613,30.824
157.042,6.011,29.235,30.760
157.083,6.011,29.414,30.944
157.125,6.012,29.557,30.819
157.167,6.011,29.841,31.021
157.208,6.010,29.561,30.824
157.250,6.011,29.441,30.977
157.292,6.010,29.404,31.061
157.375,3.063,14.963,30.643
157.417,3.064,14.934,30.367
157.458,3.064,14.930,30.444
157.500,3.064,14.922,30.448
157.542,3.065,14.921,30.282
157.583,3.065,14.934,30.306
157.625,3.063,14.953,30.550
157.667,3.066,14.954,30.407
157.708,3.064,14.934,30.511
157.750,3.063,14.943,30.474
157.792,3.064,14.937,30.545
157.833,3.064,14.929,30.631
157.875,3.064,15.089,30.540
157.958,6.012,29.848,30.930
158.000,6.012,29.828,30.962
158.042,6.012,29.865,31.268
158.083,6.011,29.834,30.960
158.125,6.009,29.879,30.848
158.167,6.010,29.697,31.011
158.208,6.010,29.848,31.007
158.250,6.012,29.974,30.825
158.292,6.010,29.766,30.834
158.375,2.452,14.375,30.428
158.417,2.452,14.474,30.770
158.458,2.452,14.480,30.616
158.500,2.452,14.508,30.468
158.542,2.452,14.489,30.482
158.583,2.452,14.496,30.425
158.625,2.452,14.521,30.502
158.667,2.452,14.596,30.445
158.708,2.453,14.550,30.630
158.750,2.452,14.558,30.410
158.792,2.452,14.531,30.426
158.833,2.451,14.455,30.508
158.875,2.451,14.552,30.450
158.958,5.793,28.817,31.063
159.000,5.795,29.094,30.993
159.042,5.795,29.165,30.959
159.083,5.795,28.922,30.988
159.125,5.795,28.755,31.224
159.167,5.796,28.879,30.729
159.208,5.797,28.851,30.642
159.250,5.795,28.979,31.021
159.292,5.797,29.045,31.128
159.375,5.797,29.062,31.057
159.417,5.798,29.045,31.141
159.458,5.798,28.951,30.940
159.500,5.797,28.975,30.748
159.542,5.797,28.978,31.102
159.583,5.798,29.065,31.088
159.625,5.797,29.023,30.916
159.667,5.798,28.997,31.253
159.708,5.796,28.840,30.953
159.750,5.796,28.944,31.091
159.792,5.794,28.950,30.976
